####################
## BD WTA Rhapsody Analysis Pipeline Version 1.9.1
## Analysis Date: 2021-11-25 04:29:13
## Sample: 1822
## Reference: index_star_CHR_mouse.tar
####################
Gene,Status,Raw_Reads,Raw_Molecules,Raw_Seq_Depth,RSEC_Adjusted_Molecules,RSEC_Adjusted_Seq_Depth,RSEC_Adjusted_Seq_Depth_without_Singletons
1190007I07Rik,pass,1631,371,4.4,345,4.73,7.7
1190028D05Rik,low_depth,1,1,1.0,1,1.0,0.0
1200007C13Rik,pass,1035,237,4.37,215,4.81,7.03
1300002E11Rik,pass,1172,292,4.01,271,4.32,7.21
1300014J16Rik,pass,123,35,3.51,34,3.62,9.09
1300017J02Rik,pass,25,18,1.39,18,1.39,4.5
1500002C15Rik,pass,156,43,3.63,36,4.33,6.71
1500002F19Rik,pass,156,101,1.54,99,1.58,8.12
1500004A13Rik,pass,341,76,4.49,69,4.94,8.16
1500005C15Rik,pass,360,56,6.43,53,6.79,10.59
1500009C09Rik,low_depth,2,2,1.0,2,1.0,0.0
1500009L16Rik,pass,4384,904,4.85,820,5.35,8.35
1500011B03Rik,pass,9636,1593,6.05,1438,6.7,9.75
1500011K16Rik,pass,8258,1652,5.0,1504,5.49,8.4
1500012K07Rik,low_depth,1,1,1.0,1,1.0,0.0
1500015A07Rik,pass,1561,314,4.97,289,5.4,7.73
1500015L24Rik,pass,25,3,8.33,3,8.33,12.0
1500015O10Rik,pass,31212,6492,4.81,5896,5.29,8.01
1500026H17Rik,pass,122,26,4.69,24,5.08,10.8
1500035N22Rik,low_depth,1,1,1.0,1,1.0,0.0
1520401A03Rik,low_depth,8,6,1.33,6,1.33,3.0
1600002K03Rik,pass,5056,996,5.08,893,5.66,8.62
1600010M07Rik,pass,765,157,4.87,141,5.43,8.43
1600012H06Rik,pass,11794,2328,5.07,2124,5.55,7.52
1600012P17Rik,pass,14,2,7.0,2,7.0,13.0
1600014C10Rik,pass,29644,6388,4.64,5886,5.04,8.02
1600014C23Rik,pass,139,31,4.48,24,5.79,9.85
1600017P15Rik,pass,25,4,6.25,4,6.25,11.5
1600019K03Rik,pass,17,4,4.25,3,5.67,15.0
1600020E01Rik,pass,4969,1057,4.7,966,5.14,8.36
1600023N17Rik,pass,59,9,6.56,8,7.38,13.75
1600027J07Rik,pass,32,6,5.33,4,8.0,10.33
1600029O15Rik,low_depth,187,156,1.2,156,1.2,3.58
1700001C19Rik,low_depth,2,2,1.0,2,1.0,0.0
1700001F09Rik,low_depth,1,1,1.0,1,1.0,0.0
1700001G01Rik,low_depth,4,4,1.0,4,1.0,0.0
1700001G11Rik,pass,193,38,5.08,34,5.68,7.62
1700001G17Rik,pass,21,10,2.1,9,2.33,7.0
1700001J03Rik,pass,56,14,4.0,13,4.31,5.3
1700001J11Rik,pass,50,16,3.12,15,3.33,4.89
1700001K19Rik,pass,7,1,7.0,1,7.0,7.0
1700001L05Rik,pass,572,98,5.84,87,6.57,9.08
1700001L19Rik,pass,7,2,3.5,2,3.5,6.0
1700001O22Rik,pass,307,72,4.26,67,4.58,7.49
1700001P01Rik,pass,88,14,6.29,14,6.29,7.17
1700003C15Rik,pass,16,1,16.0,1,16.0,16.0
1700003D09Rik,pass,13,7,1.86,7,1.86,7.0
1700003E16Rik,pass,12,6,2.0,6,2.0,7.0
1700003F12Rik,pass,33,5,6.6,4,8.25,10.67
1700003G13Rik,pass,6,3,2.0,3,2.0,4.0
1700003G18Rik,pass,19,6,3.17,6,3.17,4.25
1700003I16Rik,pass,79,11,7.18,11,7.18,8.56
1700003L19Rik,low_depth,2,2,1.0,2,1.0,0.0
1700003M07Rik,pass,8,3,2.67,2,4.0,4.0
1700003N22Rik,pass,14,6,2.33,6,2.33,9.0
1700003P14Rik,pass,6,2,3.0,2,3.0,5.0
1700006A11Rik,low_depth,1,1,1.0,1,1.0,0.0
1700006F04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700006J14Rik,pass,63,19,3.32,18,3.5,8.5
1700007E05Rik,low_depth,27,16,1.69,16,1.69,3.75
1700007F19Rik,low_depth,1,1,1.0,1,1.0,0.0
1700007J10Rik,pass,8,5,1.6,5,1.6,4.0
1700007K13Rik,pass,14,1,14.0,1,14.0,14.0
1700007L15Rik,pass,186,45,4.13,43,4.33,6.11
1700007P06Rik,low_depth,4,4,1.0,4,1.0,0.0
1700008B11Rik,pass,24,8,3.0,7,3.43,9.5
1700008C04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700008H02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700008J07Rik,pass,870,148,5.88,134,6.49,8.22
1700008O03Rik,pass,14,5,2.8,5,2.8,4.0
1700008P02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700009N14Rik,pass,62,30,2.07,29,2.14,5.12
1700010B13Rik,low_depth,6,6,1.0,6,1.0,0.0
1700010I14Rik,pass,333,89,3.74,85,3.92,6.64
1700010K23Rik,low_depth,1,1,1.0,1,1.0,0.0
1700010L04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700010N08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700011B04Rik,pass,85,19,4.47,18,4.72,7.09
1700011C11Rik,pass,9,1,9.0,1,9.0,9.0
1700011D18Rik,low_depth,7,7,1.0,7,1.0,0.0
1700011L22Rik,pass,12,2,6.0,2,6.0,11.0
1700012B07Rik,pass,15,6,2.5,5,3.0,4.33
1700012B09Rik,pass,91,18,5.06,18,5.06,9.11
1700012D14Rik,pass,861,164,5.25,148,5.82,9.29
1700012D16Rik,pass,15,2,7.5,2,7.5,14.0
1700013A02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700013D24Rik,pass,13,4,3.25,4,3.25,5.5
1700013F07Rik,pass,16,5,3.2,4,4.0,13.0
1700013H16Rik,low_depth,6,5,1.2,5,1.2,2.0
1700013M08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700014D04Rik,pass,50,8,6.25,8,6.25,9.4
1700014L14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700015F17Rik,pass,61,13,4.69,12,5.08,8.0
1700016A09Rik,pass,24,4,6.0,3,8.0,11.5
1700016B15Rik,pass,17,3,5.67,3,5.67,8.0
1700016C15Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016D08Rik,low_depth,2,2,1.0,2,1.0,0.0
1700016F12Rik,pass,26,4,6.5,4,6.5,23.0
1700016G22Rik,pass,366,72,5.08,67,5.46,10.06
1700016H13Rik,pass,21,8,2.62,6,3.5,8.5
1700016J18Rik,low_depth,2,1,2.0,1,2.0,2.0
1700016K19Rik,low_depth,4,4,1.0,4,1.0,0.0
1700016L21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016P03Rik,pass,795,200,3.98,191,4.16,8.11
1700017B05Rik,pass,21065,3909,5.39,3550,5.93,8.68
1700017D01Rik,pass,22,13,1.69,12,1.83,4.33
1700017I07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700017M07Rik,pass,56,17,3.29,17,3.29,5.33
1700017N19Rik,low_depth,2,2,1.0,2,1.0,0.0
1700018A04Rik,pass,22,14,1.57,13,1.69,4.0
1700018B08Rik,pass,40,10,4.0,9,4.44,7.2
1700018F24Rik,low_depth,2,2,1.0,2,1.0,0.0
1700018L02Rik,pass,179,37,4.84,33,5.42,8.68
1700018P08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700019A02Rik,pass,30,4,7.5,4,7.5,27.0
1700019C18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700019D03Rik,pass,780,179,4.36,170,4.59,8.18
1700019E08Rik,low_depth,4,3,1.33,3,1.33,2.0
1700019G24Rik,pass,11,3,3.67,3,3.67,9.0
1700019J19Rik,low_depth,8,5,1.6,5,1.6,2.5
1700019L13Rik,pass,1101,217,5.07,196,5.62,8.13
1700019M22Rik,pass,9,1,9.0,1,9.0,9.0
1700019N19Rik,pass,9,1,9.0,1,9.0,9.0
1700020A23Rik,pass,17,3,5.67,3,5.67,15.0
1700020D05Rik,pass,151,39,3.87,36,4.19,10.58
1700020D12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700020G03Rik,low_depth,1,1,1.0,1,1.0,0.0
1700020G17Rik,low_depth,1,1,1.0,1,1.0,0.0
1700020I14Rik,pass,29644,5199,5.7,4714,6.29,9.85
1700020L24Rik,pass,887,204,4.35,195,4.55,7.85
1700020M21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700020N01Rik,pass,642,141,4.55,130,4.94,6.89
1700020N18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700021A07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700021F05Rik,pass,10658,1843,5.78,1643,6.49,9.26
1700021F13Rik,pass,102,26,3.92,24,4.25,8.8
1700021G15Rik,low_depth,4,4,1.0,4,1.0,0.0
1700021J08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700021P04Rik,pass,28,4,7.0,2,14.0,27.0
1700022A21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700022A22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700022H01Rik,pass,21,1,21.0,1,21.0,21.0
1700022H16Rik,pass,7,1,7.0,1,7.0,7.0
1700022I11Rik,pass,54,17,3.18,16,3.38,7.33
1700022N22Rik,pass,95,16,5.94,15,6.33,9.89
1700023F02Rik,low_depth,2,2,1.0,2,1.0,0.0
1700023F06Rik,pass,181,34,5.32,31,5.84,9.33
1700023H06Rik,pass,748,159,4.7,142,5.27,8.48
1700024I08Rik,low_depth,2,2,1.0,2,1.0,0.0
1700024J04Rik,pass,5,2,2.5,2,2.5,4.0
1700024P04Rik,pass,43,24,1.79,23,1.87,4.33
1700025C18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700025G04Rik,pass,5862,1201,4.88,1088,5.39,7.95
1700025H01Rik,low_depth,1,1,1.0,1,1.0,0.0
1700025K04Rik,low_depth,2,1,2.0,1,2.0,2.0
1700025L06Rik,low_depth,1,1,1.0,1,1.0,0.0
1700025N21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700025N23Rik,pass,40,13,3.08,12,3.33,6.6
1700026D11Rik,pass,21,8,2.62,8,2.62,7.5
1700026F02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700026J12Rik,pass,7,4,1.75,4,1.75,4.0
1700026J14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700026N04Rik,low_depth,3,3,1.0,3,1.0,0.0
1700027A07Rik,pass,12,1,12.0,1,12.0,12.0
1700027F06Rik,pass,11,4,2.75,4,2.75,4.5
1700027F09Rik,pass,11,2,5.5,2,5.5,10.0
1700027J07Rik,pass,45,12,3.75,11,4.09,6.67
1700028B04Rik,low_depth,27,21,1.29,21,1.29,2.5
1700028D13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700028E10Rik,pass,399,94,4.24,85,4.69,9.49
1700028I16Rik,pass,70,22,3.18,22,3.18,6.33
1700028J19Rik,pass,215,37,5.81,35,6.14,9.57
1700028K03Rik,low_depth,3,3,1.0,3,1.0,0.0
1700028M03Rik,pass,16,6,2.67,6,2.67,11.0
1700028N14Rik,pass,224,61,3.67,58,3.86,6.93
1700028P15Rik,low_depth,3,3,1.0,3,1.0,0.0
1700029E06Rik,pass,17,2,8.5,2,8.5,16.0
1700029H14Rik,low_depth,4,2,2.0,2,2.0,2.0
1700029I15Rik,pass,558,102,5.47,91,6.13,10.53
1700029J07Rik,pass,149,47,3.17,45,3.31,5.73
1700029M03Rik,low_depth,4,3,1.33,3,1.33,2.0
1700029P11Rik,pass,23,15,1.53,14,1.64,4.0
1700030A11Rik,low_depth,1,1,1.0,1,1.0,0.0
1700030C10Rik,low_depth,43,27,1.59,26,1.65,2.89
1700030C12Rik,pass,48,6,8.0,6,8.0,11.5
1700030C14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700030E10Rik,pass,16,3,5.33,1,16.0,16.0
1700030F04Rik,low_depth,3,1,3.0,1,3.0,3.0
1700030J22Rik,pass,351,76,4.62,64,5.48,8.0
1700030K09Rik,pass,1430,254,5.63,230,6.22,9.7
1700030L20Rik,pass,16,7,2.29,7,2.29,10.0
1700030L22Rik,low_depth,2,2,1.0,2,1.0,0.0
1700030M09Rik,low_depth,4,4,1.0,4,1.0,0.0
1700030N03Rik,pass,15,5,3.0,5,3.0,6.0
1700031A10Rik,low_depth,2,2,1.0,2,1.0,0.0
1700031F05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700031L13Rik,low_depth,3,3,1.0,3,1.0,0.0
1700031M16Rik,pass,4,1,4.0,1,4.0,4.0
1700031P21Rik,low_depth,2,2,1.0,2,1.0,0.0
1700034H15Rik,pass,223,49,4.55,47,4.74,9.8
1700034I23Rik,low_depth,3,3,1.0,3,1.0,0.0
1700034J04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700034P13Rik,pass,104,37,2.81,35,2.97,7.9
1700036A12Rik,pass,28,9,3.11,8,3.5,6.0
1700037C18Rik,pass,1168,297,3.93,285,4.1,9.74
1700037F03Rik,pass,10,3,3.33,3,3.33,4.5
1700037H04Rik,pass,10873,2212,4.92,2004,5.43,7.72
1700039E22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700039M10Rik,low_depth,3,1,3.0,1,3.0,3.0
1700039M15Rik,low_depth,8,5,1.6,5,1.6,2.5
1700040D17Rik,low_depth,5,3,1.67,3,1.67,3.0
1700040L08Rik,pass,95,15,6.33,14,6.79,9.1
1700041B01Rik,pass,24,5,4.8,5,4.8,10.5
1700041G16Rik,pass,110,21,5.24,17,6.47,8.15
1700041M19Rik,low_depth,1,1,1.0,1,1.0,0.0
1700042O10Rik,low_depth,1,1,1.0,1,1.0,0.0
1700045I11Rik,pass,26,2,13.0,2,13.0,25.0
1700047E10Rik,low_depth,1,1,1.0,1,1.0,0.0
1700047F07Rik,pass,36,8,4.5,8,4.5,10.33
1700047G03Rik,low_depth,5,4,1.25,4,1.25,2.0
1700047K16Rik,pass,121,19,6.37,18,6.72,8.92
1700047M11Rik,pass,282,47,6.0,44,6.41,9.5
1700047O18Rik,pass,70,11,6.36,10,7.0,11.0
1700048O20Rik,pass,68,17,4.0,14,4.86,8.71
1700049J03Rik,pass,17,4,4.25,3,5.67,8.0
1700049L16Rik,low_depth,4,2,2.0,2,2.0,3.0
1700051A21Rik,low_depth,2,2,1.0,2,1.0,0.0
1700051O22Rik,low_depth,3,3,1.0,3,1.0,0.0
1700052K11Rik,pass,1547,297,5.21,278,5.56,8.69
1700054O19Rik,pass,105,25,4.2,25,4.2,6.0
1700055D18Rik,pass,417,97,4.3,91,4.58,7.65
1700056E22Rik,pass,451,69,6.54,61,7.39,9.86
1700056N10Rik,pass,284,73,3.89,68,4.18,6.68
1700057G04Rik,pass,464,137,3.39,130,3.57,5.34
1700057H15Rik,pass,35,31,1.13,31,1.13,5.0
1700057H21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700058P15Rik,pass,20,3,6.67,3,6.67,6.67
1700060C20Rik,pass,32,6,5.33,6,5.33,9.67
1700060J05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700061E17Rik,low_depth,5,5,1.0,5,1.0,0.0
1700061E18Rik,pass,17,4,4.25,4,4.25,5.33
1700061F12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700061G19Rik,pass,160,27,5.93,26,6.15,8.88
1700061I17Rik,pass,36,8,4.5,7,5.14,8.25
1700061N14Rik,pass,29,5,5.8,4,7.25,7.25
1700062C10Rik,low_depth,30,26,1.15,26,1.15,2.0
1700063D05Rik,low_depth,5,3,1.67,3,1.67,3.0
1700063I16Rik,pass,15,1,15.0,1,15.0,15.0
1700063K16Rik,low_depth,3,3,1.0,3,1.0,0.0
1700063O14Rik,pass,14,4,3.5,4,3.5,6.0
1700064H15Rik,pass,60,11,5.45,11,5.45,6.44
1700064M15Rik,low_depth,10,5,2.0,5,2.0,2.67
1700065D16Rik,pass,29,11,2.64,10,2.9,10.5
1700065J11Rik,low_depth,1,1,1.0,1,1.0,0.0
1700065O20Rik,low_depth,1,1,1.0,1,1.0,0.0
1700066B17Rik,pass,396,81,4.89,72,5.5,8.53
1700066B19Rik,pass,287,45,6.38,38,7.55,10.58
1700066J03Rik,pass,13,1,13.0,1,13.0,13.0
1700066M21Rik,pass,2564,438,5.85,391,6.56,9.56
1700066N21Rik,low_depth,2,1,2.0,1,2.0,2.0
1700067G17Rik,low_depth,1,1,1.0,1,1.0,0.0
1700067K01Rik,pass,24,6,4.0,6,4.0,7.0
1700069B07Rik,pass,42,7,6.0,6,7.0,10.0
1700069L16Rik,pass,9,4,2.25,4,2.25,6.0
1700071G01Rik,low_depth,1,1,1.0,1,1.0,0.0
1700071K01Rik,pass,67,21,3.19,21,3.19,4.54
1700071M16Rik,pass,768,157,4.89,145,5.3,7.42
1700072G22Rik,pass,167,39,4.28,37,4.51,7.5
1700073E17Rik,pass,1813,427,4.25,405,4.48,6.59
1700074A21Rik,pass,8,1,8.0,1,8.0,8.0
1700074P13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700080G11Rik,pass,18,1,18.0,1,18.0,18.0
1700080O16Rik,low_depth,1,1,1.0,1,1.0,0.0
1700081B01Rik,low_depth,1,1,1.0,1,1.0,0.0
1700081N11Rik,pass,8,1,8.0,1,8.0,8.0
1700082M22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700083H02Rik,low_depth,2,2,1.0,2,1.0,0.0
1700084C06Rik,pass,22,8,2.75,7,3.14,8.5
1700084E18Rik,pass,332,94,3.53,88,3.77,8.18
1700084F23Rik,pass,13,5,2.6,5,2.6,9.0
1700084J12Rik,low_depth,25,18,1.39,18,1.39,2.75
1700085C21Rik,pass,7,2,3.5,2,3.5,6.0
1700086L19Rik,pass,37,8,4.62,7,5.29,8.5
1700086O06Rik,pass,328,80,4.1,74,4.43,8.06
1700086P04Rik,pass,363,104,3.49,103,3.52,7.19
1700088E04Rik,pass,218,33,6.61,32,6.81,12.62
1700092C17Rik,pass,21,2,10.5,1,21.0,21.0
1700092E16Rik,low_depth,3,3,1.0,3,1.0,0.0
1700092E19Rik,low_depth,2,2,1.0,2,1.0,0.0
1700093K21Rik,pass,96,18,5.33,16,6.0,8.27
1700094J05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700094M23Rik,low_depth,1,1,1.0,1,1.0,0.0
1700094M24Rik,pass,14,2,7.0,2,7.0,13.0
1700095A13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700095A21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700095J03Rik,low_depth,3,1,3.0,1,3.0,3.0
1700095J07Rik,low_depth,3,3,1.0,3,1.0,0.0
1700095J12Rik,pass,6,2,3.0,2,3.0,5.0
1700096K18Rik,pass,2410,487,4.95,443,5.44,8.05
1700097M23Rik,low_depth,29,26,1.12,26,1.12,2.0
1700097N02Rik,pass,121,19,6.37,18,6.72,11.3
1700099I09Rik,pass,41,5,8.2,5,8.2,13.0
1700100L14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700101I11Rik,pass,90,20,4.5,20,4.5,8.78
1700101I19Rik,low_depth,1,1,1.0,1,1.0,0.0
1700102P08Rik,pass,315,78,4.04,73,4.32,6.76
1700104B16Rik,pass,135,34,3.97,31,4.35,9.0
1700105G05Rik,pass,6,1,6.0,1,6.0,6.0
1700105P06Rik,pass,96,33,2.91,33,2.91,8.88
1700108F19Rik,pass,60,30,2.0,29,2.07,5.43
1700109G15Rik,low_depth,2,2,1.0,2,1.0,0.0
1700109H08Rik,pass,374,97,3.86,91,4.11,7.74
1700109K24Rik,low_depth,12,12,1.0,12,1.0,0.0
1700110C19Rik,pass,23,7,3.29,6,3.83,6.67
1700110K17Rik,pass,179,39,4.59,36,4.97,7.5
1700111E14Rik,low_depth,3,3,1.0,3,1.0,0.0
1700112D23Rik,pass,22,3,7.33,3,7.33,20.0
1700112H15Rik,low_depth,14,5,2.8,5,2.8,3.25
1700112J05Rik,low_depth,4,4,1.0,4,1.0,0.0
1700112J16Rik,pass,24,5,4.8,5,4.8,10.5
1700112K13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700113A16Rik,pass,293,91,3.22,86,3.41,6.31
1700113B19Rik,low_depth,7,2,3.5,2,3.5,3.5
1700119H24Rik,low_depth,1,1,1.0,1,1.0,0.0
1700120B22Rik,pass,4,1,4.0,1,4.0,4.0
1700120C14Rik,pass,686,188,3.65,177,3.88,7.7
1700120E14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700120G07Rik,low_depth,2,2,1.0,2,1.0,0.0
1700120G11Rik,low_depth,4,4,1.0,4,1.0,0.0
1700121C08Rik,low_depth,2,2,1.0,2,1.0,0.0
1700121L03Rik,pass,22,2,11.0,2,11.0,11.0
1700121L16Rik,low_depth,2,2,1.0,2,1.0,0.0
1700121N20Rik,low_depth,2,2,1.0,2,1.0,0.0
1700122D07Rik,low_depth,2,1,2.0,1,2.0,2.0
1700122E12Rik,pass,22,4,5.5,4,5.5,7.0
1700122O11Rik,low_depth,1,1,1.0,1,1.0,0.0
1700123J17Rik,pass,210,48,4.38,45,4.67,8.86
1700123K08Rik,pass,4,1,4.0,1,4.0,4.0
1700123L14Rik,low_depth,3,3,1.0,3,1.0,0.0
1700123M08Rik,pass,259,52,4.98,49,5.29,7.77
1700123O12Rik,low_depth,3,1,3.0,1,3.0,3.0
1700123O20Rik,pass,8140,1628,5.0,1491,5.46,8.42
1700123O21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700124L16Rik,pass,75,19,3.95,18,4.17,15.25
1700124M09Rik,pass,5,1,5.0,1,5.0,5.0
1700125G22Rik,pass,17,5,3.4,5,3.4,7.0
1700125H20Rik,pass,35,9,3.89,8,4.38,6.4
1700128E19Rik,low_depth,2,2,1.0,2,1.0,0.0
1700128F08Rik,low_depth,22,8,2.75,8,2.75,3.0
1700129L04Rik,low_depth,2,2,1.0,2,1.0,0.0
1810006J02Rik,pass,31,12,2.58,11,2.82,4.33
1810007D17Rik,pass,27,5,5.4,5,5.4,5.4
1810008I18Rik,pass,37,7,5.29,5,7.4,11.67
1810009A15Rik,pass,21,7,3.0,7,3.0,8.0
1810010D01Rik,pass,112,23,4.87,20,5.6,9.36
1810010H24Rik,pass,105,25,4.2,22,4.77,8.55
1810010K12Rik,low_depth,2,2,1.0,2,1.0,0.0
1810013D15Rik,low_depth,1,1,1.0,1,1.0,0.0
1810013L24Rik,pass,23423,4466,5.24,4074,5.75,8.61
1810014B01Rik,pass,1219,243,5.02,223,5.47,8.22
1810018F18Rik,low_depth,1,1,1.0,1,1.0,0.0
1810019D21Rik,pass,179,45,3.98,43,4.16,7.8
1810019N24Rik,pass,19,5,3.8,5,3.8,4.5
1810020O05Rik,pass,15,5,3.0,5,3.0,6.0
1810021B22Rik,pass,318,95,3.35,91,3.49,7.49
1810022K09Rik,pass,17651,3585,4.92,3271,5.4,8.05
1810024B03Rik,pass,2997,668,4.49,627,4.78,8.52
1810026B05Rik,pass,17719,4550,3.89,4248,4.17,6.17
1810030O07Rik,pass,9992,1681,5.94,1529,6.53,9.67
1810032O08Rik,pass,1597,359,4.45,329,4.85,7.89
1810034E14Rik,pass,542,84,6.45,78,6.95,9.75
1810037I17Rik,pass,62696,12319,5.09,11246,5.57,8.16
1810041H14Rik,pass,365,93,3.92,83,4.4,7.88
1810043G02Rik,pass,3897,859,4.54,797,4.89,7.58
1810044D09Rik,pass,755,172,4.39,159,4.75,7.48
1810046K07Rik,low_depth,2,2,1.0,2,1.0,0.0
1810049J17Rik,low_depth,1,1,1.0,1,1.0,0.0
1810053B23Rik,pass,11,3,3.67,3,3.67,9.0
1810055G02Rik,pass,13307,2105,6.32,1874,7.1,11.01
1810058I24Rik,pass,63545,11558,5.5,10470,6.07,9.57
1810059H22Rik,pass,265,71,3.73,65,4.08,6.41
1810062G17Rik,pass,167,39,4.28,37,4.51,6.65
1810062O18Rik,pass,292,49,5.96,47,6.21,9.75
1810064F22Rik,low_depth,6,6,1.0,6,1.0,0.0
1810065E05Rik,pass,32,7,4.57,6,5.33,7.5
