####################
## BD WTA Rhapsody Analysis Pipeline Version 1.9.1
## Analysis Date: 2022-02-15 05:19:35
## Sample: 7273
## Reference: index_star_CHR_mouse.tar
####################
Gene,Status,Raw_Reads,Raw_Molecules,Raw_Seq_Depth,RSEC_Adjusted_Molecules,RSEC_Adjusted_Seq_Depth,RSEC_Adjusted_Seq_Depth_without_Singletons
1700012E03Rik,low_depth,1,1,1.0,1,1.0,0.0
1700012P22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700013D24Rik,low_depth,7,3,2.33,3,2.33,3.0
1700013F07Rik,pass,10,2,5.0,1,10.0,10.0
1700013G24Rik,low_depth,1,1,1.0,1,1.0,0.0
1700013H16Rik,low_depth,3,3,1.0,3,1.0,0.0
1700013M08Rik,low_depth,2,2,1.0,2,1.0,0.0
1700014D04Rik,pass,34,8,4.25,8,4.25,5.33
1700015F17Rik,pass,58,11,5.27,11,5.27,5.7
1700016A09Rik,pass,18,5,3.6,4,4.5,8.0
1700016B01Rik,low_depth,3,1,3.0,1,3.0,3.0
1700016B15Rik,low_depth,2,1,2.0,1,2.0,2.0
1700016C15Rik,low_depth,18,10,1.8,10,1.8,3.0
1700016D06Rik,low_depth,7,6,1.17,6,1.17,2.0
1700016D08Rik,low_depth,4,2,2.0,2,2.0,3.0
1700016F12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016G22Rik,pass,10,4,2.5,4,2.5,4.0
1700016H03Rik,low_depth,2,1,2.0,1,2.0,2.0
1700016H13Rik,pass,11,5,2.2,5,2.2,4.0
1700016J18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016K19Rik,low_depth,27,12,2.25,12,2.25,3.5
1700016L21Rik,low_depth,12,6,2.0,5,2.4,2.75
1700016P03Rik,pass,124,27,4.59,26,4.77,6.16
1700017B05Rik,pass,4439,1157,3.84,1101,4.03,5.17
1700017G19Rik,low_depth,3,3,1.0,3,1.0,0.0
1700017I07Rik,pass,13,2,6.5,2,6.5,6.5
1700017J07Rik,low_depth,5,5,1.0,5,1.0,0.0
1700017M07Rik,low_depth,3,3,1.0,3,1.0,0.0
1700017N19Rik,low_depth,6,2,3.0,2,3.0,3.0
1700018A04Rik,pass,20,16,1.25,16,1.25,5.0
1700018A14Rik,low_depth,6,4,1.5,4,1.5,3.0
1700018B08Rik,pass,72,19,3.79,19,3.79,4.79
1700018L02Rik,pass,55,15,3.67,13,4.23,6.25
1700018M17Rik,pass,11,2,5.5,2,5.5,10.0
1700019A02Rik,low_depth,4,2,2.0,2,2.0,3.0
1700019C18Rik,low_depth,5,3,1.67,3,1.67,2.0
1700019D03Rik,pass,2933,733,4.0,699,4.2,5.55
1700019J19Rik,low_depth,10,6,1.67,6,1.67,3.0
1700019L13Rik,pass,443,133,3.33,130,3.41,4.91
1700019M22Rik,pass,11,5,2.2,4,2.75,4.5
1700020A23Rik,pass,7,2,3.5,1,7.0,7.0
1700020D05Rik,pass,35,5,7.0,5,7.0,8.5
1700020G03Rik,low_depth,2,2,1.0,2,1.0,0.0
1700020G17Rik,low_depth,2,2,1.0,2,1.0,0.0
1700020I14Rik,pass,10498,2555,4.11,2400,4.37,5.65
1700020L24Rik,pass,56,16,3.5,15,3.73,5.1
1700020M21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700020N01Rik,pass,64,13,4.92,12,5.33,6.78
1700020N15Rik,low_depth,2,2,1.0,2,1.0,0.0
1700021F05Rik,pass,5882,1587,3.71,1513,3.89,5.23
1700021F07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700021F13Rik,pass,218,44,4.95,41,5.32,6.53
1700021G15Rik,low_depth,2,2,1.0,2,1.0,0.0
1700021N21Rik,pass,26,5,5.2,5,5.2,5.2
1700021P04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700022A21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700022A22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700022H01Rik,low_depth,2,1,2.0,1,2.0,2.0
1700022H16Rik,pass,10,1,10.0,1,10.0,10.0
1700022I11Rik,low_depth,19,13,1.46,13,1.46,2.5
1700022N22Rik,pass,25,6,4.17,5,5.0,6.0
1700023F02Rik,low_depth,3,2,1.5,2,1.5,2.0
1700023F06Rik,pass,166,35,4.74,32,5.19,5.96
1700023H06Rik,pass,385,100,3.85,93,4.14,5.63
1700024I08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700024J04Rik,pass,14,3,4.67,3,4.67,6.5
1700024P04Rik,low_depth,39,31,1.26,31,1.26,2.6
1700025C18Rik,low_depth,5,4,1.25,4,1.25,2.0
1700025G04Rik,pass,13751,4125,3.33,3931,3.5,4.75
1700025H01Rik,low_depth,2,2,1.0,2,1.0,0.0
1700025K04Rik,pass,9,5,1.8,5,1.8,5.0
1700025L06Rik,low_depth,9,9,1.0,9,1.0,0.0
1700025N23Rik,pass,25,4,6.25,4,6.25,8.0
1700026D11Rik,pass,30,13,2.31,12,2.5,4.0
1700026F02Rik,low_depth,2,1,2.0,1,2.0,2.0
1700026J12Rik,pass,13,3,4.33,3,4.33,11.0
1700026N04Rik,pass,4,1,4.0,1,4.0,4.0
1700027A15Rik,low_depth,2,2,1.0,2,1.0,0.0
1700027F09Rik,low_depth,2,2,1.0,2,1.0,0.0
1700027I24Rik,low_depth,2,2,1.0,2,1.0,0.0
1700027J07Rik,pass,7,2,3.5,2,3.5,6.0
1700028B04Rik,low_depth,27,25,1.08,25,1.08,2.0
1700028E10Rik,pass,116,38,3.05,37,3.14,4.59
1700028I16Rik,low_depth,70,31,2.26,31,2.26,3.79
1700028J19Rik,pass,53,17,3.12,17,3.12,4.6
1700028K03Rik,low_depth,10,9,1.11,9,1.11,2.0
1700028M03Rik,low_depth,1,1,1.0,1,1.0,0.0
1700028N14Rik,low_depth,19,6,3.17,6,3.17,3.6
1700028P15Rik,low_depth,13,13,1.0,13,1.0,0.0
1700029B22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700029E06Rik,low_depth,1,1,1.0,1,1.0,0.0
1700029F12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700029I15Rik,pass,142,33,4.3,31,4.58,5.44
1700029J07Rik,pass,111,26,4.27,25,4.44,6.73
1700029M03Rik,low_depth,1,1,1.0,1,1.0,0.0
1700029M20Rik,low_depth,11,8,1.38,8,1.38,2.5
1700029N11Rik,low_depth,6,3,2.0,3,2.0,2.5
1700029P11Rik,low_depth,47,29,1.62,29,1.62,3.57
1700030C10Rik,pass,49,24,2.04,23,2.13,4.71
1700030C12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700030C14Rik,low_depth,3,3,1.0,3,1.0,0.0
1700030J22Rik,pass,108,33,3.27,32,3.38,5.0
1700030K09Rik,pass,508,150,3.39,143,3.55,4.54
1700030L22Rik,low_depth,4,4,1.0,4,1.0,0.0
1700030M09Rik,low_depth,3,3,1.0,3,1.0,0.0
1700030N03Rik,low_depth,1,1,1.0,1,1.0,0.0
1700030O20Rik,low_depth,4,4,1.0,4,1.0,0.0
1700031A10Rik,low_depth,1,1,1.0,1,1.0,0.0
1700031F10Rik,pass,10,2,5.0,2,5.0,9.0
1700031L13Rik,low_depth,20,15,1.33,15,1.33,3.5
1700031M16Rik,low_depth,10,6,1.67,6,1.67,3.0
1700031P21Rik,low_depth,2,2,1.0,2,1.0,0.0
1700034E13Rik,low_depth,11,5,2.2,4,2.75,3.33
1700034H15Rik,pass,60,23,2.61,23,2.61,5.11
1700034I23Rik,pass,7,4,1.75,4,1.75,4.0
1700034J04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700034J05Rik,low_depth,3,2,1.5,2,1.5,2.0
1700034K08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700034P13Rik,low_depth,10,6,1.67,6,1.67,3.0
1700036A12Rik,low_depth,18,7,2.57,7,2.57,3.75
1700037C18Rik,pass,220,72,3.06,65,3.38,5.56
1700037F03Rik,pass,4,1,4.0,1,4.0,4.0
1700037F24Rik,low_depth,3,3,1.0,3,1.0,0.0
1700037H04Rik,pass,4007,1082,3.7,1025,3.91,5.01
1700039E22Rik,pass,7,3,2.33,3,2.33,5.0
1700039M10Rik,low_depth,4,2,2.0,2,2.0,2.0
1700040D17Rik,low_depth,2,1,2.0,1,2.0,2.0
1700040F17Rik,low_depth,3,2,1.5,2,1.5,2.0
1700040L08Rik,pass,37,14,2.64,12,3.08,4.57
1700041B01Rik,pass,10,2,5.0,2,5.0,5.0
1700041G16Rik,pass,77,14,5.5,14,5.5,6.73
1700041I07Rik,pass,4,1,4.0,1,4.0,4.0
1700041M19Rik,low_depth,1,1,1.0,1,1.0,0.0
1700042D02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700042O05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700042O10Rik,low_depth,8,6,1.33,6,1.33,2.0
1700044K03Rik,low_depth,3,3,1.0,3,1.0,0.0
1700045H11Rik,pass,13,7,1.86,7,1.86,4.0
1700045I11Rik,low_depth,2,2,1.0,2,1.0,0.0
1700047A11Rik,low_depth,3,2,1.5,2,1.5,2.0
1700047F07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700047G03Rik,pass,11,4,2.75,4,2.75,4.5
1700047G07Rik,low_depth,2,1,2.0,1,2.0,2.0
1700047I17Rik2,low_depth,1,1,1.0,1,1.0,0.0
1700047K16Rik,low_depth,6,3,2.0,3,2.0,2.5
1700047M11Rik,pass,47,13,3.62,12,3.92,4.89
1700047O18Rik,pass,5,1,5.0,1,5.0,5.0
1700048F04Rik,pass,6,2,3.0,2,3.0,5.0
1700048O20Rik,pass,112,35,3.2,33,3.39,4.76
1700049E22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700049L16Rik,pass,32,9,3.56,9,3.56,4.83
1700051A21Rik,pass,5,2,2.5,2,2.5,4.0
1700051K13Rik,pass,11,3,3.67,3,3.67,5.0
1700051O22Rik,low_depth,3,3,1.0,3,1.0,0.0
1700052H01Rik,pass,8,2,4.0,2,4.0,4.0
1700052I22Rik,pass,9,3,3.0,2,4.5,4.5
1700052K11Rik,pass,540,163,3.31,148,3.65,4.66
1700054K02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700054M17Rik,low_depth,2,2,1.0,2,1.0,0.0
1700054O05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700054O19Rik,low_depth,4,4,1.0,4,1.0,0.0
1700055D18Rik,pass,757,192,3.94,182,4.16,5.46
1700056E22Rik,pass,303,79,3.84,72,4.21,6.13
1700056N10Rik,pass,40,16,2.5,15,2.67,4.12
1700057G04Rik,low_depth,102,41,2.49,40,2.55,3.95
1700057H15Rik,low_depth,10,10,1.0,10,1.0,0.0
1700060C20Rik,low_depth,1,1,1.0,1,1.0,0.0
1700061E17Rik,low_depth,14,14,1.0,14,1.0,0.0
1700061E18Rik,low_depth,19,7,2.71,7,2.71,3.4
1700061F12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700061G19Rik,pass,47,14,3.36,14,3.36,4.3
1700061I17Rik,low_depth,4,4,1.0,4,1.0,0.0
1700061N14Rik,pass,5,1,5.0,1,5.0,5.0
1700062C10Rik,pass,23,16,1.44,16,1.44,4.5
1700063D05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700063H04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700063I16Rik,pass,4,1,4.0,1,4.0,4.0
1700063K16Rik,low_depth,1,1,1.0,1,1.0,0.0
1700063O14Rik,pass,117,46,2.54,46,2.54,5.18
1700064H15Rik,low_depth,15,5,3.0,5,3.0,3.5
1700064M15Rik,pass,34,4,8.5,4,8.5,11.0
1700065D16Rik,pass,52,16,3.25,16,3.25,5.0
1700065I16Rik,low_depth,1,1,1.0,1,1.0,0.0
1700065J18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700065O20Rik,low_depth,1,1,1.0,1,1.0,0.0
1700066B17Rik,pass,37,9,4.11,9,4.11,4.5
1700066B19Rik,pass,93,23,4.04,20,4.65,5.87
1700066J03Rik,low_depth,1,1,1.0,1,1.0,0.0
1700066M21Rik,pass,1849,457,4.05,420,4.4,5.78
1700066O22Rik,low_depth,3,3,1.0,3,1.0,0.0
1700067G17Rik,low_depth,4,3,1.33,3,1.33,2.0
1700067K01Rik,pass,6,1,6.0,1,6.0,6.0
1700067P10Rik,low_depth,2,2,1.0,2,1.0,0.0
1700069B07Rik,low_depth,14,6,2.33,6,2.33,3.67
1700069L16Rik,low_depth,7,4,1.75,4,1.75,2.5
1700069P05Rik,pass,4,1,4.0,1,4.0,4.0
1700071G01Rik,low_depth,1,1,1.0,1,1.0,0.0
1700071K01Rik,low_depth,135,63,2.14,63,2.14,3.32
1700071M16Rik,pass,18,9,2.0,9,2.0,4.0
1700072G22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700073E17Rik,low_depth,6530,3107,2.1,3055,2.14,3.18
1700074A21Rik,low_depth,2,2,1.0,2,1.0,0.0
1700074H08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700074P13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700080E11Rik,low_depth,2,2,1.0,2,1.0,0.0
1700080G11Rik,pass,10,2,5.0,2,5.0,5.0
1700081N11Rik,low_depth,9,4,2.25,4,2.25,2.67
1700082M22Rik,pass,10,3,3.33,3,3.33,8.0
1700084C06Rik,low_depth,15,7,2.14,7,2.14,3.0
1700084E18Rik,pass,103,28,3.68,26,3.96,4.85
1700084F23Rik,low_depth,1,1,1.0,1,1.0,0.0
1700084J12Rik,pass,50,27,1.85,26,1.92,4.0
1700084M14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700085C21Rik,low_depth,2,2,1.0,2,1.0,0.0
1700086L19Rik,pass,22,9,2.44,9,2.44,4.25
1700086O06Rik,low_depth,106,44,2.41,44,2.41,3.82
1700086P04Rik,pass,83,43,1.93,43,1.93,4.08
1700087M22Rik,low_depth,4,3,1.33,3,1.33,2.0
1700088E04Rik,pass,241,54,4.46,52,4.63,6.25
1700092C02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700092C10Rik,pass,5,2,2.5,1,5.0,5.0
1700092E16Rik,low_depth,2,2,1.0,2,1.0,0.0
1700092M07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700093K21Rik,pass,19,8,2.38,8,2.38,4.67
1700095A13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700095J03Rik,low_depth,1,1,1.0,1,1.0,0.0
1700095J07Rik,pass,22,7,3.14,7,3.14,6.0
1700095J12Rik,pass,6,1,6.0,1,6.0,6.0
1700095K22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700096J18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700096K18Rik,pass,977,238,4.11,231,4.23,5.1
1700097M23Rik,low_depth,26,24,1.08,24,1.08,2.0
1700097N02Rik,pass,64,12,5.33,12,5.33,6.2
1700099I09Rik,pass,34,10,3.4,10,3.4,5.8
1700100I10Rik,pass,13,4,3.25,4,3.25,5.5
1700101I11Rik,pass,45,14,3.21,14,3.21,5.43
1700101I19Rik,low_depth,1,1,1.0,1,1.0,0.0
1700102F20Rik,low_depth,3,1,3.0,1,3.0,3.0
1700102P08Rik,pass,44,10,4.4,10,4.4,5.86
1700104B16Rik,pass,45,11,4.09,11,4.09,4.4
1700105G05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700105P06Rik,low_depth,31,19,1.63,19,1.63,3.0
1700108F19Rik,pass,21,10,2.1,10,2.1,4.67
1700109G14Rik,pass,14,5,2.8,5,2.8,5.5
1700109G15Rik,pass,8,4,2.0,4,2.0,5.0
1700109H08Rik,low_depth,302,165,1.83,164,1.84,3.6
1700109K24Rik,low_depth,20,19,1.05,19,1.05,2.0
1700110C19Rik,pass,19,2,9.5,2,9.5,18.0
1700110K17Rik,pass,29,11,2.64,11,2.64,4.0
1700111E14Rik,low_depth,7,7,1.0,7,1.0,0.0
1700111N16Rik,low_depth,1,1,1.0,1,1.0,0.0
1700112H15Rik,pass,4,1,4.0,1,4.0,4.0
1700112J05Rik,pass,5,1,5.0,1,5.0,5.0
1700112J16Rik,pass,13,4,3.25,4,3.25,5.5
1700112K13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700112M02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700113A16Rik,low_depth,31,18,1.72,17,1.82,3.0
1700113B09Rik,low_depth,3,2,1.5,2,1.5,2.0
1700113B19Rik,pass,7,2,3.5,2,3.5,6.0
1700113H08Rik,pass,31,6,5.17,6,5.17,7.25
1700116B05Rik,pass,7,1,7.0,1,7.0,7.0
1700119H24Rik,low_depth,1,1,1.0,1,1.0,0.0
1700120C14Rik,pass,291,94,3.1,89,3.27,4.81
1700120G07Rik,pass,12,4,3.0,4,3.0,5.0
1700120G11Rik,low_depth,1,1,1.0,1,1.0,0.0
1700120K04Rik,low_depth,2,1,2.0,1,2.0,2.0
1700121C08Rik,low_depth,1,1,1.0,1,1.0,0.0
1700122D07Rik,low_depth,4,4,1.0,4,1.0,0.0
1700122E12Rik,pass,20,6,3.33,6,3.33,8.0
1700123J17Rik,pass,17,5,3.4,5,3.4,5.0
1700123K08Rik,low_depth,5,4,1.25,4,1.25,2.0
1700123L14Rik,low_depth,15,8,1.88,8,1.88,3.33
1700123M08Rik,pass,101,28,3.61,23,4.39,6.2
1700123O12Rik,low_depth,2,2,1.0,2,1.0,0.0
1700123O20Rik,pass,3331,872,3.82,829,4.02,5.35
1700124L16Rik,low_depth,3,2,1.5,2,1.5,2.0
1700125G02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700125G22Rik,pass,16,5,3.2,5,3.2,6.5
1700125H03Rik,low_depth,3,1,3.0,1,3.0,3.0
1700125H20Rik,low_depth,1,1,1.0,1,1.0,0.0
1700126A01Rik,low_depth,1,1,1.0,1,1.0,0.0
1700128A07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700128E19Rik,low_depth,4,3,1.33,3,1.33,2.0
1700128F08Rik,low_depth,8,6,1.33,6,1.33,2.0
1700129C05Rik,low_depth,6,5,1.2,5,1.2,2.0
1700129L04Rik,low_depth,5,5,1.0,5,1.0,0.0
1810006J02Rik,low_depth,6,3,2.0,3,2.0,2.5
1810007C17Rik,low_depth,3,2,1.5,2,1.5,2.0
