####################
## BD WTA Rhapsody Analysis Pipeline Version 1.9.1
## Analysis Date: 2021-12-15 14:02:56
## Sample: 7270
## Reference: index_star_CHR_mouse.tar
####################
Gene,Status,Raw_Reads,Raw_Molecules,Raw_Seq_Depth,RSEC_Adjusted_Molecules,RSEC_Adjusted_Seq_Depth,RSEC_Adjusted_Seq_Depth_without_Singletons
1700001C19Rik,pass,79,6,13.17,6,13.17,15.6
1700001F09Rik,low_depth,1,1,1.0,1,1.0,0.0
1700001G11Rik,pass,59,10,5.9,9,6.56,8.14
1700001J03Rik,pass,25,7,3.57,7,3.57,5.5
1700001L05Rik,pass,301,49,6.14,41,7.34,12.3
1700001L19Rik,pass,39,2,19.5,2,19.5,19.5
1700001N15Rik,low_depth,1,1,1.0,1,1.0,0.0
1700001O22Rik,pass,146,19,7.68,14,10.43,13.0
1700001P01Rik,pass,30,3,10.0,2,15.0,15.0
1700003D09Rik,low_depth,1,1,1.0,1,1.0,0.0
1700003E16Rik,low_depth,2,2,1.0,2,1.0,0.0
1700003F12Rik,pass,122,14,8.71,8,15.25,20.0
1700003G18Rik,pass,48,11,4.36,7,6.86,14.67
1700003I16Rik,pass,22,5,4.4,4,5.5,10.0
1700003L19Rik,low_depth,3,3,1.0,3,1.0,0.0
1700003M07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700006F04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700006J14Rik,low_depth,5,3,1.67,3,1.67,2.0
1700007E05Rik,low_depth,3,3,1.0,3,1.0,0.0
1700007F19Rik,low_depth,1,1,1.0,1,1.0,0.0
1700007J10Rik,pass,23,6,3.83,6,3.83,9.5
1700007K13Rik,pass,38,1,38.0,1,38.0,38.0
1700007L15Rik,pass,90,7,12.86,6,15.0,17.8
1700008A23Rik,low_depth,2,2,1.0,2,1.0,0.0
1700008B11Rik,low_depth,7,2,3.5,2,3.5,3.5
1700008C04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700008J07Rik,pass,363,43,8.44,34,10.68,14.71
1700008O03Rik,pass,38,3,12.67,3,12.67,18.5
1700009N14Rik,pass,8,2,4.0,2,4.0,7.0
1700010B13Rik,pass,11,1,11.0,1,11.0,11.0
1700010H22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700010I14Rik,pass,144,24,6.0,23,6.26,8.12
1700010L04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700011B04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700011D18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700011L22Rik,pass,13,1,13.0,1,13.0,13.0
1700012B07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700012D14Rik,pass,202,35,5.77,31,6.52,11.69
1700012J22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700013F07Rik,pass,19,1,19.0,1,19.0,19.0
1700015C15Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016A09Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016C15Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016D06Rik,low_depth,1,1,1.0,1,1.0,0.0
1700016F12Rik,pass,14,2,7.0,2,7.0,13.0
1700016G22Rik,pass,63,15,4.2,14,4.5,9.17
1700016H13Rik,low_depth,2,2,1.0,2,1.0,0.0
1700016P03Rik,pass,274,33,8.3,30,9.13,13.84
1700017B05Rik,pass,6536,827,7.9,688,9.5,12.05
1700017D01Rik,low_depth,2,2,1.0,2,1.0,0.0
1700017M07Rik,pass,8,3,2.67,2,4.0,7.0
1700018A04Rik,low_depth,4,4,1.0,4,1.0,0.0
1700018A14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700018B08Rik,pass,6,2,3.0,2,3.0,5.0
1700018F24Rik,low_depth,1,1,1.0,1,1.0,0.0
1700018L02Rik,pass,92,9,10.22,8,11.5,13.0
1700019A02Rik,pass,20,2,10.0,2,10.0,19.0
1700019C18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700019D03Rik,pass,1237,145,8.53,127,9.74,16.21
1700019J19Rik,low_depth,2,2,1.0,2,1.0,0.0
1700019L13Rik,pass,542,68,7.97,59,9.19,13.38
1700020A23Rik,pass,34,4,8.5,2,17.0,17.0
1700020D05Rik,pass,63,6,10.5,5,12.6,12.6
1700020I14Rik,pass,11800,1283,9.2,1052,11.22,15.27
1700020L24Rik,pass,94,8,11.75,7,13.43,22.75
1700020M21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700020N01Rik,low_depth,1,1,1.0,1,1.0,0.0
1700021F05Rik,pass,6167,692,8.91,555,11.11,14.52
1700021F07Rik,low_depth,2,2,1.0,2,1.0,0.0
1700021F13Rik,pass,109,6,18.17,6,18.17,21.6
1700022A22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700022H01Rik,pass,10,1,10.0,1,10.0,10.0
1700022I11Rik,pass,12,3,4.0,3,4.0,5.5
1700022N22Rik,pass,61,5,12.2,4,15.25,20.0
1700023F02Rik,low_depth,1,1,1.0,1,1.0,0.0
1700023F06Rik,pass,170,18,9.44,11,15.45,18.67
1700023H06Rik,pass,550,72,7.64,62,8.87,13.2
1700025C18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700025D23Rik,low_depth,1,1,1.0,1,1.0,0.0
1700025G04Rik,pass,3573,488,7.32,421,8.49,11.79
1700025N23Rik,low_depth,3,2,1.5,2,1.5,2.0
1700026D11Rik,low_depth,2,2,1.0,2,1.0,0.0
1700026N04Rik,low_depth,2,1,2.0,1,2.0,2.0
1700027A07Rik,pass,13,2,6.5,2,6.5,12.0
1700028B04Rik,low_depth,7,6,1.17,6,1.17,2.0
1700028E10Rik,pass,61,8,7.62,6,10.17,19.33
1700028I16Rik,pass,17,3,5.67,3,5.67,5.67
1700028J19Rik,pass,232,20,11.6,15,15.47,20.73
1700028K03Rik,low_depth,6,4,1.5,4,1.5,2.0
1700028N14Rik,pass,41,9,4.56,9,4.56,6.33
1700029I15Rik,pass,54,11,4.91,10,5.4,8.33
1700029J03Rik,low_depth,2,2,1.0,2,1.0,0.0
1700029J07Rik,pass,161,21,7.67,19,8.47,11.92
1700030C10Rik,pass,26,5,5.2,5,5.2,6.25
1700030C12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700030J22Rik,pass,126,10,12.6,10,12.6,17.57
1700030K09Rik,pass,418,56,7.46,48,8.71,11.88
1700030L20Rik,low_depth,1,1,1.0,1,1.0,0.0
1700030M09Rik,low_depth,3,3,1.0,3,1.0,0.0
1700030N03Rik,low_depth,2,2,1.0,2,1.0,0.0
1700030N18Rik,low_depth,1,1,1.0,1,1.0,0.0
1700031A10Rik,pass,23,4,5.75,2,11.5,22.0
1700031L13Rik,low_depth,1,1,1.0,1,1.0,0.0
1700031M16Rik,low_depth,3,3,1.0,3,1.0,0.0
1700034E13Rik,pass,20,2,10.0,1,20.0,20.0
1700034H15Rik,pass,17,6,2.83,5,3.4,7.0
1700034P13Rik,pass,7,2,3.5,2,3.5,6.0
1700036A12Rik,pass,19,2,9.5,1,19.0,19.0
1700037C18Rik,pass,723,86,8.41,80,9.04,14.4
1700037F24Rik,low_depth,1,1,1.0,1,1.0,0.0
1700037H04Rik,pass,3932,558,7.05,481,8.17,10.59
1700039M10Rik,pass,20,2,10.0,2,10.0,19.0
1700041G16Rik,pass,79,11,7.18,11,7.18,10.71
1700041I07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700042O10Rik,pass,14,4,3.5,2,7.0,13.0
1700045I11Rik,pass,24,2,12.0,2,12.0,23.0
1700047K16Rik,pass,66,6,11.0,6,11.0,21.0
1700047N06Rik,low_depth,1,1,1.0,1,1.0,0.0
1700048O20Rik,pass,252,28,9.0,24,10.5,18.54
1700052K11Rik,pass,564,83,6.8,72,7.83,10.65
1700054O19Rik,pass,17,6,2.83,6,2.83,12.0
1700055D18Rik,pass,138,18,7.67,16,8.62,16.25
1700056E22Rik,pass,239,32,7.47,30,7.97,10.09
1700056N10Rik,pass,50,12,4.17,11,4.55,8.8
1700057G04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700058P15Rik,pass,32,1,32.0,1,32.0,32.0
1700060C20Rik,low_depth,1,1,1.0,1,1.0,0.0
1700061E17Rik,low_depth,2,2,1.0,2,1.0,0.0
1700061G19Rik,pass,101,11,9.18,10,10.1,16.17
1700062C10Rik,low_depth,7,6,1.17,6,1.17,2.0
1700063H04Rik,low_depth,1,1,1.0,1,1.0,0.0
1700063I16Rik,low_depth,1,1,1.0,1,1.0,0.0
1700063O14Rik,low_depth,2,2,1.0,2,1.0,0.0
1700064H15Rik,low_depth,2,1,2.0,1,2.0,2.0
1700064M15Rik,low_depth,2,2,1.0,2,1.0,0.0
1700065D16Rik,pass,19,3,6.33,3,6.33,17.0
1700065I16Rik,low_depth,1,1,1.0,1,1.0,0.0
1700066B17Rik,pass,143,13,11.0,8,17.88,20.29
1700066B19Rik,pass,127,13,9.77,12,10.58,13.78
1700066M21Rik,pass,910,94,9.68,71,12.82,17.13
1700066O22Rik,low_depth,1,1,1.0,1,1.0,0.0
1700071M16Rik,pass,30,4,7.5,4,7.5,14.0
1700072G22Rik,pass,17,1,17.0,1,17.0,17.0
1700073E17Rik,pass,44,36,1.22,36,1.22,5.0
1700074P13Rik,low_depth,2,2,1.0,2,1.0,0.0
1700080G11Rik,low_depth,1,1,1.0,1,1.0,0.0
1700081N11Rik,low_depth,3,2,1.5,2,1.5,2.0
1700084E18Rik,pass,162,17,9.53,14,11.57,15.8
1700084J12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700085D07Rik,low_depth,1,1,1.0,1,1.0,0.0
1700086L19Rik,pass,14,4,3.5,4,3.5,6.0
1700086O06Rik,pass,182,25,7.28,23,7.91,12.36
1700086P04Rik,pass,69,55,1.25,55,1.25,4.5
1700088E04Rik,pass,337,42,8.02,35,9.63,16.1
1700092C17Rik,pass,29,3,9.67,2,14.5,14.5
1700093K21Rik,low_depth,1,1,1.0,1,1.0,0.0
1700094J05Rik,low_depth,1,1,1.0,1,1.0,0.0
1700094M23Rik,low_depth,1,1,1.0,1,1.0,0.0
1700095J07Rik,low_depth,6,5,1.2,5,1.2,2.0
1700095K22Rik,pass,31,2,15.5,2,15.5,30.0
1700096K18Rik,pass,810,112,7.23,94,8.62,10.55
1700097M23Rik,low_depth,2,2,1.0,2,1.0,0.0
1700097N02Rik,low_depth,2,2,1.0,2,1.0,0.0
1700099I09Rik,pass,58,10,5.8,10,5.8,10.6
1700101I11Rik,pass,42,7,6.0,7,6.0,6.83
1700102P08Rik,pass,103,18,5.72,18,5.72,13.14
1700104B16Rik,pass,103,10,10.3,7,14.71,33.0
1700105P06Rik,low_depth,22,13,1.69,13,1.69,2.8
1700108F19Rik,low_depth,8,8,1.0,8,1.0,0.0
1700109G14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700109H08Rik,pass,309,31,9.97,28,11.04,16.61
1700110K17Rik,pass,10,5,2.0,4,2.5,4.0
1700112H15Rik,low_depth,1,1,1.0,1,1.0,0.0
1700112J05Rik,low_depth,7,7,1.0,7,1.0,0.0
1700112J16Rik,low_depth,6,5,1.2,5,1.2,2.0
1700113A16Rik,pass,112,16,7.0,13,8.62,10.0
1700120C14Rik,pass,290,62,4.68,55,5.27,9.7
1700120G07Rik,low_depth,6,6,1.0,6,1.0,0.0
1700120K04Rik,pass,13,2,6.5,1,13.0,13.0
1700122E12Rik,low_depth,1,1,1.0,1,1.0,0.0
1700123J17Rik,pass,73,9,8.11,7,10.43,14.2
1700123L14Rik,low_depth,1,1,1.0,1,1.0,0.0
1700123M08Rik,pass,90,7,12.86,7,12.86,17.6
1700123O20Rik,pass,4168,494,8.44,400,10.42,14.41
1700124L16Rik,pass,38,8,4.75,8,4.75,7.0
1700125G22Rik,pass,51,2,25.5,2,25.5,25.5
1700125H20Rik,pass,34,4,8.5,4,8.5,11.0
1700129C05Rik,low_depth,1,1,1.0,1,1.0,0.0
1810006J02Rik,pass,91,10,9.1,10,9.1,11.12
1810008I18Rik,pass,44,6,7.33,5,8.8,14.0
1810009A15Rik,low_depth,1,1,1.0,1,1.0,0.0
1810010H24Rik,pass,248,27,9.19,22,11.27,17.14
1810013D15Rik,low_depth,1,1,1.0,1,1.0,0.0
1810013L24Rik,pass,8178,995,8.22,820,9.97,13.1
1810014B01Rik,pass,474,60,7.9,52,9.12,12.41
1810018F18Rik,low_depth,1,1,1.0,1,1.0,0.0
1810019D21Rik,low_depth,12,5,2.4,5,2.4,3.33
1810019N24Rik,pass,30,4,7.5,4,7.5,7.5
1810020O05Rik,pass,108,8,13.5,7,15.43,34.67
1810021B22Rik,pass,414,55,7.53,45,9.2,17.04
1810022K09Rik,pass,7006,898,7.8,767,9.13,12.3
1810024B03Rik,pass,1733,208,8.33,169,10.25,14.84
1810026B05Rik,pass,6880,1327,5.18,1168,5.89,8.82
1810028F09Rik,pass,15,2,7.5,1,15.0,15.0
1810030O07Rik,pass,5448,503,10.83,401,13.59,16.53
1810032O08Rik,pass,723,111,6.51,94,7.69,10.83
1810034E14Rik,pass,374,38,9.84,27,13.85,20.28
1810037I17Rik,pass,32273,3726,8.66,3062,10.54,14.23
1810041H14Rik,pass,146,21,6.95,18,8.11,13.8
1810043G02Rik,pass,1017,145,7.01,124,8.2,11.63
1810044D09Rik,pass,201,40,5.03,35,5.74,6.93
1810053B23Rik,low_depth,1,1,1.0,1,1.0,0.0
1810055G02Rik,pass,13419,1340,10.01,1035,12.97,16.82
1810058I24Rik,pass,32079,3117,10.29,2488,12.89,16.9
1810059H22Rik,pass,209,31,6.74,29,7.21,11.59
1810062G17Rik,pass,17,6,2.83,6,2.83,4.67
1810062O18Rik,pass,72,10,7.2,9,8.0,8.88
1810064F22Rik,low_depth,4,4,1.0,4,1.0,0.0
1810065E05Rik,pass,110,15,7.33,12,9.17,13.25
2010001A14Rik,pass,108,32,3.38,31,3.48,6.5
2010003K11Rik,pass,19,3,6.33,1,19.0,19.0
2010005H15Rik,pass,780,100,7.8,83,9.4,14.67
2010007H06Rik,pass,83,8,10.38,8,10.38,16.0
2010008C14Rik,pass,1495,160,9.34,120,12.46,15.32
2010013B24Rik,pass,188,26,7.23,23,8.17,10.17
2010015M23Rik,pass,222,26,8.54,21,10.57,12.17
2010016I18Rik,pass,105,17,6.18,12,8.75,14.29
2010106E10Rik,low_depth,1,1,1.0,1,1.0,0.0
2010109A12Rik,pass,81,21,3.86,17,4.76,7.4
2010109I03Rik,pass,28,4,7.0,3,9.33,13.5
2010110E17Rik,pass,34,4,8.5,3,11.33,16.5
2010110K18Rik,pass,26,6,4.33,6,4.33,6.0
2010111I01Rik,pass,4332,611,7.09,522,8.3,11.76
2010203P06Rik,low_depth,1,1,1.0,1,1.0,0.0
2010204K13Rik,pass,626,81,7.73,64,9.78,13.22
2010300C02Rik,pass,25,6,4.17,5,5.0,7.67
2010300F17Rik,pass,76,9,8.44,8,9.5,14.6
2010308F09Rik,low_depth,2,2,1.0,2,1.0,0.0
2010309G21Rik,pass,62,3,20.67,3,20.67,20.67
2010310C07Rik,pass,61,5,12.2,5,12.2,19.67
2010315B03Rik,pass,736,103,7.15,88,8.36,12.57
2010320M18Rik,pass,1555,158,9.84,128,12.15,16.86
2200002A13Rik,low_depth,1,1,1.0,1,1.0,0.0
2200002D01Rik,pass,7226,766,9.43,602,12.0,15.21
2210008F06Rik,pass,8,1,8.0,1,8.0,8.0
2210010C04Rik,low_depth,1,1,1.0,1,1.0,0.0
2210011C24Rik,pass,60,7,8.57,5,12.0,14.75
2210011K15Rik,pass,72,7,10.29,6,12.0,34.0
2210016F16Rik,pass,4153,514,8.08,414,10.03,13.26
2210016L21Rik,pass,3682,446,8.26,365,10.09,13.33
2210039B01Rik,low_depth,1,1,1.0,1,1.0,0.0
2210406H18Rik,pass,2049,235,8.72,185,11.08,14.31
2210406O10Rik,low_depth,668,527,1.27,523,1.28,2.46
2210408F21Rik,pass,1405,152,9.24,130,10.81,13.14
2210408I21Rik,pass,573,81,7.07,63,9.1,12.09
2210412B16Rik,pass,68,4,17.0,4,17.0,22.33
2210414B05Rik,pass,15,5,3.0,4,3.75,6.5
2210417A02Rik,low_depth,4,2,2.0,2,2.0,2.0
2210418O10Rik,low_depth,2,1,2.0,1,2.0,2.0
2300003K06Rik,low_depth,1,1,1.0,1,1.0,0.0
2300009A05Rik,pass,3775,412,9.16,336,11.24,15.09
2310001H17Rik,pass,2274,307,7.41,263,8.65,12.76
2310001K24Rik,pass,17,2,8.5,1,17.0,17.0
2310002D06Rik,low_depth,2,2,1.0,2,1.0,0.0
2310002F09Rik,low_depth,2,2,1.0,2,1.0,0.0
2310005E17Rik,low_depth,3,3,1.0,3,1.0,0.0
2310007B03Rik,pass,27,5,5.4,2,13.5,13.5
2310009A05Rik,pass,2824,330,8.56,271,10.42,12.6
2310009B15Rik,pass,2214,222,9.97,175,12.65,16.93
2310010J17Rik,pass,1643,167,9.84,134,12.26,15.51
2310011J03Rik,pass,2139,313,6.83,265,8.07,10.76
2310014F06Rik,pass,126,11,11.45,11,11.45,13.78
2310015A10Rik,pass,1078,111,9.71,91,11.85,15.3
2310015D24Rik,low_depth,1,1,1.0,1,1.0,0.0
2310015K22Rik,low_depth,3,3,1.0,3,1.0,0.0
2310022A10Rik,pass,2223,296,7.51,256,8.68,12.3
2310022B05Rik,pass,13271,1515,8.76,1233,10.76,14.11
2310026L22Rik,pass,89,11,8.09,8,11.12,14.5
2310030G06Rik,pass,83,16,5.19,13,6.38,11.0
2310031A07Rik,pass,46,6,7.67,5,9.2,11.25
2310033P09Rik,pass,2367,280,8.45,234,10.12,13.4
2310034G01Rik,pass,37,6,6.17,5,7.4,9.0
2310039H08Rik,pass,1588,171,9.29,130,12.22,15.29
2310039L15Rik,low_depth,3,3,1.0,3,1.0,0.0
2310040G24Rik,pass,635,66,9.62,48,13.23,16.45
2310043L19Rik,pass,10,2,5.0,2,5.0,5.0
2310043M15Rik,low_depth,1,1,1.0,1,1.0,0.0
2310043P16Rik,pass,161,23,7.0,17,9.47,13.0
2310047D07Rik,pass,23,4,5.75,4,5.75,7.33
2310057M21Rik,pass,713,99,7.2,88,8.1,12.79
2310058D17Rik,pass,173,28,6.18,25,6.92,14.45
2310061I04Rik,pass,1753,272,6.44,233,7.52,10.33
2310068J16Rik,pass,158,24,6.58,19,8.32,12.58
2310069B03Rik,pass,22,2,11.0,1,22.0,22.0
2310074N15Rik,pass,24,3,8.0,3,8.0,22.0
2310081O03Rik,pass,23,4,5.75,3,7.67,11.0
2410002F23Rik,pass,2902,379,7.66,327,8.87,12.39
2410003L11Rik,low_depth,1,1,1.0,1,1.0,0.0
2410004B18Rik,pass,2528,442,5.72,397,6.37,8.56
2410004I01Rik,pass,32,3,10.67,3,10.67,30.0
2410004P03Rik,pass,57,10,5.7,9,6.33,17.0
2410006H16Rik,pass,13814,2085,6.63,1814,7.62,11.51
2410015M20Rik,pass,3883,693,5.6,604,6.43,9.28
2410017I17Rik,low_depth,7,3,2.33,3,2.33,3.0
2410018L13Rik,pass,4,1,4.0,1,4.0,4.0
2410021H03Rik,low_depth,1,1,1.0,1,1.0,0.0
2410022M11Rik,pass,441,63,7.0,49,9.0,14.07
2410080I02Rik,pass,65,10,6.5,6,10.83,12.8
2410131K14Rik,pass,1309,152,8.61,126,10.39,13.72
2410137M14Rik,pass,42,5,8.4,3,14.0,20.5
2410141K09Rik,low_depth,1,1,1.0,1,1.0,0.0
2500002B13Rik,pass,569,75,7.59,64,8.89,13.62
2500004C02Rik,pass,188,54,3.48,50,3.76,7.9
2510002D24Rik,pass,1341,159,8.43,132,10.16,13.46
2510009E07Rik,pass,2472,367,6.74,317,7.8,11.07
2510016D11Rik,pass,233,30,7.77,28,8.32,10.76
2510017J16Rik,pass,69,11,6.27,11,6.27,10.67
2510039O18Rik,pass,8590,1246,6.89,1089,7.89,10.42
2510046G10Rik,pass,260,30,8.67,23,11.3,14.94
2600006K01Rik,pass,256,29,8.83,25,10.24,13.16
2600014E21Rik,pass,19,4,4.75,3,6.33,17.0
2610001A08Rik,pass,44,7,6.29,5,8.8,10.75
2610001J05Rik,pass,7602,1248,6.09,1107,6.87,10.29
2610002M06Rik,pass,1708,259,6.59,230,7.43,11.26
2610005L07Rik,pass,47,9,5.22,9,5.22,8.6
2610008E11Rik,pass,636,104,6.12,92,6.91,10.22
2610012C04Rik,pass,49,8,6.12,8,6.12,9.2
2610016A17Rik,pass,85,10,8.5,9,9.44,16.2
2610017A05Rik,pass,30,4,7.5,3,10.0,10.0
2610020C07Rik,pass,70,10,7.0,8,8.75,9.86
2610021A01Rik,pass,222,64,3.47,62,3.58,6.52
2610024D14Rik,low_depth,2,2,1.0,2,1.0,0.0
2610027F03Rik,pass,19,2,9.5,2,9.5,9.5
2610027K06Rik,low_depth,1,1,1.0,1,1.0,0.0
2610028D06Rik,pass,4,1,4.0,1,4.0,4.0
2610028H24Rik,low_depth,8,8,1.0,8,1.0,0.0
2610035D17Rik,pass,249,26,9.58,23,10.83,17.14
2610037D02Rik,pass,193,49,3.94,43,4.49,8.14
2610042L04Rik,low_depth,1,1,1.0,1,1.0,0.0
2610044O15Rik8,pass,775,94,8.24,79,9.81,14.13
2610203C22Rik,pass,476,67,7.1,54,8.81,12.72
2610206C17Rik,low_depth,1,1,1.0,1,1.0,0.0
2610300M13Rik,pass,54,9,6.0,9,6.0,10.0
2610301B20Rik,pass,2488,279,8.92,226,11.01,14.0
2610306M01Rik,pass,283,37,7.65,27,10.48,11.67
2610306O10Rik,low_depth,3,1,3.0,1,3.0,3.0
2610307P16Rik,pass,92,18,5.11,14,6.57,8.8
2610318M16Rik,low_depth,3,1,3.0,1,3.0,3.0
2610318N02Rik,pass,343,38,9.03,33,10.39,13.92
2610507B11Rik,pass,18318,2027,9.04,1608,11.39,14.52
2610507I01Rik,pass,14,3,4.67,2,7.0,13.0
2610524H06Rik,pass,6083,604,10.07,466,13.05,16.06
2610528A11Rik,pass,56,10,5.6,7,8.0,10.8
2610528J11Rik,low_depth,1,1,1.0,1,1.0,0.0
2700012I20Rik,pass,49,7,7.0,7,7.0,11.5
2700016F22Rik,pass,23,6,3.83,6,3.83,18.0
2700029L08Rik,pass,21,7,3.0,6,3.5,6.0
2700033N17Rik,pass,15,4,3.75,4,3.75,4.67
2700038G22Rik,pass,303,57,5.32,51,5.94,9.13
2700046A07Rik,low_depth,1,1,1.0,1,1.0,0.0
2700046G09Rik,pass,63,13,4.85,12,5.25,8.29
2700049A03Rik,pass,341,59,5.78,55,6.2,8.33
2700062C07Rik,pass,1764,216,8.17,174,10.14,13.93
