"Cell_Index","UMIs_human","UMIs_mouse","Labels"
"1820_Cell_Index790139",845,1867,"mainly_mouse"
"1820_Cell_Index790152",628,1780,"mainly_mouse"
"1820_Cell_Index790301",1759,5021,"mainly_mouse"
"1820_Cell_Index79033",515,1532,"mainly_mouse"
"1820_Cell_Index790518",1121,2894,"mainly_mouse"
"1820_Cell_Index790612",700,2494,"mainly_mouse"
"1820_Cell_Index790734",536,1721,"mainly_mouse"
"1820_Cell_Index790754",540,1605,"mainly_mouse"
"1820_Cell_Index79077",567,1646,"mainly_mouse"
"1820_Cell_Index790879",0,1183,"unique_mouse"
"1820_Cell_Index79097",6002,15074,"mainly_mouse"
"1820_Cell_Index791151",901,2578,"mainly_mouse"
"1820_Cell_Index791182",697,2045,"mainly_mouse"
"1820_Cell_Index791333",639,1916,"mainly_mouse"
"1820_Cell_Index791465",538,1727,"mainly_mouse"
"1820_Cell_Index79152",797,2482,"mainly_mouse"
"1820_Cell_Index791567",12713,29499,"mainly_mouse"
"1820_Cell_Index791806",536,1569,"mainly_mouse"
"1820_Cell_Index791813",889,2759,"mainly_mouse"
"1820_Cell_Index791990",775,2423,"mainly_mouse"
"1820_Cell_Index792229",628,1918,"mainly_mouse"
"1820_Cell_Index792382",963,3071,"mainly_mouse"
"1820_Cell_Index792384",578,1771,"mainly_mouse"
"1820_Cell_Index792385",3549,8423,"mainly_mouse"
"1820_Cell_Index792453",649,1873,"mainly_mouse"
"1820_Cell_Index792475",822,2112,"mainly_mouse"
"1820_Cell_Index792512",776,1942,"mainly_mouse"
"1820_Cell_Index792602",634,1603,"mainly_mouse"
"1820_Cell_Index792656",1365,4290,"mainly_mouse"
"1820_Cell_Index792669",1642,4713,"mainly_mouse"
"1820_Cell_Index792725",753,2381,"mainly_mouse"
"1820_Cell_Index792761",759,2342,"mainly_mouse"
"1820_Cell_Index792768",820,2682,"mainly_mouse"
"1820_Cell_Index792884",4920,12148,"mainly_mouse"
"1820_Cell_Index79294",1805,5493,"mainly_mouse"
"1820_Cell_Index793006",863,2347,"mainly_mouse"
"1820_Cell_Index793212",993,2937,"mainly_mouse"
"1820_Cell_Index793228",945,2740,"mainly_mouse"
"1820_Cell_Index793251",869,2822,"mainly_mouse"
"1820_Cell_Index793324",642,1892,"mainly_mouse"
"1820_Cell_Index79341",770,2139,"mainly_mouse"
"1820_Cell_Index793413",774,2174,"mainly_mouse"
"1820_Cell_Index793446",882,2496,"mainly_mouse"
"1820_Cell_Index793556",1052,2980,"mainly_mouse"
"1820_Cell_Index793580",14064,33497,"mainly_mouse"
"1820_Cell_Index793603",1002,2657,"mainly_mouse"
"1820_Cell_Index793625",904,1889,"mainly_mouse"
"1820_Cell_Index793626",0,993,"unique_mouse"
"1820_Cell_Index793641",1041,2669,"mainly_mouse"
"1820_Cell_Index793704",1098,2839,"mainly_mouse"
"1820_Cell_Index793717",1444,4672,"mainly_mouse"
"1820_Cell_Index793849",1146,3251,"mainly_mouse"
"1820_Cell_Index793897",1121,2991,"mainly_mouse"
"1820_Cell_Index793936",834,2384,"mainly_mouse"
"1820_Cell_Index793986",805,2412,"mainly_mouse"
"1820_Cell_Index794009",693,2019,"mainly_mouse"
"1820_Cell_Index794047",0,1153,"unique_mouse"
"1820_Cell_Index794203",822,2207,"mainly_mouse"
"1820_Cell_Index79422",503,1524,"mainly_mouse"
"1820_Cell_Index794319",0,507,"unique_mouse"
"1820_Cell_Index794535",11168,27281,"mainly_mouse"
"1820_Cell_Index794694",628,1721,"mainly_mouse"
"1820_Cell_Index794806",721,2422,"mainly_mouse"
"1820_Cell_Index794838",1101,2964,"mainly_mouse"
"1820_Cell_Index794982",675,2072,"mainly_mouse"
"1820_Cell_Index795022",4490,11413,"mainly_mouse"
"1820_Cell_Index795102",964,2712,"mainly_mouse"
"1820_Cell_Index795105",2445,0,"unique_human"
"1820_Cell_Index795135",0,805,"unique_mouse"
"1820_Cell_Index795174",954,2846,"mainly_mouse"
"1820_Cell_Index795260",1009,3197,"mainly_mouse"
"1820_Cell_Index795290",671,2154,"mainly_mouse"
"1820_Cell_Index795333",924,2774,"mainly_mouse"
"1820_Cell_Index795492",9865,24760,"mainly_mouse"
"1820_Cell_Index795680",0,1145,"unique_mouse"
"1820_Cell_Index795843",595,1799,"mainly_mouse"
"1820_Cell_Index795881",744,2328,"mainly_mouse"
"1820_Cell_Index79594",846,2481,"mainly_mouse"
"1820_Cell_Index795997",768,2319,"mainly_mouse"
"1820_Cell_Index796179",0,1089,"unique_mouse"
"1820_Cell_Index796209",736,2572,"mainly_mouse"
"1820_Cell_Index796287",1145,3112,"mainly_mouse"
"1820_Cell_Index796331",1004,2878,"mainly_mouse"
"1820_Cell_Index796393",816,2578,"mainly_mouse"
"1820_Cell_Index796396",901,2748,"mainly_mouse"
"1820_Cell_Index796399",764,2410,"mainly_mouse"
"1820_Cell_Index796406",0,1113,"unique_mouse"
"1820_Cell_Index796444",681,1813,"mainly_mouse"
"1820_Cell_Index796605",990,3070,"mainly_mouse"
"1820_Cell_Index79665",592,1551,"mainly_mouse"
"1820_Cell_Index796729",733,2109,"mainly_mouse"
"1820_Cell_Index79678",800,2079,"mainly_mouse"
"1820_Cell_Index796793",914,2501,"mainly_mouse"
"1820_Cell_Index796858",526,1751,"mainly_mouse"
"1820_Cell_Index79689",7683,18374,"mainly_mouse"
"1820_Cell_Index796927",674,2128,"mainly_mouse"
"1820_Cell_Index796996",649,1816,"mainly_mouse"
"1820_Cell_Index797049",0,1347,"unique_mouse"
"1820_Cell_Index797071",743,2327,"mainly_mouse"
"1820_Cell_Index79712",678,2201,"mainly_mouse"
"1820_Cell_Index797124",1045,2764,"mainly_mouse"
"1820_Cell_Index797163",0,516,"unique_mouse"
"1820_Cell_Index797428",1073,3051,"mainly_mouse"
"1820_Cell_Index797430",1097,3175,"mainly_mouse"
"1820_Cell_Index797454",565,1807,"mainly_mouse"
"1820_Cell_Index797484",565,1702,"mainly_mouse"
"1820_Cell_Index797504",9475,22188,"mainly_mouse"
"1820_Cell_Index797525",5802,14209,"mainly_mouse"
"1820_Cell_Index797610",894,2753,"mainly_mouse"
"1820_Cell_Index797733",597,1834,"mainly_mouse"
"1820_Cell_Index797766",895,2747,"mainly_mouse"
"1820_Cell_Index797802",628,1781,"mainly_mouse"
"1820_Cell_Index797842",615,1976,"mainly_mouse"
"1820_Cell_Index797899",604,1790,"mainly_mouse"
"1820_Cell_Index797939",829,2482,"mainly_mouse"
"1820_Cell_Index797994",1109,3126,"mainly_mouse"
"1820_Cell_Index798000",910,2835,"mainly_mouse"
"1820_Cell_Index798023",690,1863,"mainly_mouse"
"1820_Cell_Index798082",926,3082,"mainly_mouse"
"1820_Cell_Index798094",1137,3100,"mainly_mouse"
"1820_Cell_Index798158",875,2847,"mainly_mouse"
"1820_Cell_Index798180",922,2546,"mainly_mouse"
"1820_Cell_Index798241",1698,5460,"mainly_mouse"
"1820_Cell_Index79827",807,2500,"mainly_mouse"
"1820_Cell_Index798297",649,2035,"mainly_mouse"
"1820_Cell_Index798331",742,2159,"mainly_mouse"
"1820_Cell_Index798420",890,2506,"mainly_mouse"
"1820_Cell_Index798519",1050,2996,"mainly_mouse"
"1820_Cell_Index798528",0,968,"unique_mouse"
"1820_Cell_Index798534",1308,4544,"mainly_mouse"
"1820_Cell_Index798555",0,875,"unique_mouse"
"1820_Cell_Index798610",1031,2957,"mainly_mouse"
"1820_Cell_Index798613",788,2187,"mainly_mouse"
"1820_Cell_Index798818",0,1500,"unique_mouse"
"1820_Cell_Index798893",584,1663,"mainly_mouse"
"1820_Cell_Index79895",786,2151,"mainly_mouse"
"1820_Cell_Index798973",629,1841,"mainly_mouse"
"1820_Cell_Index799014",0,1212,"unique_mouse"
"1820_Cell_Index799190",1139,3633,"mainly_mouse"
"1820_Cell_Index799273",642,2149,"mainly_mouse"
"1820_Cell_Index799288",10283,23679,"mainly_mouse"
"1820_Cell_Index799358",930,2760,"mainly_mouse"
"1820_Cell_Index799410",577,1593,"mainly_mouse"
"1820_Cell_Index799611",842,2478,"mainly_mouse"
"1820_Cell_Index799717",7186,17801,"mainly_mouse"
"1820_Cell_Index799757",0,564,"unique_mouse"
"1820_Cell_Index799799",886,2804,"mainly_mouse"
"1820_Cell_Index799803",2953,7005,"mainly_mouse"
"1820_Cell_Index799842",782,2237,"mainly_mouse"
"1820_Cell_Index79997",607,1932,"mainly_mouse"
"1820_Cell_Index799984",944,2892,"mainly_mouse"
"1820_Cell_Index800011",926,2737,"mainly_mouse"
"1820_Cell_Index800087",0,1395,"unique_mouse"
"1820_Cell_Index800174",0,1354,"unique_mouse"
"1820_Cell_Index800195",1162,3575,"mainly_mouse"
"1820_Cell_Index80021",983,2655,"mainly_mouse"
"1820_Cell_Index800219",3774,10076,"mainly_mouse"
"1820_Cell_Index800360",0,1140,"unique_mouse"
"1820_Cell_Index800397",1891,4645,"mainly_mouse"
"1820_Cell_Index800503",1043,3097,"mainly_mouse"
"1820_Cell_Index800593",778,2197,"mainly_mouse"
"1820_Cell_Index800656",630,1951,"mainly_mouse"
"1820_Cell_Index800745",907,2477,"mainly_mouse"
"1820_Cell_Index800820",681,1924,"mainly_mouse"
"1820_Cell_Index800831",749,2041,"mainly_mouse"
"1820_Cell_Index800896",671,2032,"mainly_mouse"
"1820_Cell_Index80091",0,1418,"unique_mouse"
"1820_Cell_Index800916",831,2511,"mainly_mouse"
"1820_Cell_Index800951",1288,3494,"mainly_mouse"
"1820_Cell_Index800968",1753,4545,"mainly_mouse"
"1820_Cell_Index80108",567,1682,"mainly_mouse"
"1820_Cell_Index801138",760,2432,"mainly_mouse"
"1820_Cell_Index801173",0,1244,"unique_mouse"
"1820_Cell_Index801305",841,2491,"mainly_mouse"
"1820_Cell_Index801329",2087,5980,"mainly_mouse"
"1820_Cell_Index801331",536,1538,"mainly_mouse"
"1820_Cell_Index801418",890,2511,"mainly_mouse"
"1820_Cell_Index801528",834,2622,"mainly_mouse"
"1820_Cell_Index801559",805,2376,"mainly_mouse"
"1820_Cell_Index801583",727,2026,"mainly_mouse"
"1820_Cell_Index801602",799,2251,"mainly_mouse"
"1820_Cell_Index801775",675,2152,"mainly_mouse"
"1820_Cell_Index801788",728,2115,"mainly_mouse"
"1820_Cell_Index801880",1485,3720,"mainly_mouse"
"1820_Cell_Index801957",536,1729,"mainly_mouse"
"1820_Cell_Index802143",1011,2811,"mainly_mouse"
"1820_Cell_Index802170",828,2538,"mainly_mouse"
"1820_Cell_Index802261",791,2224,"mainly_mouse"
"1820_Cell_Index802284",1562,4565,"mainly_mouse"
"1820_Cell_Index802296",3810,9654,"mainly_mouse"
"1820_Cell_Index802311",638,2115,"mainly_mouse"
"1820_Cell_Index802402",996,2905,"mainly_mouse"
"1820_Cell_Index802506",935,3164,"mainly_mouse"
"1820_Cell_Index802563",542,1538,"mainly_mouse"
"1820_Cell_Index802594",950,3199,"mainly_mouse"
"1820_Cell_Index80270",3451,9199,"mainly_mouse"
"1820_Cell_Index802724",0,1773,"unique_mouse"
"1820_Cell_Index802765",7733,18337,"mainly_mouse"
"1820_Cell_Index802784",899,2619,"mainly_mouse"
"1820_Cell_Index802996",846,2445,"mainly_mouse"
"1820_Cell_Index803046",789,2584,"mainly_mouse"
"1820_Cell_Index803050",869,2762,"mainly_mouse"
"1820_Cell_Index80309",741,2540,"mainly_mouse"
"1820_Cell_Index8031",986,2743,"mainly_mouse"
"1820_Cell_Index803100",4631,10996,"mainly_mouse"
"1820_Cell_Index803250",621,1936,"mainly_mouse"
"1820_Cell_Index80326",10241,24325,"mainly_mouse"
"1820_Cell_Index803290",1011,3020,"mainly_mouse"
"1820_Cell_Index803336",795,2430,"mainly_mouse"
"1820_Cell_Index80347",1000,3130,"mainly_mouse"
"1820_Cell_Index8036",621,2026,"mainly_mouse"
"1820_Cell_Index803602",1024,3194,"mainly_mouse"
"1820_Cell_Index80362",631,1754,"mainly_mouse"
"1820_Cell_Index803650",1016,2955,"mainly_mouse"
"1820_Cell_Index80372",1991,5827,"mainly_mouse"
"1820_Cell_Index803968",2017,5196,"mainly_mouse"
"1820_Cell_Index803970",900,2469,"mainly_mouse"
"1820_Cell_Index804140",580,1724,"mainly_mouse"
"1820_Cell_Index804159",3976,10936,"mainly_mouse"
"1820_Cell_Index804280",691,1935,"mainly_mouse"
"1820_Cell_Index804342",919,2606,"mainly_mouse"
"1820_Cell_Index804392",537,1679,"mainly_mouse"
"1820_Cell_Index804453",759,2276,"mainly_mouse"
"1820_Cell_Index804499",785,2230,"mainly_mouse"
"1820_Cell_Index80450",0,828,"unique_mouse"
"1820_Cell_Index804583",0,24974,"unique_mouse"
"1820_Cell_Index804712",861,2317,"mainly_mouse"
"1820_Cell_Index80472",5751,13551,"mainly_mouse"
"1820_Cell_Index804729",534,1670,"mainly_mouse"
"1820_Cell_Index804774",595,1849,"mainly_mouse"
"1820_Cell_Index804805",889,2415,"mainly_mouse"
"1820_Cell_Index804817",734,2118,"mainly_mouse"
"1820_Cell_Index804841",628,1849,"mainly_mouse"
"1820_Cell_Index804884",0,23100,"unique_mouse"
"1820_Cell_Index804905",600,1732,"mainly_mouse"
"1820_Cell_Index804983",0,1575,"unique_mouse"
"1820_Cell_Index805076",0,853,"unique_mouse"
"1820_Cell_Index805213",0,1394,"unique_mouse"
"1820_Cell_Index805423",10173,24061,"mainly_mouse"
"1820_Cell_Index805463",583,2046,"mainly_mouse"
"1820_Cell_Index805480",704,2180,"mainly_mouse"
"1820_Cell_Index805582",2232,6042,"mainly_mouse"
"1820_Cell_Index805622",508,1451,"mainly_mouse"
"1820_Cell_Index805984",608,1892,"mainly_mouse"
"1820_Cell_Index806001",881,2995,"mainly_mouse"
"1820_Cell_Index806038",765,1995,"mainly_mouse"
"1820_Cell_Index806102",977,3342,"mainly_mouse"
"1820_Cell_Index806181",0,1089,"unique_mouse"
"1820_Cell_Index80620",1162,2952,"mainly_mouse"
"1820_Cell_Index806319",657,2096,"mainly_mouse"
"1820_Cell_Index806335",727,2441,"mainly_mouse"
"1820_Cell_Index80648",781,2310,"mainly_mouse"
"1820_Cell_Index806544",837,2203,"mainly_mouse"
"1820_Cell_Index806589",827,2554,"mainly_mouse"
"1820_Cell_Index806747",630,2087,"mainly_mouse"
"1820_Cell_Index806824",678,2264,"mainly_mouse"
"1820_Cell_Index806918",0,1338,"unique_mouse"
"1820_Cell_Index806955",566,1937,"mainly_mouse"
"1820_Cell_Index807176",0,1506,"unique_mouse"
"1820_Cell_Index807181",937,2887,"mainly_mouse"
"1820_Cell_Index807311",1149,3127,"mainly_mouse"
"1820_Cell_Index807319",660,1927,"mainly_mouse"
"1820_Cell_Index807346",3626,8214,"mainly_mouse"
"1820_Cell_Index807364",1973,5862,"mainly_mouse"
"1820_Cell_Index807427",530,1574,"mainly_mouse"
"1820_Cell_Index807466",7934,19696,"mainly_mouse"
"1820_Cell_Index807516",6971,17723,"mainly_mouse"
"1820_Cell_Index807529",756,2315,"mainly_mouse"
"1820_Cell_Index80753",588,1792,"mainly_mouse"
"1820_Cell_Index807548",855,2690,"mainly_mouse"
"1820_Cell_Index807629",569,1830,"mainly_mouse"
"1820_Cell_Index807633",0,1273,"unique_mouse"
"1820_Cell_Index807951",974,3101,"mainly_mouse"
"1820_Cell_Index807985",2639,7031,"mainly_mouse"
"1820_Cell_Index808000",795,2274,"mainly_mouse"
"1820_Cell_Index808020",1071,3407,"mainly_mouse"
"1820_Cell_Index808074",764,2918,"mainly_mouse"
"1820_Cell_Index808114",1123,3249,"mainly_mouse"
"1820_Cell_Index808126",966,2843,"mainly_mouse"
"1820_Cell_Index808139",811,2379,"mainly_mouse"
"1820_Cell_Index80818",619,1692,"mainly_mouse"
"1820_Cell_Index808184",574,1641,"mainly_mouse"
"1820_Cell_Index808195",546,1743,"mainly_mouse"
"1820_Cell_Index808217",645,1758,"mainly_mouse"
"1820_Cell_Index808257",1002,2870,"mainly_mouse"
"1820_Cell_Index808293",5388,13019,"mainly_mouse"
"1820_Cell_Index808429",0,727,"unique_mouse"
"1820_Cell_Index808542",705,2082,"mainly_mouse"
"1820_Cell_Index808553",522,1739,"mainly_mouse"
"1820_Cell_Index808605",0,1336,"unique_mouse"
"1820_Cell_Index808678",3081,8995,"mainly_mouse"
"1820_Cell_Index808839",845,2834,"mainly_mouse"
"1820_Cell_Index808944",1574,0,"unique_human"
"1820_Cell_Index808949",884,2863,"mainly_mouse"
"1820_Cell_Index809074",5938,13690,"mainly_mouse"
"1820_Cell_Index809083",0,500,"unique_mouse"
"1820_Cell_Index809091",5532,13017,"mainly_mouse"
"1820_Cell_Index809144",1034,3143,"mainly_mouse"
"1820_Cell_Index809193",0,1444,"unique_mouse"
"1820_Cell_Index809223",1083,2996,"mainly_mouse"
"1820_Cell_Index809266",710,2512,"mainly_mouse"
"1820_Cell_Index809336",877,2632,"mainly_mouse"
"1820_Cell_Index809437",0,1325,"unique_mouse"
"1820_Cell_Index809478",833,2600,"mainly_mouse"
"1820_Cell_Index809525",689,1892,"mainly_mouse"
"1820_Cell_Index809540",585,1872,"mainly_mouse"
"1820_Cell_Index809778",0,22524,"unique_mouse"
"1820_Cell_Index810095",1089,2897,"mainly_mouse"
"1820_Cell_Index810197",1033,3274,"mainly_mouse"
"1820_Cell_Index810204",0,1449,"unique_mouse"
"1820_Cell_Index810222",5840,14981,"mainly_mouse"
"1820_Cell_Index810246",989,2833,"mainly_mouse"
"1820_Cell_Index810287",825,2865,"mainly_mouse"
"1820_Cell_Index81032",612,1865,"mainly_mouse"
"1820_Cell_Index810346",867,2573,"mainly_mouse"
"1820_Cell_Index81035",820,2351,"mainly_mouse"
"1820_Cell_Index810404",0,1373,"unique_mouse"
"1820_Cell_Index810491",0,1234,"unique_mouse"
"1820_Cell_Index810540",904,2600,"mainly_mouse"
"1820_Cell_Index81056",675,2014,"mainly_mouse"
"1820_Cell_Index810586",822,0,"unique_human"
"1820_Cell_Index810612",864,2618,"mainly_mouse"
"1820_Cell_Index810689",845,2296,"mainly_mouse"
"1820_Cell_Index810841",719,2373,"mainly_mouse"
"1820_Cell_Index810855",5210,12850,"mainly_mouse"
"1820_Cell_Index810858",588,1652,"mainly_mouse"
"1820_Cell_Index810861",591,1620,"mainly_mouse"
"1820_Cell_Index810887",1000,3250,"mainly_mouse"
"1820_Cell_Index810950",842,2454,"mainly_mouse"
"1820_Cell_Index811070",1189,3126,"mainly_mouse"
"1820_Cell_Index811080",892,2308,"mainly_mouse"
"1820_Cell_Index811148",881,2540,"mainly_mouse"
"1820_Cell_Index811166",1109,2838,"mainly_mouse"
"1820_Cell_Index811180",945,2779,"mainly_mouse"
"1820_Cell_Index811200",607,1741,"mainly_mouse"
"1820_Cell_Index811204",8360,20198,"mainly_mouse"
"1820_Cell_Index81121",895,2959,"mainly_mouse"
"1820_Cell_Index811211",1013,2995,"mainly_mouse"
"1820_Cell_Index811232",714,2058,"mainly_mouse"
"1820_Cell_Index811420",647,2249,"mainly_mouse"
"1820_Cell_Index811438",819,2576,"mainly_mouse"
"1820_Cell_Index811473",1093,2600,"mainly_mouse"
"1820_Cell_Index81161",1086,3519,"mainly_mouse"
"1820_Cell_Index81186",6154,14780,"mainly_mouse"
"1820_Cell_Index81187",1186,3335,"mainly_mouse"
"1820_Cell_Index811882",1047,3000,"mainly_mouse"
"1820_Cell_Index811896",0,594,"unique_mouse"
"1820_Cell_Index811916",1238,3048,"mainly_mouse"
"1820_Cell_Index811929",852,2909,"mainly_mouse"
"1820_Cell_Index811974",854,2747,"mainly_mouse"
"1820_Cell_Index812031",977,2788,"mainly_mouse"
"1820_Cell_Index812034",1296,3923,"mainly_mouse"
"1820_Cell_Index812144",1072,2946,"mainly_mouse"
"1820_Cell_Index812158",612,1898,"mainly_mouse"
"1820_Cell_Index812205",1226,3368,"mainly_mouse"
"1820_Cell_Index812259",1055,2921,"mainly_mouse"
"1820_Cell_Index812264",0,1061,"unique_mouse"
"1820_Cell_Index812499",1086,3116,"mainly_mouse"
"1820_Cell_Index812563",6653,16113,"mainly_mouse"
"1820_Cell_Index812594",750,2028,"mainly_mouse"
"1820_Cell_Index812649",1073,2957,"mainly_mouse"
"1820_Cell_Index812659",739,2175,"mainly_mouse"
"1820_Cell_Index812664",0,34451,"unique_mouse"
"1820_Cell_Index812734",6738,15886,"mainly_mouse"
"1820_Cell_Index812747",709,1963,"mainly_mouse"
"1820_Cell_Index812760",821,2276,"mainly_mouse"
"1820_Cell_Index812770",669,1863,"mainly_mouse"
"1820_Cell_Index812893",1031,3088,"mainly_mouse"
"1820_Cell_Index812944",797,2234,"mainly_mouse"
"1820_Cell_Index81295",0,1378,"unique_mouse"
"1820_Cell_Index812953",649,2163,"mainly_mouse"
"1820_Cell_Index812988",6608,16922,"mainly_mouse"
"1820_Cell_Index813143",771,2615,"mainly_mouse"
"1820_Cell_Index813279",977,2938,"mainly_mouse"
"1820_Cell_Index813280",735,1865,"mainly_mouse"
"1820_Cell_Index81332",849,2756,"mainly_mouse"
"1820_Cell_Index81353",1420,4084,"mainly_mouse"
"1820_Cell_Index813594",709,2193,"mainly_mouse"
"1820_Cell_Index813653",0,31168,"unique_mouse"
"1820_Cell_Index813759",6127,15434,"mainly_mouse"
"1820_Cell_Index813806",1005,3230,"mainly_mouse"
"1820_Cell_Index81382",771,2296,"mainly_mouse"
"1820_Cell_Index813834",870,2616,"mainly_mouse"
"1820_Cell_Index813861",866,2758,"mainly_mouse"
"1820_Cell_Index813955",8137,19666,"mainly_mouse"
"1820_Cell_Index813976",2350,6451,"mainly_mouse"
"1820_Cell_Index814021",624,1447,"mainly_mouse"
"1820_Cell_Index814090",933,2710,"mainly_mouse"
"1820_Cell_Index814138",716,2191,"mainly_mouse"
"1820_Cell_Index814277",506,1603,"mainly_mouse"
"1820_Cell_Index814280",0,1338,"unique_mouse"
"1820_Cell_Index814316",944,2788,"mainly_mouse"
"1820_Cell_Index814318",11812,25817,"mainly_mouse"
"1820_Cell_Index814353",9993,22793,"mainly_mouse"
"1820_Cell_Index814475",1025,2855,"mainly_mouse"
"1820_Cell_Index814491",1167,3560,"mainly_mouse"
"1820_Cell_Index814497",721,1928,"mainly_mouse"
"1820_Cell_Index814583",1796,4940,"mainly_mouse"
"1820_Cell_Index814603",697,1867,"mainly_mouse"
"1820_Cell_Index814642",1069,2932,"mainly_mouse"
"1820_Cell_Index814656",900,2663,"mainly_mouse"
"1820_Cell_Index814832",1121,3484,"mainly_mouse"
"1820_Cell_Index81493",896,2701,"mainly_mouse"
"1820_Cell_Index814982",519,1623,"mainly_mouse"
"1820_Cell_Index815084",1657,5007,"mainly_mouse"
"1820_Cell_Index815160",2007,5647,"mainly_mouse"
"1820_Cell_Index815216",1066,3266,"mainly_mouse"
"1820_Cell_Index815372",625,1980,"mainly_mouse"
"1820_Cell_Index815458",1095,3148,"mainly_mouse"
"1820_Cell_Index815608",670,1900,"mainly_mouse"
"1820_Cell_Index815682",729,2284,"mainly_mouse"
"1820_Cell_Index815692",3898,9666,"mainly_mouse"
"1820_Cell_Index815752",883,2574,"mainly_mouse"
"1820_Cell_Index815765",633,1874,"mainly_mouse"
"1820_Cell_Index815865",1037,2672,"mainly_mouse"
"1820_Cell_Index815940",1079,2774,"mainly_mouse"
"1820_Cell_Index815950",658,2002,"mainly_mouse"
"1820_Cell_Index816114",0,1099,"unique_mouse"
"1820_Cell_Index816126",897,2497,"mainly_mouse"
"1820_Cell_Index816128",1027,2951,"mainly_mouse"
"1820_Cell_Index816133",0,824,"unique_mouse"
"1820_Cell_Index816296",0,1033,"unique_mouse"
"1820_Cell_Index816344",955,3149,"mainly_mouse"
"1820_Cell_Index816384",661,1947,"mainly_mouse"
"1820_Cell_Index816390",896,2695,"mainly_mouse"
"1820_Cell_Index816432",0,752,"unique_mouse"
"1820_Cell_Index816438",600,1504,"mainly_mouse"
"1820_Cell_Index816443",967,2823,"mainly_mouse"
"1820_Cell_Index816502",918,3027,"mainly_mouse"
"1820_Cell_Index816609",715,2088,"mainly_mouse"
"1820_Cell_Index816661",0,38529,"unique_mouse"
"1820_Cell_Index81670",909,2838,"mainly_mouse"
"1820_Cell_Index816713",934,2351,"mainly_mouse"
"1820_Cell_Index816822",3685,9547,"mainly_mouse"
"1820_Cell_Index816844",1000,2847,"mainly_mouse"
"1820_Cell_Index816845",660,1914,"mainly_mouse"
"1820_Cell_Index816886",603,1682,"mainly_mouse"
"1820_Cell_Index816963",801,2338,"mainly_mouse"
"1820_Cell_Index817266",1035,2984,"mainly_mouse"
"1820_Cell_Index81731",9297,22965,"mainly_mouse"
"1820_Cell_Index817453",665,2026,"mainly_mouse"
