"Cell_Index","UMIs_human"
"1822_Cell_Index455638",4806
"1822_Cell_Index455830",567
"1822_Cell_Index455841",5806
"1822_Cell_Index455844",2652
"1822_Cell_Index455905",521
"1822_Cell_Index456044",581
"1822_Cell_Index456072",5080
"1822_Cell_Index456125",573
"1822_Cell_Index456240",1380
"1822_Cell_Index45628",965
"1822_Cell_Index456296",9675
"1822_Cell_Index456338",5197
"1822_Cell_Index456776",1317
"1822_Cell_Index456793",4785
"1822_Cell_Index456794",626
"1822_Cell_Index45698",785
"1822_Cell_Index457035",616
"1822_Cell_Index457088",717
"1822_Cell_Index45719",6248
"1822_Cell_Index457349",650
"1822_Cell_Index457523",751
"1822_Cell_Index457824",1105
"1822_Cell_Index457895",1886
"1822_Cell_Index458107",531
"1822_Cell_Index458110",673
"1822_Cell_Index458123",2624
"1822_Cell_Index45823",2135
"1822_Cell_Index458804",600
"1822_Cell_Index458829",639
"1822_Cell_Index458859",4472
"1822_Cell_Index458915",834
"1822_Cell_Index458952",795
"1822_Cell_Index459090",3730
"1822_Cell_Index459143",564
"1822_Cell_Index459173",6886
"1822_Cell_Index45919",634
"1822_Cell_Index459409",2046
"1822_Cell_Index459437",1073
"1822_Cell_Index45947",974
"1822_Cell_Index459635",6661
"1822_Cell_Index459650",717
"1822_Cell_Index459691",581
"1822_Cell_Index459696",4831
"1822_Cell_Index459754",4438
"1822_Cell_Index460032",775
"1822_Cell_Index460070",6048
"1822_Cell_Index460133",1135
"1822_Cell_Index460146",875
"1822_Cell_Index460314",620
"1822_Cell_Index460499",653
"1822_Cell_Index460550",585
"1822_Cell_Index46065",7110
"1822_Cell_Index460705",2932
"1822_Cell_Index460710",553
"1822_Cell_Index460818",1238
"1822_Cell_Index46090",3373
"1822_Cell_Index460985",6616
"1822_Cell_Index461045",913
"1822_Cell_Index461079",4554
"1822_Cell_Index461196",1734
"1822_Cell_Index461212",6380
"1822_Cell_Index46128",772
"1822_Cell_Index461310",773
"1822_Cell_Index461337",13076
"1822_Cell_Index46138",754
"1822_Cell_Index46141",3506
"1822_Cell_Index461452",2592
"1822_Cell_Index461530",1957
"1822_Cell_Index461547",4740
"1822_Cell_Index461902",547
"1822_Cell_Index461981",587
"1822_Cell_Index462070",3716
"1822_Cell_Index462110",589
"1822_Cell_Index462142",506
"1822_Cell_Index462411",503
"1822_Cell_Index462469",1091
"1822_Cell_Index46251",625
"1822_Cell_Index462748",7561
"1822_Cell_Index462890",529
"1822_Cell_Index463028",801
"1822_Cell_Index46308",17899
"1822_Cell_Index463200",757
"1822_Cell_Index463384",2102
"1822_Cell_Index463472",6708
"1822_Cell_Index463520",662
"1822_Cell_Index463549",784
"1822_Cell_Index463579",531
"1822_Cell_Index463634",683
"1822_Cell_Index463797",571
"1822_Cell_Index463837",659
"1822_Cell_Index463967",656
"1822_Cell_Index463973",937
"1822_Cell_Index464009",3255
"1822_Cell_Index464036",521
"1822_Cell_Index464078",12216
"1822_Cell_Index464131",2238
"1822_Cell_Index464134",778
"1822_Cell_Index464239",6859
"1822_Cell_Index464409",1089
"1822_Cell_Index464531",9709
"1822_Cell_Index464574",2602
"1822_Cell_Index46458",1282
"1822_Cell_Index464698",789
"1822_Cell_Index464727",4180
"1822_Cell_Index464817",651
"1822_Cell_Index46486",523
"1822_Cell_Index464860",791
"1822_Cell_Index46491",5536
"1822_Cell_Index465063",872
"1822_Cell_Index465124",536
"1822_Cell_Index465150",1047
"1822_Cell_Index465228",2995
"1822_Cell_Index465236",5795
"1822_Cell_Index465264",2010
"1822_Cell_Index465280",731
"1822_Cell_Index465309",911
"1822_Cell_Index465315",627
"1822_Cell_Index465332",938
"1822_Cell_Index4655",1099
"1822_Cell_Index465517",657
"1822_Cell_Index465603",1420
"1822_Cell_Index465627",573
"1822_Cell_Index465899",560
"1822_Cell_Index465954",677
"1822_Cell_Index46597",7225
"1822_Cell_Index466249",763
"1822_Cell_Index466313",1160
"1822_Cell_Index466341",742
"1822_Cell_Index466352",692
"1822_Cell_Index466456",568
"1822_Cell_Index466554",2834
"1822_Cell_Index466652",662
"1822_Cell_Index466690",4834
"1822_Cell_Index466726",665
"1822_Cell_Index466757",514
"1822_Cell_Index466796",2025
"1822_Cell_Index466853",675
"1822_Cell_Index466942",7626
"1822_Cell_Index466981",557
"1822_Cell_Index467047",637
"1822_Cell_Index467049",3180
"1822_Cell_Index467117",701
"1822_Cell_Index467295",623
"1822_Cell_Index467352",629
"1822_Cell_Index467358",519
"1822_Cell_Index467403",535
"1822_Cell_Index467529",740
"1822_Cell_Index467632",1073
"1822_Cell_Index467902",876
"1822_Cell_Index46800",622
"1822_Cell_Index46801",901
"1822_Cell_Index468021",13784
"1822_Cell_Index468031",4523
"1822_Cell_Index468393",1643
"1822_Cell_Index468468",9282
"1822_Cell_Index468618",533
"1822_Cell_Index468694",1985
"1822_Cell_Index468706",515
"1822_Cell_Index468780",550
"1822_Cell_Index468809",6161
"1822_Cell_Index468908",1477
"1822_Cell_Index468946",5900
"1822_Cell_Index469089",663
"1822_Cell_Index469100",1036
"1822_Cell_Index469110",4234
"1822_Cell_Index469313",6843
"1822_Cell_Index469463",715
"1822_Cell_Index469477",4716
"1822_Cell_Index469493",1744
"1822_Cell_Index469650",694
"1822_Cell_Index469652",607
"1822_Cell_Index469736",6209
"1822_Cell_Index469817",680
"1822_Cell_Index47",877
"1822_Cell_Index470245",555
"1822_Cell_Index470254",914
"1822_Cell_Index470460",583
"1822_Cell_Index470512",3062
"1822_Cell_Index470526",3249
"1822_Cell_Index470600",574
"1822_Cell_Index470619",5328
"1822_Cell_Index47065",663
"1822_Cell_Index470817",5397
"1822_Cell_Index470888",2576
"1822_Cell_Index470948",656
"1822_Cell_Index470956",1103
"1822_Cell_Index470989",574
"1822_Cell_Index471122",10803
"1822_Cell_Index471249",847
"1822_Cell_Index471255",545
"1822_Cell_Index471259",4018
"1822_Cell_Index471311",544
"1822_Cell_Index471384",941
"1822_Cell_Index471403",3499
"1822_Cell_Index471499",1216
"1822_Cell_Index471586",5203
"1822_Cell_Index471620",513
"1822_Cell_Index471730",669
"1822_Cell_Index471837",730
"1822_Cell_Index471857",520
"1822_Cell_Index471908",501
"1822_Cell_Index472019",1016
"1822_Cell_Index472046",765
"1822_Cell_Index472072",1071
"1822_Cell_Index472195",606
"1822_Cell_Index472294",528
"1822_Cell_Index47236",658
"1822_Cell_Index47260",5250
"1822_Cell_Index472728",827
"1822_Cell_Index472981",1447
"1822_Cell_Index47308",620
"1822_Cell_Index473247",733
"1822_Cell_Index473249",987
"1822_Cell_Index473389",654
"1822_Cell_Index473521",506
"1822_Cell_Index473576",3615
"1822_Cell_Index473607",1262
"1822_Cell_Index473863",1310
"1822_Cell_Index474002",716
"1822_Cell_Index474139",565
"1822_Cell_Index474172",510
"1822_Cell_Index474177",564
"1822_Cell_Index474184",6465
"1822_Cell_Index474201",602
"1822_Cell_Index474432",7201
"1822_Cell_Index474515",730
"1822_Cell_Index474536",8250
"1822_Cell_Index474708",515
"1822_Cell_Index47484",5237
"1822_Cell_Index475088",549
"1822_Cell_Index47524",8086
"1822_Cell_Index475242",3293
"1822_Cell_Index475299",1468
"1822_Cell_Index475307",517
"1822_Cell_Index475410",8710
"1822_Cell_Index475523",1345
"1822_Cell_Index475624",760
"1822_Cell_Index475648",4163
"1822_Cell_Index475855",3583
"1822_Cell_Index47588",746
"1822_Cell_Index475978",1088
"1822_Cell_Index475980",2890
"1822_Cell_Index476029",667
"1822_Cell_Index476073",507
"1822_Cell_Index47621",4147
"1822_Cell_Index476316",653
"1822_Cell_Index476508",665
"1822_Cell_Index476553",3369
"1822_Cell_Index476742",669
"1822_Cell_Index476769",650
"1822_Cell_Index476867",5769
"1822_Cell_Index476938",789
"1822_Cell_Index476952",533
"1822_Cell_Index476972",1972
"1822_Cell_Index47727",1702
"1822_Cell_Index4773",541
"1822_Cell_Index477313",555
"1822_Cell_Index477501",1045
"1822_Cell_Index477517",979
"1822_Cell_Index477528",501
"1822_Cell_Index477580",639
"1822_Cell_Index4776",3286
"1822_Cell_Index477613",861
"1822_Cell_Index477618",12294
"1822_Cell_Index477636",514
"1822_Cell_Index477676",3344
"1822_Cell_Index477694",5125
"1822_Cell_Index477718",4133
"1822_Cell_Index477725",549
"1822_Cell_Index477902",4296
"1822_Cell_Index478071",6557
"1822_Cell_Index47818",635
"1822_Cell_Index478267",3942
"1822_Cell_Index478482",3120
"1822_Cell_Index478599",641
"1822_Cell_Index47864",779
"1822_Cell_Index478835",2019
"1822_Cell_Index478890",8364
"1822_Cell_Index479119",587
"1822_Cell_Index47914",1441
"1822_Cell_Index479151",5320
"1822_Cell_Index479195",3908
"1822_Cell_Index479210",4528
"1822_Cell_Index479263",4680
"1822_Cell_Index479283",767
"1822_Cell_Index479517",3726
"1822_Cell_Index479522",687
"1822_Cell_Index479644",3901
"1822_Cell_Index479661",625
"1822_Cell_Index479736",5266
"1822_Cell_Index480098",742
"1822_Cell_Index480178",574
"1822_Cell_Index480363",4131
"1822_Cell_Index480485",4691
"1822_Cell_Index480555",8148
"1822_Cell_Index480574",3885
"1822_Cell_Index480627",735
"1822_Cell_Index480651",1550
"1822_Cell_Index4807",5273
"1822_Cell_Index480727",3357
"1822_Cell_Index480750",4861
"1822_Cell_Index480898",2590
"1822_Cell_Index48108",1029
"1822_Cell_Index481087",635
"1822_Cell_Index481145",663
"1822_Cell_Index481182",3756
"1822_Cell_Index4812",828
"1822_Cell_Index481294",642
"1822_Cell_Index481295",835
"1822_Cell_Index481317",3901
"1822_Cell_Index481646",616
"1822_Cell_Index481670",1251
"1822_Cell_Index481680",4575
"1822_Cell_Index481732",2668
"1822_Cell_Index481737",616
"1822_Cell_Index481775",658
"1822_Cell_Index481777",10868
"1822_Cell_Index481836",1500
"1822_Cell_Index481899",507
"1822_Cell_Index481969",771
"1822_Cell_Index482153",642
"1822_Cell_Index482486",897
"1822_Cell_Index482686",3706
"1822_Cell_Index48300",848
"1822_Cell_Index483051",1975
"1822_Cell_Index483244",3585
"1822_Cell_Index483357",3683
"1822_Cell_Index483495",515
"1822_Cell_Index483580",903
"1822_Cell_Index483595",795
"1822_Cell_Index484042",3169
"1822_Cell_Index484045",7410
"1822_Cell_Index48408",908
"1822_Cell_Index48416",779
"1822_Cell_Index484207",615
"1822_Cell_Index484275",3101
"1822_Cell_Index484391",776
"1822_Cell_Index484422",629
"1822_Cell_Index48445",954
"1822_Cell_Index484455",677
"1822_Cell_Index484537",640
"1822_Cell_Index484688",4416
"1822_Cell_Index484704",3420
"1822_Cell_Index484787",650
"1822_Cell_Index484808",874
"1822_Cell_Index48481",841
"1822_Cell_Index484813",643
"1822_Cell_Index484876",83476
"1822_Cell_Index484880",1497
"1822_Cell_Index484945",944
"1822_Cell_Index485006",4885
"1822_Cell_Index485110",2810
"1822_Cell_Index485258",573
"1822_Cell_Index485299",1115
"1822_Cell_Index485654",536
"1822_Cell_Index485674",598
"1822_Cell_Index485758",3435
"1822_Cell_Index485764",1384
"1822_Cell_Index485824",650
"1822_Cell_Index486090",7240
"1822_Cell_Index486123",792
"1822_Cell_Index486218",516
"1822_Cell_Index486361",823
"1822_Cell_Index48640",512
"1822_Cell_Index486561",4010
"1822_Cell_Index486655",2613
"1822_Cell_Index486672",1126
"1822_Cell_Index486676",507
"1822_Cell_Index486699",1507
"1822_Cell_Index486764",902
"1822_Cell_Index486845",1881
"1822_Cell_Index486909",9029
"1822_Cell_Index486944",6877
"1822_Cell_Index487203",523
"1822_Cell_Index487241",2135
"1822_Cell_Index487600",737
"1822_Cell_Index487621",3307
"1822_Cell_Index487622",6638
"1822_Cell_Index487719",505
"1822_Cell_Index487732",3965
"1822_Cell_Index487892",536
"1822_Cell_Index488127",550
"1822_Cell_Index488313",509
"1822_Cell_Index488317",5749
"1822_Cell_Index488344",1097
"1822_Cell_Index48863",674
"1822_Cell_Index488709",3821
"1822_Cell_Index488753",1867
"1822_Cell_Index488825",668
"1822_Cell_Index488857",11929
"1822_Cell_Index488929",4959
"1822_Cell_Index48900",610
"1822_Cell_Index489071",722
"1822_Cell_Index489080",2071
"1822_Cell_Index489175",3196
"1822_Cell_Index489202",502
"1822_Cell_Index489282",513
"1822_Cell_Index489393",3843
"1822_Cell_Index489467",984
"1822_Cell_Index489527",4046
"1822_Cell_Index48970",6008
"1822_Cell_Index489946",6887
"1822_Cell_Index489998",5033
"1822_Cell_Index490055",4726
"1822_Cell_Index490149",649
"1822_Cell_Index490162",5985
"1822_Cell_Index490174",598
"1822_Cell_Index490195",695
"1822_Cell_Index490218",556
"1822_Cell_Index49022",526
"1822_Cell_Index490463",8617
"1822_Cell_Index490614",512
"1822_Cell_Index490751",714
"1822_Cell_Index490767",874
"1822_Cell_Index491241",714
"1822_Cell_Index49129",548
"1822_Cell_Index491372",592
"1822_Cell_Index491394",551
"1822_Cell_Index491429",4675
"1822_Cell_Index491491",978
"1822_Cell_Index491675",624
"1822_Cell_Index49186",866
"1822_Cell_Index491884",576
"1822_Cell_Index491995",584
"1822_Cell_Index492088",738
"1822_Cell_Index492093",4658
"1822_Cell_Index49214",816
"1822_Cell_Index492212",649
"1822_Cell_Index492223",1138
"1822_Cell_Index49250",10514
"1822_Cell_Index492753",3733
"1822_Cell_Index492840",509
"1822_Cell_Index492941",8090
"1822_Cell_Index493039",2489
"1822_Cell_Index493157",24864
"1822_Cell_Index493170",855
"1822_Cell_Index493447",2713
"1822_Cell_Index493473",501
"1822_Cell_Index493511",3170
"1822_Cell_Index493553",632
"1822_Cell_Index493567",512
"1822_Cell_Index4936",716
"1822_Cell_Index493988",534
"1822_Cell_Index494058",572
"1822_Cell_Index494167",1383
"1822_Cell_Index494213",1145
"1822_Cell_Index494222",723
"1822_Cell_Index494346",2698
"1822_Cell_Index494379",581
"1822_Cell_Index494660",1660
"1822_Cell_Index494820",3697
"1822_Cell_Index494862",858
"1822_Cell_Index494871",2440
"1822_Cell_Index495075",617
"1822_Cell_Index495136",1737
"1822_Cell_Index49515",2911
"1822_Cell_Index495360",600
"1822_Cell_Index495378",520
"1822_Cell_Index495725",1065
"1822_Cell_Index495840",600
"1822_Cell_Index495954",5098
"1822_Cell_Index495976",3854
"1822_Cell_Index495978",3437
"1822_Cell_Index496115",2510
"1822_Cell_Index496405",554
"1822_Cell_Index496435",1546
"1822_Cell_Index496479",1529
"1822_Cell_Index49651",749
"1822_Cell_Index496617",518
"1822_Cell_Index496778",4757
"1822_Cell_Index496866",650
"1822_Cell_Index497015",1763
"1822_Cell_Index497111",1699
"1822_Cell_Index497164",814
"1822_Cell_Index497476",599
"1822_Cell_Index497517",1211
"1822_Cell_Index497565",534
"1822_Cell_Index497577",1217
"1822_Cell_Index497581",4046
"1822_Cell_Index497704",2949
"1822_Cell_Index497802",744
"1822_Cell_Index497804",12837
"1822_Cell_Index497867",2898
"1822_Cell_Index497902",594
"1822_Cell_Index49806",2439
"1822_Cell_Index498430",579
"1822_Cell_Index498562",4062
"1822_Cell_Index498588",3664
"1822_Cell_Index49861",1033
"1822_Cell_Index498796",642
"1822_Cell_Index498857",881
"1822_Cell_Index498909",683
"1822_Cell_Index49895",549
"1822_Cell_Index499120",587
"1822_Cell_Index499166",728
"1822_Cell_Index49918",3565
"1822_Cell_Index49940",566
"1822_Cell_Index499499",623
"1822_Cell_Index499691",1565
"1822_Cell_Index499732",6166
"1822_Cell_Index499749",1731
"1822_Cell_Index499956",722
"1822_Cell_Index499957",5209
"1822_Cell_Index499992",601
"1822_Cell_Index500031",722
"1822_Cell_Index500066",3194
"1822_Cell_Index500180",862
"1822_Cell_Index500254",605
"1822_Cell_Index500270",507
"1822_Cell_Index500298",592
"1822_Cell_Index500358",1384
"1822_Cell_Index5004",915
"1822_Cell_Index500415",597
"1822_Cell_Index500462",785
"1822_Cell_Index500588",861
"1822_Cell_Index500683",659
"1822_Cell_Index50073",4115
"1822_Cell_Index500735",921
"1822_Cell_Index500820",728
"1822_Cell_Index500846",752
"1822_Cell_Index500978",987
"1822_Cell_Index50100",4612
"1822_Cell_Index501057",1922
"1822_Cell_Index501082",516
"1822_Cell_Index501095",569
"1822_Cell_Index501142",4881
"1822_Cell_Index501210",516
"1822_Cell_Index50124",626
"1822_Cell_Index501331",1413
"1822_Cell_Index501443",721
"1822_Cell_Index501577",864
"1822_Cell_Index501578",18977
"1822_Cell_Index501769",556
"1822_Cell_Index501831",669
"1822_Cell_Index501899",617
"1822_Cell_Index501936",1659
"1822_Cell_Index501944",719
"1822_Cell_Index502034",975
"1822_Cell_Index502122",681
"1822_Cell_Index502189",544
"1822_Cell_Index502285",574
"1822_Cell_Index502316",12015
"1822_Cell_Index502462",530
"1822_Cell_Index502475",822
"1822_Cell_Index502578",9183
"1822_Cell_Index502810",3064
"1822_Cell_Index502874",4086
"1822_Cell_Index503047",6670
"1822_Cell_Index503264",795
"1822_Cell_Index503308",1140
"1822_Cell_Index503395",536
"1822_Cell_Index503437",762
"1822_Cell_Index503581",1870
"1822_Cell_Index503830",2148
"1822_Cell_Index503944",1364
"1822_Cell_Index503986",1104
"1822_Cell_Index504386",4339
"1822_Cell_Index504591",698
"1822_Cell_Index504658",1251
"1822_Cell_Index504674",630
"1822_Cell_Index504727",636
"1822_Cell_Index504812",7729
"1822_Cell_Index504853",6946
"1822_Cell_Index504985",4927
"1822_Cell_Index505411",650
"1822_Cell_Index505517",3426
"1822_Cell_Index505576",503
"1822_Cell_Index505645",4633
"1822_Cell_Index505714",5280
"1822_Cell_Index505765",819
"1822_Cell_Index505833",531
"1822_Cell_Index505893",1560
"1822_Cell_Index506132",2911
"1822_Cell_Index506348",5011
"1822_Cell_Index506428",593
"1822_Cell_Index506679",549
"1822_Cell_Index506741",3775
"1822_Cell_Index506780",6282
"1822_Cell_Index506845",611
"1822_Cell_Index506912",4282
"1822_Cell_Index506976",649
"1822_Cell_Index506988",735
"1822_Cell_Index507039",8207
"1822_Cell_Index507212",3458
"1822_Cell_Index50729",1073
"1822_Cell_Index507420",4808
"1822_Cell_Index507541",569
"1822_Cell_Index507553",621
"1822_Cell_Index507584",1539
"1822_Cell_Index50763",6248
"1822_Cell_Index507633",1439
"1822_Cell_Index507674",3499
"1822_Cell_Index507697",729
"1822_Cell_Index507703",639
"1822_Cell_Index507815",511
"1822_Cell_Index507817",4055
"1822_Cell_Index507878",3644
"1822_Cell_Index507899",763
"1822_Cell_Index507906",1712
"1822_Cell_Index507920",799
"1822_Cell_Index507945",825
"1822_Cell_Index507998",566
"1822_Cell_Index508018",859
"1822_Cell_Index508098",2952
"1822_Cell_Index508238",845
"1822_Cell_Index508257",2004
"1822_Cell_Index508267",2546
"1822_Cell_Index508593",2082
"1822_Cell_Index50861",2492
"1822_Cell_Index508647",521
"1822_Cell_Index508677",1005
"1822_Cell_Index508857",5399
"1822_Cell_Index508883",633
"1822_Cell_Index508941",9801
"1822_Cell_Index509125",603
"1822_Cell_Index509157",560
"1822_Cell_Index509263",524
"1822_Cell_Index509283",8835
"1822_Cell_Index509371",6410
"1822_Cell_Index509624",7368
"1822_Cell_Index509639",1176
"1822_Cell_Index509708",577
"1822_Cell_Index509717",6251
"1822_Cell_Index509830",4351
"1822_Cell_Index509851",755
"1822_Cell_Index50988",678
"1822_Cell_Index510048",637
"1822_Cell_Index510212",577
"1822_Cell_Index51023",554
"1822_Cell_Index510370",1522
"1822_Cell_Index510373",7029
"1822_Cell_Index510572",4532
"1822_Cell_Index5106",4669
"1822_Cell_Index510609",602
"1822_Cell_Index510738",2467
"1822_Cell_Index510826",743
"1822_Cell_Index51087",510
"1822_Cell_Index510885",805
"1822_Cell_Index510894",510
"1822_Cell_Index511130",556
"1822_Cell_Index511190",894
"1822_Cell_Index511243",1073
"1822_Cell_Index511283",562
"1822_Cell_Index511305",934
"1822_Cell_Index511348",6000
"1822_Cell_Index511422",734
"1822_Cell_Index511654",817
"1822_Cell_Index511821",3302
"1822_Cell_Index511910",525
"1822_Cell_Index511915",6459
"1822_Cell_Index511929",2908
"1822_Cell_Index511962",3024
"1822_Cell_Index512003",2822
"1822_Cell_Index512012",540
"1822_Cell_Index512043",751
"1822_Cell_Index512253",835
"1822_Cell_Index512653",1400
"1822_Cell_Index512776",739
"1822_Cell_Index512803",568
"1822_Cell_Index512807",544
"1822_Cell_Index512890",826
"1822_Cell_Index512933",2956
"1822_Cell_Index512991",2202
"1822_Cell_Index513095",908
"1822_Cell_Index513302",1070
"1822_Cell_Index513324",5998
"1822_Cell_Index513356",850
"1822_Cell_Index513612",959
"1822_Cell_Index513632",4251
"1822_Cell_Index513778",6073
"1822_Cell_Index513828",704
"1822_Cell_Index513894",1332
"1822_Cell_Index513969",627
"1822_Cell_Index514119",3472
"1822_Cell_Index514304",508
"1822_Cell_Index514454",876
"1822_Cell_Index514701",771
"1822_Cell_Index514739",8348
"1822_Cell_Index514792",1015
"1822_Cell_Index514898",1037
"1822_Cell_Index514902",1671
"1822_Cell_Index515076",933
"1822_Cell_Index515336",5772
"1822_Cell_Index515515",610
"1822_Cell_Index515658",649
"1822_Cell_Index51576",904
"1822_Cell_Index515764",1976
"1822_Cell_Index515784",7606
"1822_Cell_Index515826",562
"1822_Cell_Index515913",732
"1822_Cell_Index515917",553
"1822_Cell_Index51593",545
"1822_Cell_Index515982",536
"1822_Cell_Index516108",514
"1822_Cell_Index516109",724
"1822_Cell_Index516491",6665
"1822_Cell_Index516512",1061
"1822_Cell_Index516617",506
"1822_Cell_Index516919",550
"1822_Cell_Index51703",584
"1822_Cell_Index517265",907
"1822_Cell_Index517443",4795
"1822_Cell_Index517808",6756
"1822_Cell_Index517896",1608
"1822_Cell_Index517904",501
"1822_Cell_Index517944",3671
"1822_Cell_Index517952",1120
"1822_Cell_Index51796",11242
"1822_Cell_Index517966",772
"1822_Cell_Index517995",573
"1822_Cell_Index51804",1629
"1822_Cell_Index518121",5354
"1822_Cell_Index518151",1779
"1822_Cell_Index518224",4836
"1822_Cell_Index518249",712
"1822_Cell_Index518262",697
"1822_Cell_Index518277",7575
"1822_Cell_Index518575",8618
"1822_Cell_Index518663",682
"1822_Cell_Index518672",4800
"1822_Cell_Index51872",576
"1822_Cell_Index51873",737
"1822_Cell_Index518830",686
"1822_Cell_Index519058",722
"1822_Cell_Index519164",629
"1822_Cell_Index519257",1061
"1822_Cell_Index519270",660
"1822_Cell_Index5194",750
"1822_Cell_Index519533",1268
"1822_Cell_Index51954",2084
"1822_Cell_Index519699",2922
"1822_Cell_Index519858",548
"1822_Cell_Index519939",4345
"1822_Cell_Index519992",4713
"1822_Cell_Index520014",797
"1822_Cell_Index520276",5765
"1822_Cell_Index520304",11091
"1822_Cell_Index520409",575
"1822_Cell_Index520466",1168
"1822_Cell_Index520511",1725
"1822_Cell_Index520624",4172
"1822_Cell_Index520976",991
"1822_Cell_Index521019",6469
"1822_Cell_Index52104",812
"1822_Cell_Index521116",2588
"1822_Cell_Index521220",760
"1822_Cell_Index521253",724
"1822_Cell_Index521396",541
"1822_Cell_Index5214",3676
"1822_Cell_Index521426",5067
"1822_Cell_Index521658",1466
"1822_Cell_Index521684",4707
"1822_Cell_Index521702",5159
"1822_Cell_Index521727",542
"1822_Cell_Index521812",611
"1822_Cell_Index521888",504
"1822_Cell_Index521972",4664
"1822_Cell_Index522024",4831
"1822_Cell_Index522230",534
"1822_Cell_Index522309",703
"1822_Cell_Index522446",564
"1822_Cell_Index522573",1404
"1822_Cell_Index5226",682
"1822_Cell_Index522694",4057
"1822_Cell_Index522705",572
"1822_Cell_Index522735",549
"1822_Cell_Index522901",721
"1822_Cell_Index523029",4030
"1822_Cell_Index523054",1056
"1822_Cell_Index523369",575
"1822_Cell_Index523392",505
"1822_Cell_Index5234",631
"1822_Cell_Index523430",9954
"1822_Cell_Index523507",762
"1822_Cell_Index523667",528
"1822_Cell_Index523673",747
"1822_Cell_Index523756",1500
"1822_Cell_Index523774",560
"1822_Cell_Index52379",750
"1822_Cell_Index523978",7402
"1822_Cell_Index523980",2552
"1822_Cell_Index524033",598
"1822_Cell_Index524726",525
"1822_Cell_Index524943",4296
"1822_Cell_Index524949",1788
"1822_Cell_Index524963",6018
"1822_Cell_Index524966",4559
"1822_Cell_Index524999",7092
"1822_Cell_Index525037",4402
"1822_Cell_Index525137",4369
"1822_Cell_Index52515",5179
"1822_Cell_Index52520",3624
"1822_Cell_Index525434",7356
"1822_Cell_Index525552",3781
"1822_Cell_Index52560",2272
"1822_Cell_Index525716",712
"1822_Cell_Index525929",579
"1822_Cell_Index526174",577
"1822_Cell_Index526221",861
"1822_Cell_Index526317",958
"1822_Cell_Index526374",521
"1822_Cell_Index526458",15624
"1822_Cell_Index52646",3117
"1822_Cell_Index526481",998
"1822_Cell_Index526506",1719
"1822_Cell_Index526586",3689
"1822_Cell_Index526667",2109
"1822_Cell_Index526707",647
"1822_Cell_Index526736",5020
"1822_Cell_Index526824",4869
"1822_Cell_Index52686",1379
"1822_Cell_Index526877",825
"1822_Cell_Index526883",524
"1822_Cell_Index526896",635
"1822_Cell_Index526953",791
"1822_Cell_Index526983",943
"1822_Cell_Index527018",2437
"1822_Cell_Index527056",4475
"1822_Cell_Index527156",663
"1822_Cell_Index527247",702
"1822_Cell_Index52726",504
"1822_Cell_Index527358",5962
"1822_Cell_Index527399",649
"1822_Cell_Index527438",550
"1822_Cell_Index527444",1082
"1822_Cell_Index52763",7170
"1822_Cell_Index527661",728
"1822_Cell_Index527753",5401
"1822_Cell_Index527949",552
"1822_Cell_Index528066",660
"1822_Cell_Index528109",1418
"1822_Cell_Index528127",1228
"1822_Cell_Index528217",3711
"1822_Cell_Index528242",4660
"1822_Cell_Index528295",1481
"1822_Cell_Index528641",774
"1822_Cell_Index528819",606
"1822_Cell_Index528996",6444
"1822_Cell_Index5291",6598
"1822_Cell_Index529161",2867
"1822_Cell_Index529189",4763
"1822_Cell_Index529343",548
"1822_Cell_Index529642",7203
"1822_Cell_Index529667",564
"1822_Cell_Index529673",549
"1822_Cell_Index529819",8590
"1822_Cell_Index529999",3854
"1822_Cell_Index530033",2035
"1822_Cell_Index53005",1470
"1822_Cell_Index530067",2761
"1822_Cell_Index530174",587
"1822_Cell_Index53067",9542
"1822_Cell_Index530796",825
"1822_Cell_Index530933",778
"1822_Cell_Index530944",2724
"1822_Cell_Index530981",513
"1822_Cell_Index531105",542
"1822_Cell_Index531110",1422
"1822_Cell_Index531156",756
"1822_Cell_Index531206",631
"1822_Cell_Index531312",629
"1822_Cell_Index531344",662
"1822_Cell_Index531885",568
"1822_Cell_Index531899",6231
"1822_Cell_Index531964",583
"1822_Cell_Index532079",6016
"1822_Cell_Index532160",3410
"1822_Cell_Index532176",860
"1822_Cell_Index532198",627
"1822_Cell_Index532310",6503
"1822_Cell_Index532530",3178
"1822_Cell_Index532651",4293
"1822_Cell_Index532781",647
"1822_Cell_Index532886",687
"1822_Cell_Index532893",680
"1822_Cell_Index533022",1432
"1822_Cell_Index533243",5065
"1822_Cell_Index533274",3357
"1822_Cell_Index533535",543
"1822_Cell_Index533590",696
"1822_Cell_Index533655",1809
"1822_Cell_Index533729",1045
"1822_Cell_Index53379",582
"1822_Cell_Index533951",4087
"1822_Cell_Index534011",5952
"1822_Cell_Index534149",6217
"1822_Cell_Index534170",9492
"1822_Cell_Index534200",745
"1822_Cell_Index534202",512
"1822_Cell_Index534278",9259
"1822_Cell_Index534443",672
"1822_Cell_Index534622",600
"1822_Cell_Index534651",556
"1822_Cell_Index534656",941
"1822_Cell_Index534796",754
"1822_Cell_Index534804",4946
"1822_Cell_Index534807",657
"1822_Cell_Index534872",705
"1822_Cell_Index535051",610
"1822_Cell_Index535111",10776
"1822_Cell_Index535335",4137
"1822_Cell_Index535376",661
"1822_Cell_Index535504",565
