"Cell_Index","UMIs_mouse"
"1820_Cell_Index16148",1650
"1820_Cell_Index161620",932
"1820_Cell_Index161683",2970
"1820_Cell_Index161684",2283
"1820_Cell_Index161750",4828
"1820_Cell_Index161769",1478
"1820_Cell_Index16191",2741
"1820_Cell_Index162099",2484
"1820_Cell_Index16222",1784
"1820_Cell_Index162238",4568
"1820_Cell_Index162338",25656
"1820_Cell_Index162444",14638
"1820_Cell_Index162517",2452
"1820_Cell_Index162549",4129
"1820_Cell_Index162619",2012
"1820_Cell_Index162673",11954
"1820_Cell_Index162701",2016
"1820_Cell_Index162745",1617
"1820_Cell_Index162775",2870
"1820_Cell_Index162852",2098
"1820_Cell_Index16292",2041
"1820_Cell_Index162943",2744
"1820_Cell_Index163073",1710
"1820_Cell_Index163093",2243
"1820_Cell_Index163143",2115
"1820_Cell_Index163152",2258
"1820_Cell_Index163171",9843
"1820_Cell_Index163207",709
"1820_Cell_Index163311",2569
"1820_Cell_Index163432",1015
"1820_Cell_Index163472",1860
"1820_Cell_Index163481",2220
"1820_Cell_Index163535",3413
"1820_Cell_Index163553",4107
"1820_Cell_Index163568",3202
"1820_Cell_Index163623",1305
"1820_Cell_Index163655",14261
"1820_Cell_Index163719",2746
"1820_Cell_Index163721",22360
"1820_Cell_Index163895",2129
"1820_Cell_Index164007",2728
"1820_Cell_Index164101",2328
"1820_Cell_Index164104",2554
"1820_Cell_Index164196",3375
"1820_Cell_Index164200",2923
"1820_Cell_Index164231",1262
"1820_Cell_Index164353",2000
"1820_Cell_Index164374",3109
"1820_Cell_Index164431",1849
"1820_Cell_Index164475",1819
"1820_Cell_Index164635",6441
"1820_Cell_Index164675",2376
"1820_Cell_Index1647",2933
"1820_Cell_Index164805",2058
"1820_Cell_Index164919",2908
"1820_Cell_Index164967",3035
"1820_Cell_Index16502",2064
"1820_Cell_Index165031",2192
"1820_Cell_Index165071",1270
"1820_Cell_Index165086",8042
"1820_Cell_Index165115",2843
"1820_Cell_Index16531",3024
"1820_Cell_Index165321",3227
"1820_Cell_Index165433",24338
"1820_Cell_Index165480",2220
"1820_Cell_Index165649",2442
"1820_Cell_Index165718",17321
"1820_Cell_Index165739",1948
"1820_Cell_Index165746",13979
"1820_Cell_Index165764",3227
"1820_Cell_Index165944",2306
"1820_Cell_Index165958",2804
"1820_Cell_Index165962",2592
"1820_Cell_Index166019",3296
"1820_Cell_Index166143",13570
"1820_Cell_Index166225",5365
"1820_Cell_Index166269",1758
"1820_Cell_Index166490",840
"1820_Cell_Index166688",21244
"1820_Cell_Index16673",2559
"1820_Cell_Index166839",1291
"1820_Cell_Index167063",2718
"1820_Cell_Index16708",2892
"1820_Cell_Index167282",2773
"1820_Cell_Index167299",2611
"1820_Cell_Index167323",2216
"1820_Cell_Index167328",2236
"1820_Cell_Index167402",2822
"1820_Cell_Index167443",2914
"1820_Cell_Index16749",1593
"1820_Cell_Index167524",2298
"1820_Cell_Index167557",2935
"1820_Cell_Index167564",2318
"1820_Cell_Index167717",3337
"1820_Cell_Index167892",2885
"1820_Cell_Index167952",2030
"1820_Cell_Index167987",1972
"1820_Cell_Index168032",2571
"1820_Cell_Index168049",2078
"1820_Cell_Index168061",2390
"1820_Cell_Index168146",11943
"1820_Cell_Index168147",2302
"1820_Cell_Index168162",2385
"1820_Cell_Index168263",11757
"1820_Cell_Index168274",2576
"1820_Cell_Index168496",2290
"1820_Cell_Index168507",2504
"1820_Cell_Index168543",16223
"1820_Cell_Index168553",2647
"1820_Cell_Index168601",2040
"1820_Cell_Index168682",2738
"1820_Cell_Index168767",2720
"1820_Cell_Index16878",1391
"1820_Cell_Index16884",1174
"1820_Cell_Index168856",2553
"1820_Cell_Index168857",3664
"1820_Cell_Index168914",9980
"1820_Cell_Index168933",2253
"1820_Cell_Index16909",1737
"1820_Cell_Index169233",4017
"1820_Cell_Index169266",11048
"1820_Cell_Index169452",2121
"1820_Cell_Index16959",1328
"1820_Cell_Index169663",2287
"1820_Cell_Index169705",1886
"1820_Cell_Index169708",2131
"1820_Cell_Index169808",2404
"1820_Cell_Index169875",1747
"1820_Cell_Index169975",8896
"1820_Cell_Index17007",2454
"1820_Cell_Index170095",1781
"1820_Cell_Index170103",1554
"1820_Cell_Index170232",1978
"1820_Cell_Index170250",17079
"1820_Cell_Index170268",656
"1820_Cell_Index170294",1630
"1820_Cell_Index170343",2836
"1820_Cell_Index170375",4961
"1820_Cell_Index17042",3604
"1820_Cell_Index170442",3253
"1820_Cell_Index170582",1183
"1820_Cell_Index170631",959
"1820_Cell_Index170647",2847
"1820_Cell_Index170705",2099
"1820_Cell_Index170779",2144
"1820_Cell_Index170807",1587
"1820_Cell_Index170873",2408
"1820_Cell_Index171187",1740
"1820_Cell_Index1712",3442
"1820_Cell_Index171337",22258
"1820_Cell_Index171392",769
"1820_Cell_Index171425",1976
"1820_Cell_Index17144",1278
"1820_Cell_Index171447",5514
"1820_Cell_Index171461",5141
"1820_Cell_Index171491",804
"1820_Cell_Index171526",10084
"1820_Cell_Index171553",1374
"1820_Cell_Index171621",3332
"1820_Cell_Index171659",1652
"1820_Cell_Index171750",1563
"1820_Cell_Index171781",15114
"1820_Cell_Index171794",2877
"1820_Cell_Index17192",1535
"1820_Cell_Index171939",2067
"1820_Cell_Index172010",2021
"1820_Cell_Index172015",2196
"1820_Cell_Index172183",4277
"1820_Cell_Index172196",5017
"1820_Cell_Index172246",15491
"1820_Cell_Index172275",1588
"1820_Cell_Index172319",1350
"1820_Cell_Index172376",13199
"1820_Cell_Index1725",2312
"1820_Cell_Index17258",24203
"1820_Cell_Index172580",2519
"1820_Cell_Index17262",2513
"1820_Cell_Index172656",3167
"1820_Cell_Index172713",2478
"1820_Cell_Index172732",1692
"1820_Cell_Index172866",2099
"1820_Cell_Index172998",2748
"1820_Cell_Index173007",1925
"1820_Cell_Index173017",2042
"1820_Cell_Index173028",2271
"1820_Cell_Index173129",2216
"1820_Cell_Index17319",3201
"1820_Cell_Index173200",2389
"1820_Cell_Index173264",9427
"1820_Cell_Index1735",1481
"1820_Cell_Index173530",2016
"1820_Cell_Index173718",1969
"1820_Cell_Index173772",1147
"1820_Cell_Index173861",2364
"1820_Cell_Index173862",2077
"1820_Cell_Index17387",3522
"1820_Cell_Index173934",3664
"1820_Cell_Index173935",2236
"1820_Cell_Index174085",3003
"1820_Cell_Index174284",2624
"1820_Cell_Index17435",2666
"1820_Cell_Index174408",1682
"1820_Cell_Index174442",2043
"1820_Cell_Index174474",2037
"1820_Cell_Index174497",1815
"1820_Cell_Index174574",2257
"1820_Cell_Index174658",2948
"1820_Cell_Index174662",4111
"1820_Cell_Index174860",3516
"1820_Cell_Index174968",680
"1820_Cell_Index174983",2369
"1820_Cell_Index175036",2545
"1820_Cell_Index175094",1646
"1820_Cell_Index175141",14744
"1820_Cell_Index175309",2073
"1820_Cell_Index175371",11314
"1820_Cell_Index175390",1996
"1820_Cell_Index17549",3108
"1820_Cell_Index175554",27209
"1820_Cell_Index175556",2178
"1820_Cell_Index175643",2184
"1820_Cell_Index175970",15999
"1820_Cell_Index176333",2376
"1820_Cell_Index176382",17648
"1820_Cell_Index176422",16043
"1820_Cell_Index176459",33784
"1820_Cell_Index17652",2169
"1820_Cell_Index176584",3701
"1820_Cell_Index176663",1001
"1820_Cell_Index17667",36885
"1820_Cell_Index176722",2132
"1820_Cell_Index176822",18744
"1820_Cell_Index177070",4111
"1820_Cell_Index177080",2335
"1820_Cell_Index177160",2577
"1820_Cell_Index177204",1608
"1820_Cell_Index17734",1762
"1820_Cell_Index177415",10501
"1820_Cell_Index177576",21920
"1820_Cell_Index177689",3498
"1820_Cell_Index177699",3691
"1820_Cell_Index177829",2558
"1820_Cell_Index177990",1288
"1820_Cell_Index178279",4260
"1820_Cell_Index178334",3121
"1820_Cell_Index178366",3417
"1820_Cell_Index178446",2113
"1820_Cell_Index178497",2220
"1820_Cell_Index178556",2867
"1820_Cell_Index178660",2850
"1820_Cell_Index178704",907
"1820_Cell_Index178751",2747
"1820_Cell_Index178802",1126
"1820_Cell_Index178843",2068
"1820_Cell_Index178964",1931
"1820_Cell_Index178984",2249
"1820_Cell_Index179007",17148
"1820_Cell_Index179072",2655
"1820_Cell_Index179102",4199
"1820_Cell_Index179103",1009
"1820_Cell_Index179203",1365
"1820_Cell_Index179233",3507
"1820_Cell_Index179295",14195
"1820_Cell_Index179410",2883
"1820_Cell_Index179595",1528
"1820_Cell_Index17970",2188
"1820_Cell_Index1799",987
"1820_Cell_Index179997",1782
"1820_Cell_Index18009",10021
"1820_Cell_Index180227",12689
"1820_Cell_Index180250",20251
"1820_Cell_Index180295",2043
"1820_Cell_Index180308",2703
"1820_Cell_Index180324",2592
"1820_Cell_Index180365",2445
"1820_Cell_Index18040",1931
"1820_Cell_Index180461",2138
"1820_Cell_Index180493",14637
"1820_Cell_Index180602",2221
"1820_Cell_Index180633",1952
"1820_Cell_Index180654",2226
"1820_Cell_Index180676",1888
"1820_Cell_Index180983",2433
"1820_Cell_Index181075",1802
"1820_Cell_Index181174",2448
"1820_Cell_Index18123",1800
"1820_Cell_Index181237",2442
"1820_Cell_Index18124",2818
"1820_Cell_Index181269",2146
"1820_Cell_Index181299",2966
"1820_Cell_Index18132",2372
"1820_Cell_Index181331",1888
"1820_Cell_Index181334",2390
"1820_Cell_Index181335",2332
"1820_Cell_Index181367",3463
"1820_Cell_Index181416",1685
"1820_Cell_Index181435",3080
"1820_Cell_Index181569",2211
"1820_Cell_Index181680",2519
"1820_Cell_Index181709",1696
"1820_Cell_Index181722",17752
"1820_Cell_Index181741",18805
"1820_Cell_Index181762",3469
"1820_Cell_Index18184",1409
"1820_Cell_Index182100",3063
"1820_Cell_Index182214",2250
"1820_Cell_Index182260",2119
"1820_Cell_Index182369",2415
"1820_Cell_Index182396",1708
"1820_Cell_Index182602",2717
"1820_Cell_Index182809",8559
"1820_Cell_Index182935",2994
"1820_Cell_Index182979",582
"1820_Cell_Index18313",2700
"1820_Cell_Index183186",1980
"1820_Cell_Index183293",2399
"1820_Cell_Index18335",814
"1820_Cell_Index183384",975
"1820_Cell_Index183386",18125
"1820_Cell_Index183468",1877
"1820_Cell_Index18365",1652
"1820_Cell_Index183689",803
"1820_Cell_Index183801",2381
"1820_Cell_Index183821",992
"1820_Cell_Index183825",3308
"1820_Cell_Index183930",2729
"1820_Cell_Index183941",2777
"1820_Cell_Index18399",3086
"1820_Cell_Index184034",2612
"1820_Cell_Index184091",2140
"1820_Cell_Index18410",2566
"1820_Cell_Index184113",1639
"1820_Cell_Index184120",775
"1820_Cell_Index184143",2995
"1820_Cell_Index184299",2289
"1820_Cell_Index184300",2815
"1820_Cell_Index184364",2399
"1820_Cell_Index18440",2629
"1820_Cell_Index184433",908
"1820_Cell_Index184478",2203
"1820_Cell_Index184493",2172
"1820_Cell_Index184545",2854
"1820_Cell_Index184554",1582
"1820_Cell_Index184650",1606
"1820_Cell_Index184651",1698
"1820_Cell_Index184660",1510
"1820_Cell_Index184767",1563
"1820_Cell_Index184842",2523
"1820_Cell_Index185020",1312
"1820_Cell_Index185032",23686
"1820_Cell_Index185050",1544
"1820_Cell_Index185125",2486
"1820_Cell_Index185141",3951
"1820_Cell_Index185163",3093
"1820_Cell_Index185190",2481
"1820_Cell_Index185422",2858
"1820_Cell_Index185625",2725
"1820_Cell_Index18574",3369
"1820_Cell_Index185742",1782
"1820_Cell_Index185743",1934
"1820_Cell_Index185744",2466
"1820_Cell_Index185756",1857
"1820_Cell_Index185785",2014
"1820_Cell_Index185787",2421
"1820_Cell_Index18592",1482
"1820_Cell_Index186080",1466
"1820_Cell_Index186098",2421
"1820_Cell_Index18618",14852
"1820_Cell_Index186227",2225
"1820_Cell_Index186243",2509
"1820_Cell_Index186269",1975
"1820_Cell_Index186379",2219
"1820_Cell_Index186447",2472
"1820_Cell_Index186459",610
"1820_Cell_Index186601",1848
"1820_Cell_Index186615",1676
"1820_Cell_Index18674",1951
"1820_Cell_Index186822",915
"1820_Cell_Index186900",2438
"1820_Cell_Index186935",1192
"1820_Cell_Index186937",3155
"1820_Cell_Index186971",1801
"1820_Cell_Index187026",2173
"1820_Cell_Index187033",2890
"1820_Cell_Index187126",2120
"1820_Cell_Index187249",2545
"1820_Cell_Index187254",2120
"1820_Cell_Index187365",2222
"1820_Cell_Index187387",2901
"1820_Cell_Index187447",2114
"1820_Cell_Index187498",6367
"1820_Cell_Index187730",6692
"1820_Cell_Index187792",1550
"1820_Cell_Index187872",17256
"1820_Cell_Index188036",3121
"1820_Cell_Index188150",2760
"1820_Cell_Index18822",11897
"1820_Cell_Index188221",6632
"1820_Cell_Index188362",2427
"1820_Cell_Index18844",2027
"1820_Cell_Index188454",2236
"1820_Cell_Index188600",2260
"1820_Cell_Index188671",1605
"1820_Cell_Index188707",1917
"1820_Cell_Index188726",694
"1820_Cell_Index188845",1908
"1820_Cell_Index188894",2212
"1820_Cell_Index188902",2249
"1820_Cell_Index188924",1644
"1820_Cell_Index188981",1653
"1820_Cell_Index189026",2918
"1820_Cell_Index189028",1682
"1820_Cell_Index18906",2071
"1820_Cell_Index189084",8432
"1820_Cell_Index189173",14772
"1820_Cell_Index189225",2762
"1820_Cell_Index189294",1289
"1820_Cell_Index189374",2471
"1820_Cell_Index18946",1903
"1820_Cell_Index18949",6542
"1820_Cell_Index189514",2400
"1820_Cell_Index189522",3232
"1820_Cell_Index189620",5245
"1820_Cell_Index18972",1962
"1820_Cell_Index189914",5966
"1820_Cell_Index190101",21406
"1820_Cell_Index190121",2505
"1820_Cell_Index190225",4572
"1820_Cell_Index190273",10404
"1820_Cell_Index19029",4760
"1820_Cell_Index190299",2171
"1820_Cell_Index190390",2140
"1820_Cell_Index19049",3135
"1820_Cell_Index190588",11617
"1820_Cell_Index190590",1593
"1820_Cell_Index190639",2144
"1820_Cell_Index190864",3619
"1820_Cell_Index190917",2228
"1820_Cell_Index191191",2862
"1820_Cell_Index1913",18955
"1820_Cell_Index19143",5506
"1820_Cell_Index191508",2026
"1820_Cell_Index191590",3217
"1820_Cell_Index191615",13009
"1820_Cell_Index191618",2049
"1820_Cell_Index191708",2519
"1820_Cell_Index191728",1824
"1820_Cell_Index191777",4253
"1820_Cell_Index191809",4719
"1820_Cell_Index191855",2925
"1820_Cell_Index192023",1064
"1820_Cell_Index192130",2394
"1820_Cell_Index192153",9319
"1820_Cell_Index19223",1810
"1820_Cell_Index192257",1758
"1820_Cell_Index192295",2242
"1820_Cell_Index192365",1219
"1820_Cell_Index192490",2750
"1820_Cell_Index192591",3875
"1820_Cell_Index192594",36688
"1820_Cell_Index192606",2017
"1820_Cell_Index192720",3042
"1820_Cell_Index192756",2637
"1820_Cell_Index192761",2281
"1820_Cell_Index192810",1866
"1820_Cell_Index192816",4316
"1820_Cell_Index192830",1687
"1820_Cell_Index193122",1050
"1820_Cell_Index193216",2454
"1820_Cell_Index193236",2016
"1820_Cell_Index193242",3250
"1820_Cell_Index19330",2551
"1820_Cell_Index193300",1723
"1820_Cell_Index193341",1131
"1820_Cell_Index193383",23586
"1820_Cell_Index193510",2497
"1820_Cell_Index193587",2159
"1820_Cell_Index193715",1537
"1820_Cell_Index193771",3178
"1820_Cell_Index193772",1151
"1820_Cell_Index1938",1013
"1820_Cell_Index193824",2221
"1820_Cell_Index194004",1906
"1820_Cell_Index194043",2310
"1820_Cell_Index194159",2134
"1820_Cell_Index194204",2973
"1820_Cell_Index194242",2733
"1820_Cell_Index194254",1882
"1820_Cell_Index194394",1813
"1820_Cell_Index19441",55904
"1820_Cell_Index194411",2824
"1820_Cell_Index194470",1664
"1820_Cell_Index194475",2533
"1820_Cell_Index194508",1547
"1820_Cell_Index19465",2071
"1820_Cell_Index194679",2823
"1820_Cell_Index195023",2821
"1820_Cell_Index195126",2738
"1820_Cell_Index195152",11064
"1820_Cell_Index195267",4381
"1820_Cell_Index195347",2706
"1820_Cell_Index19572",2852
"1820_Cell_Index195827",6406
"1820_Cell_Index195831",2669
"1820_Cell_Index195852",2805
"1820_Cell_Index195879",20074
"1820_Cell_Index196185",2044
"1820_Cell_Index196212",1982
"1820_Cell_Index196217",2333
"1820_Cell_Index196236",2616
"1820_Cell_Index196251",2039
"1820_Cell_Index196462",1372
"1820_Cell_Index19663",7904
"1820_Cell_Index196810",4257
"1820_Cell_Index196815",2846
"1820_Cell_Index196903",2752
"1820_Cell_Index196970",3849
"1820_Cell_Index196973",2184
"1820_Cell_Index197038",2189
"1820_Cell_Index197097",2330
"1820_Cell_Index197115",2719
"1820_Cell_Index197278",618
"1820_Cell_Index19730",557
"1820_Cell_Index197314",2009
"1820_Cell_Index197330",2934
"1820_Cell_Index197417",2000
"1820_Cell_Index197442",2471
"1820_Cell_Index197454",2446
"1820_Cell_Index1975",2917
"1820_Cell_Index197522",3274
"1820_Cell_Index197526",2806
"1820_Cell_Index197611",3386
"1820_Cell_Index197685",26829
"1820_Cell_Index197716",2728
"1820_Cell_Index197802",2887
"1820_Cell_Index197890",2053
"1820_Cell_Index197905",810
"1820_Cell_Index197951",1974
"1820_Cell_Index19798",3275
"1820_Cell_Index197999",2522
"1820_Cell_Index198036",1591
"1820_Cell_Index198245",3296
"1820_Cell_Index198368",16299
"1820_Cell_Index198453",54812
"1820_Cell_Index198534",19212
"1820_Cell_Index198542",2282
"1820_Cell_Index198669",19715
"1820_Cell_Index198795",1999
"1820_Cell_Index198824",765
"1820_Cell_Index198829",3019
"1820_Cell_Index198982",3105
"1820_Cell_Index198999",1191
"1820_Cell_Index19905",934
"1820_Cell_Index19927",17869
"1820_Cell_Index19929",10702
"1820_Cell_Index199322",2549
"1820_Cell_Index199328",2932
"1820_Cell_Index199382",2211
"1820_Cell_Index199446",2808
"1820_Cell_Index199606",1910
"1820_Cell_Index199627",1851
"1820_Cell_Index19966",3288
"1820_Cell_Index199761",2161
"1820_Cell_Index199763",1961
"1820_Cell_Index199789",519
"1820_Cell_Index199805",2329
"1820_Cell_Index199907",2355
"1820_Cell_Index199994",2004
"1820_Cell_Index199996",3163
"1820_Cell_Index20",2239
"1820_Cell_Index200006",14518
"1820_Cell_Index200029",3275
"1820_Cell_Index200042",2629
"1820_Cell_Index200124",526
"1820_Cell_Index200182",2515
"1820_Cell_Index200208",2957
"1820_Cell_Index200463",1464
"1820_Cell_Index200660",2958
"1820_Cell_Index200791",4698
"1820_Cell_Index200849",2696
"1820_Cell_Index200883",3173
"1820_Cell_Index201054",3532
"1820_Cell_Index201105",2227
"1820_Cell_Index201215",1593
"1820_Cell_Index201239",876
"1820_Cell_Index201240",2020
"1820_Cell_Index201279",4341
"1820_Cell_Index201326",4189
"1820_Cell_Index201369",2968
"1820_Cell_Index201371",2745
"1820_Cell_Index201438",2260
"1820_Cell_Index201547",16562
"1820_Cell_Index201720",1367
"1820_Cell_Index201819",1674
"1820_Cell_Index201846",1680
"1820_Cell_Index201937",2684
"1820_Cell_Index202193",2225
"1820_Cell_Index202246",2880
"1820_Cell_Index202261",45590
"1820_Cell_Index202272",2354
"1820_Cell_Index202276",2419
"1820_Cell_Index202286",20659
"1820_Cell_Index202306",19188
"1820_Cell_Index202500",2221
"1820_Cell_Index202559",3491
"1820_Cell_Index202711",9349
"1820_Cell_Index202829",2668
"1820_Cell_Index202834",1445
"1820_Cell_Index202844",3411
"1820_Cell_Index202855",2701
"1820_Cell_Index202885",2554
"1820_Cell_Index20298",2616
"1820_Cell_Index203037",10999
"1820_Cell_Index203137",3595
"1820_Cell_Index203179",3057
"1820_Cell_Index203190",2635
"1820_Cell_Index203250",3233
"1820_Cell_Index203310",1065
"1820_Cell_Index203346",3583
"1820_Cell_Index203382",1771
"1820_Cell_Index203535",12883
"1820_Cell_Index203542",2598
"1820_Cell_Index203626",2228
"1820_Cell_Index204314",2919
"1820_Cell_Index204357",2919
"1820_Cell_Index204399",2716
"1820_Cell_Index20456",1685
"1820_Cell_Index204575",2740
"1820_Cell_Index204643",5171
"1820_Cell_Index2047",2696
"1820_Cell_Index204852",2928
"1820_Cell_Index204900",2760
"1820_Cell_Index205012",3122
"1820_Cell_Index205089",2704
"1820_Cell_Index20520",3071
"1820_Cell_Index205330",2870
"1820_Cell_Index205370",3859
"1820_Cell_Index205397",2630
"1820_Cell_Index205454",2082
"1820_Cell_Index205456",3098
"1820_Cell_Index205532",2727
"1820_Cell_Index20573",2286
"1820_Cell_Index205771",1968
"1820_Cell_Index205792",2629
"1820_Cell_Index205848",2383
"1820_Cell_Index205885",6835
"1820_Cell_Index205899",2812
"1820_Cell_Index205940",3602
"1820_Cell_Index205976",20464
"1820_Cell_Index206006",1456
"1820_Cell_Index206070",2868
"1820_Cell_Index206216",2567
"1820_Cell_Index206229",3640
"1820_Cell_Index206309",2970
"1820_Cell_Index206316",7776
"1820_Cell_Index206327",2355
"1820_Cell_Index206357",3057
"1820_Cell_Index206405",2685
"1820_Cell_Index206527",2747
"1820_Cell_Index206590",731
"1820_Cell_Index206634",3739
"1820_Cell_Index206654",1861
"1820_Cell_Index206674",49168
"1820_Cell_Index206702",2696
"1820_Cell_Index206743",3253
"1820_Cell_Index20675",2537
"1820_Cell_Index206900",2417
"1820_Cell_Index206921",2007
"1820_Cell_Index20702",1873
"1820_Cell_Index20706",2313
"1820_Cell_Index207217",2040
"1820_Cell_Index207480",3307
"1820_Cell_Index207524",18776
"1820_Cell_Index207596",3785
"1820_Cell_Index207671",1557
"1820_Cell_Index207717",2106
"1820_Cell_Index207773",918
"1820_Cell_Index207917",2882
"1820_Cell_Index207948",31468
"1820_Cell_Index207965",1403
"1820_Cell_Index208117",2619
"1820_Cell_Index208227",734
"1820_Cell_Index208233",2994
