####################
## BD WTA Rhapsody Analysis Pipeline Version 1.9.1
## Analysis Date: 2022-01-21 02:35:02
## Sample: 7272
## Reference: index_star_CHR.tar
####################
Gene,Status,Raw_Reads,Raw_Molecules,Raw_Seq_Depth,RSEC_Adjusted_Molecules,RSEC_Adjusted_Seq_Depth,RSEC_Adjusted_Seq_Depth_without_Singletons
ABHD17A,pass,94,9,10.44,5,18.8,45.5
ABHD17B,pass,507,39,13.0,29,17.48,22.73
ABHD17C,pass,1348,126,10.7,107,12.6,15.95
ABHD18,pass,726,61,11.9,49,14.82,20.34
ABHD2,pass,1752,119,14.72,87,20.14,24.45
ABHD3,pass,370,27,13.7,22,16.82,21.47
ABHD4,pass,306,29,10.55,22,13.91,19.93
ABHD5,pass,840,63,13.33,47,17.87,19.88
ABHD6,pass,155,10,15.5,6,25.83,30.8
ABHD8,pass,52,2,26.0,2,26.0,51.0
ABI1,pass,3050,337,9.05,265,11.51,14.59
ABI1P1,low_depth,1,1,1.0,1,1.0,0.0
ABI2,pass,88,14,6.29,12,7.33,13.67
ABI3,low_depth,1,1,1.0,1,1.0,0.0
ABI3BP,pass,2525,326,7.75,274,9.22,11.67
ABL1,pass,346,36,9.61,33,10.48,15.23
ABL2,pass,499,49,10.18,37,13.49,24.1
ABLIM1,pass,187,24,7.79,21,8.9,16.09
ABLIM2,low_depth,1,1,1.0,1,1.0,0.0
ABLIM3,pass,47,14,3.36,11,4.27,37.0
ABO,low_depth,1,1,1.0,1,1.0,0.0
ABR,pass,402,44,9.14,34,11.82,15.15
ABRACL,pass,1851,228,8.12,206,8.99,11.54
ABRAXAS1,low_depth,85,35,2.43,35,2.43,3.63
ABRAXAS2,pass,413,41,10.07,35,11.8,17.43
ABT1,pass,180,13,13.85,10,18.0,19.89
ABTB1,pass,39,3,13.0,3,13.0,19.0
ABTB2,pass,467,37,12.62,28,16.68,20.95
AC000036.1,low_depth,1,1,1.0,1,1.0,0.0
AC000077.1,pass,56,6,9.33,6,9.33,13.5
AC000081.1,low_depth,9,8,1.12,8,1.12,2.0
AC000089.1,low_depth,3,3,1.0,3,1.0,0.0
AC000123.3,pass,53,10,5.3,10,5.3,22.5
AC000362.1,pass,7,4,1.75,4,1.75,4.0
AC000403.1,low_depth,1,1,1.0,1,1.0,0.0
AC001226.2,low_depth,1,1,1.0,1,1.0,0.0
AC002044.1,low_depth,21,15,1.4,15,1.4,2.0
AC002044.2,low_depth,2,2,1.0,2,1.0,0.0
AC002056.1,low_depth,1,1,1.0,1,1.0,0.0
AC002069.1,low_depth,2,1,2.0,1,2.0,2.0
AC002075.2,pass,83,22,3.77,20,4.15,13.6
AC002076.1,low_depth,1,1,1.0,1,1.0,0.0
AC002310.1,low_depth,3,2,1.5,2,1.5,2.0
AC002310.2,low_depth,1,1,1.0,1,1.0,0.0
AC002367.1,pass,97,34,2.85,31,3.13,6.5
AC002375.1,low_depth,1,1,1.0,1,1.0,0.0
AC002381.1,pass,141,72,1.96,71,1.99,4.33
AC002383.1,low_depth,3,3,1.0,3,1.0,0.0
AC002429.2,low_depth,1,1,1.0,1,1.0,0.0
AC002451.1,low_depth,1,1,1.0,1,1.0,0.0
AC002454.1,pass,26,1,26.0,1,26.0,26.0
AC002467.1,pass,35,4,8.75,4,8.75,11.33
AC002486.2,low_depth,10,4,2.5,4,2.5,3.0
AC002524.1,low_depth,6,4,1.5,4,1.5,2.0
AC002543.1,low_depth,10,10,1.0,10,1.0,0.0
AC002545.1,pass,95,8,11.88,7,13.57,30.33
AC002551.1,low_depth,1,1,1.0,1,1.0,0.0
AC002558.1,pass,40,10,4.0,10,4.0,31.0
AC002558.3,pass,12,1,12.0,1,12.0,12.0
AC003001.2,low_depth,6,6,1.0,6,1.0,0.0
AC003043.2,low_depth,1,1,1.0,1,1.0,0.0
AC003045.1,low_depth,1,1,1.0,1,1.0,0.0
AC003071.1,low_depth,12,11,1.09,11,1.09,2.0
AC003071.2,low_depth,1,1,1.0,1,1.0,0.0
AC003072.1,pass,108,19,5.68,18,6.0,10.0
AC003080.1,low_depth,1,1,1.0,1,1.0,0.0
AC003092.1,low_depth,8,8,1.0,8,1.0,0.0
AC003102.1,low_depth,3,3,1.0,3,1.0,0.0
AC003659.1,low_depth,1,1,1.0,1,1.0,0.0
AC003666.1,low_depth,1,1,1.0,1,1.0,0.0
AC003681.1,low_depth,13,12,1.08,12,1.08,2.0
AC003682.1,low_depth,6,6,1.0,6,1.0,0.0
AC003684.1,pass,90,17,5.29,15,6.0,7.82
AC003685.1,low_depth,1,1,1.0,1,1.0,0.0
AC003688.2,low_depth,3,2,1.5,2,1.5,2.0
AC003965.2,low_depth,3,1,3.0,1,3.0,3.0
AC003973.1,pass,41,2,20.5,2,20.5,40.0
AC003973.3,low_depth,2,2,1.0,2,1.0,0.0
AC003992.1,low_depth,1,1,1.0,1,1.0,0.0
AC004006.1,low_depth,1,1,1.0,1,1.0,0.0
AC004014.2,low_depth,6,6,1.0,6,1.0,0.0
AC004024.1,low_depth,9,8,1.12,8,1.12,2.0
AC004057.1,pass,21,1,21.0,1,21.0,21.0
AC004069.1,low_depth,7,6,1.17,6,1.17,2.0
AC004069.2,low_depth,2,2,1.0,2,1.0,0.0
AC004076.2,low_depth,1,1,1.0,1,1.0,0.0
AC004080.4,low_depth,1,1,1.0,1,1.0,0.0
AC004129.1,low_depth,3,2,1.5,2,1.5,2.0
AC004129.3,pass,43,2,21.5,2,21.5,42.0
AC004130.1,pass,142,10,14.2,7,20.29,20.29
AC004147.2,low_depth,2,2,1.0,2,1.0,0.0
AC004148.2,pass,55,6,9.17,5,11.0,17.67
AC004156.1,low_depth,58,52,1.12,52,1.12,2.5
AC004158.1,low_depth,1,1,1.0,1,1.0,0.0
AC004160.1,low_depth,1,1,1.0,1,1.0,0.0
AC004223.1,pass,314,75,4.19,63,4.98,7.78
AC004224.1,pass,114,16,7.12,15,7.6,12.0
AC004241.1,low_depth,2,2,1.0,2,1.0,0.0
AC004241.3,pass,16,1,16.0,1,16.0,16.0
AC004381.3,pass,155,25,6.2,24,6.46,11.92
AC004383.1,low_depth,6,6,1.0,6,1.0,0.0
AC004386.1,pass,520,184,2.83,181,2.87,6.3
AC004386.2,low_depth,3,2,1.5,2,1.5,2.0
AC004453.1,pass,6875,587,11.71,454,15.14,20.88
AC004453.2,low_depth,2,1,2.0,1,2.0,2.0
AC004461.1,pass,165,46,3.59,45,3.67,7.0
AC004477.1,pass,12,1,12.0,1,12.0,12.0
AC004477.3,low_depth,1,1,1.0,1,1.0,0.0
AC004486.1,low_depth,37,36,1.03,36,1.03,2.0
AC004490.1,low_depth,1,1,1.0,1,1.0,0.0
AC004540.2,pass,6,1,6.0,1,6.0,6.0
AC004542.1,low_depth,1,1,1.0,1,1.0,0.0
AC004543.1,pass,50,2,25.0,1,50.0,50.0
AC004584.1,low_depth,1,1,1.0,1,1.0,0.0
AC004584.2,pass,2153,298,7.22,261,8.25,13.53
AC004584.3,low_depth,2,2,1.0,2,1.0,0.0
AC004593.3,low_depth,1,1,1.0,1,1.0,0.0
AC004594.1,low_depth,3,2,1.5,2,1.5,2.0
AC004623.1,low_depth,2,2,1.0,2,1.0,0.0
AC004656.1,pass,42,7,6.0,6,7.0,10.0
AC004690.2,low_depth,1,1,1.0,1,1.0,0.0
AC004692.1,low_depth,1,1,1.0,1,1.0,0.0
AC004692.2,low_depth,1,1,1.0,1,1.0,0.0
AC004704.1,pass,122,14,8.71,9,13.56,15.12
AC004706.1,low_depth,1,1,1.0,1,1.0,0.0
AC004784.1,low_depth,2,2,1.0,2,1.0,0.0
AC004801.2,low_depth,18,17,1.06,17,1.06,2.0
AC004801.4,pass,88,10,8.8,10,8.8,14.0
AC004805.3,low_depth,2,2,1.0,2,1.0,0.0
AC004812.1,low_depth,2,1,2.0,1,2.0,2.0
AC004816.1,pass,59,7,8.43,6,9.83,9.83
AC004817.2,low_depth,1,1,1.0,1,1.0,0.0
AC004817.4,low_depth,1,1,1.0,1,1.0,0.0
AC004824.1,low_depth,4,2,2.0,2,2.0,3.0
AC004847.1,low_depth,1,1,1.0,1,1.0,0.0
AC004852.2,low_depth,2,2,1.0,2,1.0,0.0
AC004853.1,low_depth,1,1,1.0,1,1.0,0.0
AC004862.1,low_depth,2,1,2.0,1,2.0,2.0
AC004870.3,low_depth,1,1,1.0,1,1.0,0.0
AC004875.1,low_depth,2,2,1.0,2,1.0,0.0
AC004884.1,pass,43,8,5.38,8,5.38,6.83
AC004889.1,low_depth,2,2,1.0,2,1.0,0.0
AC004890.1,pass,36,4,9.0,3,12.0,34.0
AC004890.2,low_depth,1,1,1.0,1,1.0,0.0
AC004899.1,low_depth,1,1,1.0,1,1.0,0.0
AC004910.1,low_depth,7,6,1.17,6,1.17,2.0
AC004917.1,low_depth,2,2,1.0,2,1.0,0.0
AC004918.1,pass,49,3,16.33,2,24.5,24.5
AC004923.2,low_depth,3,3,1.0,3,1.0,0.0
AC004925.1,low_depth,1,1,1.0,1,1.0,0.0
AC004938.1,pass,62,22,2.82,22,2.82,7.67
AC004941.1,low_depth,2,2,1.0,2,1.0,0.0
AC004943.1,low_depth,2,2,1.0,2,1.0,0.0
AC004943.2,pass,60,4,15.0,3,20.0,20.0
AC004944.1,low_depth,1,1,1.0,1,1.0,0.0
AC004951.1,low_depth,1,1,1.0,1,1.0,0.0
AC004951.3,low_depth,1,1,1.0,1,1.0,0.0
AC004975.1,low_depth,3,3,1.0,3,1.0,0.0
AC004980.1,pass,45,4,11.25,2,22.5,44.0
AC004990.1,low_depth,1,1,1.0,1,1.0,0.0
AC005000.1,low_depth,6,3,2.0,3,2.0,2.5
AC005005.2,low_depth,1,1,1.0,1,1.0,0.0
AC005005.4,pass,7,4,1.75,4,1.75,4.0
AC005008.2,low_depth,1,1,1.0,1,1.0,0.0
AC005011.1,pass,20,17,1.18,17,1.18,4.0
AC005019.1,pass,59,15,3.93,13,4.54,12.5
AC005021.1,low_depth,1,1,1.0,1,1.0,0.0
AC005034.3,pass,20,2,10.0,2,10.0,10.0
AC005034.4,pass,40,3,13.33,2,20.0,39.0
AC005041.1,low_depth,1,1,1.0,1,1.0,0.0
AC005042.1,low_depth,1,1,1.0,1,1.0,0.0
AC005064.1,low_depth,1,1,1.0,1,1.0,0.0
AC005070.1,low_depth,12,10,1.2,10,1.2,3.0
AC005070.3,low_depth,1,1,1.0,1,1.0,0.0
AC005082.1,low_depth,1,1,1.0,1,1.0,0.0
AC005083.1,pass,611,60,10.18,46,13.28,17.14
AC005089.1,pass,12,1,12.0,1,12.0,12.0
AC005094.1,pass,49,24,2.04,23,2.13,7.5
AC005096.1,low_depth,1,1,1.0,1,1.0,0.0
AC005099.1,pass,849,81,10.48,67,12.67,17.29
AC005105.1,pass,111,12,9.25,10,11.1,15.43
AC005144.1,low_depth,1,1,1.0,1,1.0,0.0
AC005154.2,low_depth,1,1,1.0,1,1.0,0.0
AC005162.1,low_depth,1,1,1.0,1,1.0,0.0
AC005162.3,low_depth,1,1,1.0,1,1.0,0.0
AC005165.2,pass,187,46,4.07,43,4.35,8.2
AC005176.1,low_depth,1,1,1.0,1,1.0,0.0
AC005181.1,low_depth,3,2,1.5,2,1.5,2.0
AC005185.1,low_depth,2,2,1.0,2,1.0,0.0
AC005224.3,low_depth,1,1,1.0,1,1.0,0.0
AC005225.2,low_depth,1,1,1.0,1,1.0,0.0
AC005225.4,pass,9,3,3.0,3,3.0,7.0
AC005229.1,low_depth,2,2,1.0,2,1.0,0.0
AC005229.2,pass,9,6,1.5,6,1.5,4.0
AC005229.3,low_depth,1,1,1.0,1,1.0,0.0
AC005253.1,low_depth,4,4,1.0,4,1.0,0.0
AC005255.1,pass,590,101,5.84,94,6.28,9.41
AC005261.1,pass,265,18,14.72,12,22.08,29.11
AC005262.1,pass,96,22,4.36,21,4.57,9.33
AC005280.1,low_depth,2,1,2.0,1,2.0,2.0
AC005300.1,low_depth,11,11,1.0,11,1.0,0.0
AC005324.3,pass,35,3,11.67,2,17.5,34.0
AC005329.1,low_depth,1,1,1.0,1,1.0,0.0
AC005329.2,low_depth,1,1,1.0,1,1.0,0.0
AC005329.3,low_depth,3,3,1.0,3,1.0,0.0
AC005330.1,low_depth,2,2,1.0,2,1.0,0.0
AC005332.3,low_depth,1,1,1.0,1,1.0,0.0
AC005332.4,low_depth,1,1,1.0,1,1.0,0.0
AC005332.5,pass,5,1,5.0,1,5.0,5.0
AC005332.6,pass,17,2,8.5,2,8.5,16.0
AC005332.7,pass,33,1,33.0,1,33.0,33.0
AC005342.1,low_depth,1,1,1.0,1,1.0,0.0
AC005351.1,pass,8,2,4.0,2,4.0,4.0
AC005392.2,pass,12,1,12.0,1,12.0,12.0
AC005410.1,low_depth,2,2,1.0,2,1.0,0.0
AC005412.1,low_depth,1,1,1.0,1,1.0,0.0
AC005476.1,pass,20,3,6.67,3,6.67,9.5
AC005480.1,low_depth,3,2,1.5,2,1.5,2.0
AC005480.2,pass,35,1,35.0,1,35.0,35.0
AC005481.1,low_depth,1,1,1.0,1,1.0,0.0
AC005486.1,low_depth,2,1,2.0,1,2.0,2.0
AC005498.3,low_depth,1,1,1.0,1,1.0,0.0
AC005520.2,low_depth,1,1,1.0,1,1.0,0.0
AC005520.5,low_depth,2,2,1.0,2,1.0,0.0
AC005521.1,low_depth,4,4,1.0,4,1.0,0.0
AC005524.1,low_depth,1,1,1.0,1,1.0,0.0
AC005529.1,pass,6,1,6.0,1,6.0,6.0
AC005531.1,low_depth,1,1,1.0,1,1.0,0.0
AC005534.2,pass,22,10,2.2,8,2.75,8.0
AC005537.1,pass,21,4,5.25,4,5.25,9.5
AC005539.1,pass,19,3,6.33,1,19.0,19.0
AC005546.1,low_depth,1,1,1.0,1,1.0,0.0
AC005550.2,pass,27,2,13.5,2,13.5,26.0
AC005587.1,low_depth,4,3,1.33,3,1.33,2.0
AC005592.1,low_depth,5,5,1.0,5,1.0,0.0
AC005609.2,low_depth,4,4,1.0,4,1.0,0.0
AC005609.4,low_depth,1,1,1.0,1,1.0,0.0
AC005609.5,low_depth,1,1,1.0,1,1.0,0.0
AC005614.1,low_depth,1,1,1.0,1,1.0,0.0
AC005632.3,low_depth,1,1,1.0,1,1.0,0.0
AC005691.1,low_depth,1,1,1.0,1,1.0,0.0
AC005692.1,low_depth,1,1,1.0,1,1.0,0.0
AC005692.3,low_depth,2,2,1.0,2,1.0,0.0
AC005695.1,low_depth,1,1,1.0,1,1.0,0.0
AC005697.2,low_depth,1,1,1.0,1,1.0,0.0
AC005703.4,low_depth,1,1,1.0,1,1.0,0.0
AC005725.1,low_depth,1,1,1.0,1,1.0,0.0
AC005726.1,pass,15,1,15.0,1,15.0,15.0
AC005726.3,pass,68,2,34.0,2,34.0,34.0
AC005726.5,low_depth,1,1,1.0,1,1.0,0.0
AC005730.3,pass,41,4,10.25,3,13.67,39.0
AC005736.1,low_depth,1,1,1.0,1,1.0,0.0
AC005753.1,low_depth,2,2,1.0,2,1.0,0.0
AC005776.1,pass,133,16,8.31,16,8.31,15.62
AC005786.1,low_depth,11,11,1.0,11,1.0,0.0
AC005786.3,low_depth,1,1,1.0,1,1.0,0.0
AC005798.1,low_depth,7,2,3.5,2,3.5,3.5
AC005821.1,low_depth,1,1,1.0,1,1.0,0.0
AC005828.3,low_depth,1,1,1.0,1,1.0,0.0
AC005828.7,pass,9,1,9.0,1,9.0,9.0
AC005832.2,low_depth,4,4,1.0,4,1.0,0.0
AC005838.2,low_depth,3,3,1.0,3,1.0,0.0
AC005839.1,low_depth,2,2,1.0,2,1.0,0.0
AC005840.1,pass,55,30,1.83,28,1.96,4.38
AC005840.2,pass,23,6,3.83,5,4.6,19.0
AC005858.2,low_depth,1,1,1.0,1,1.0,0.0
AC005863.1,low_depth,3,3,1.0,3,1.0,0.0
AC005865.1,low_depth,1,1,1.0,1,1.0,0.0
AC005884.2,low_depth,1,1,1.0,1,1.0,0.0
AC005906.1,low_depth,1,1,1.0,1,1.0,0.0
AC005906.3,pass,27,2,13.5,1,27.0,27.0
AC005908.1,low_depth,1,1,1.0,1,1.0,0.0
AC005912.1,low_depth,37,29,1.28,29,1.28,3.0
AC005912.2,low_depth,1,1,1.0,1,1.0,0.0
AC005920.4,pass,14,6,2.33,6,2.33,5.0
AC005921.1,low_depth,1,1,1.0,1,1.0,0.0
AC005921.4,low_depth,3,3,1.0,3,1.0,0.0
AC005944.1,pass,23,2,11.5,2,11.5,22.0
AC005999.2,low_depth,1,1,1.0,1,1.0,0.0
AC006001.3,pass,126,19,6.63,16,7.88,12.0
AC006003.1,low_depth,1,1,1.0,1,1.0,0.0
AC006007.1,pass,5,2,2.5,1,5.0,5.0
AC006011.2,pass,42,10,4.2,9,4.67,7.6
AC006020.1,low_depth,7,5,1.4,5,1.4,2.0
AC006023.2,low_depth,1,1,1.0,1,1.0,0.0
AC006026.1,pass,11,3,3.67,2,5.5,10.0
AC006028.1,pass,12,5,2.4,5,2.4,4.5
AC006033.1,pass,14,1,14.0,1,14.0,14.0
AC006042.3,low_depth,17,8,2.12,8,2.12,2.8
AC006058.1,low_depth,1,1,1.0,1,1.0,0.0
AC006063.1,low_depth,1,1,1.0,1,1.0,0.0
AC006064.4,pass,72,9,8.0,7,10.29,11.83
AC006077.1,low_depth,5,5,1.0,5,1.0,0.0
AC006122.1,pass,998,97,10.29,81,12.32,17.67
AC006141.1,pass,30,2,15.0,1,30.0,30.0
AC006148.1,pass,29,6,4.83,5,5.8,13.0
AC006148.2,low_depth,1,1,1.0,1,1.0,0.0
AC006157.1,pass,37,3,12.33,2,18.5,36.0
AC006206.1,low_depth,1,1,1.0,1,1.0,0.0
AC006210.2,pass,43,14,3.07,14,3.07,4.62
AC006213.2,low_depth,1,1,1.0,1,1.0,0.0
AC006262.1,low_depth,1,1,1.0,1,1.0,0.0
AC006270.2,low_depth,1,1,1.0,1,1.0,0.0
AC006333.2,pass,131,10,13.1,9,14.56,16.25
AC006349.1,low_depth,1,1,1.0,1,1.0,0.0
AC006369.1,low_depth,1,1,1.0,1,1.0,0.0
AC006378.1,low_depth,1,1,1.0,1,1.0,0.0
AC006380.1,low_depth,2,2,1.0,2,1.0,0.0
AC006387.1,low_depth,2,2,1.0,2,1.0,0.0
AC006445.1,pass,1224,93,13.16,75,16.32,20.47
AC006445.2,low_depth,2,2,1.0,2,1.0,0.0
AC006449.5,low_depth,1,1,1.0,1,1.0,0.0
AC006449.6,low_depth,2,2,1.0,2,1.0,0.0
AC006453.1,low_depth,3,1,3.0,1,3.0,3.0
AC006457.1,low_depth,1,1,1.0,1,1.0,0.0
AC006460.1,low_depth,2,1,2.0,1,2.0,2.0
AC006460.2,pass,21,1,21.0,1,21.0,21.0
AC006461.1,low_depth,8,8,1.0,8,1.0,0.0
AC006480.2,low_depth,6,6,1.0,6,1.0,0.0
AC006483.1,pass,32,11,2.91,11,2.91,5.2
AC006484.1,low_depth,1,1,1.0,1,1.0,0.0
AC006486.2,low_depth,1,1,1.0,1,1.0,0.0
AC006499.4,pass,18,2,9.0,2,9.0,9.0
AC006504.1,pass,28,1,28.0,1,28.0,28.0
AC006504.4,low_depth,2,2,1.0,2,1.0,0.0
AC006504.5,pass,24,3,8.0,2,12.0,23.0
AC006509.1,pass,22,7,3.14,7,3.14,8.5
AC006509.2,low_depth,3,1,3.0,1,3.0,3.0
AC006511.1,low_depth,2,2,1.0,2,1.0,0.0
AC006511.2,low_depth,2,2,1.0,2,1.0,0.0
AC006511.3,pass,403,153,2.63,149,2.7,15.11
AC006512.1,low_depth,28,24,1.17,24,1.17,3.0
AC006517.1,low_depth,1,1,1.0,1,1.0,0.0
AC006530.1,low_depth,21,10,2.1,10,2.1,3.2
AC006539.1,pass,431,103,4.18,99,4.35,8.22
AC006539.2,pass,8,3,2.67,3,2.67,6.0
AC006547.1,low_depth,1,1,1.0,1,1.0,0.0
AC006557.5,pass,11,1,11.0,1,11.0,11.0
AC006581.2,low_depth,1,1,1.0,1,1.0,0.0
AC006600.2,low_depth,3,2,1.5,2,1.5,2.0
AC006927.1,pass,12,1,12.0,1,12.0,12.0
AC006927.2,pass,29,19,1.53,19,1.53,6.0
AC006927.4,pass,448,50,8.96,45,9.96,14.0
AC006927.5,low_depth,21,21,1.0,21,1.0,0.0
AC006946.1,pass,758,130,5.83,119,6.37,9.64
AC006946.2,low_depth,1,1,1.0,1,1.0,0.0
AC006960.1,low_depth,22,19,1.16,19,1.16,2.0
AC006970.1,low_depth,1,1,1.0,1,1.0,0.0
AC006971.1,pass,115,14,8.21,11,10.45,21.8
AC006978.1,low_depth,1,1,1.0,1,1.0,0.0
AC006994.1,pass,45,6,7.5,5,9.0,14.33
AC007016.1,pass,77,14,5.5,14,5.5,11.5
AC007038.2,pass,21,2,10.5,1,21.0,21.0
AC007040.2,low_depth,1,1,1.0,1,1.0,0.0
AC007041.1,pass,5,1,5.0,1,5.0,5.0
AC007066.1,pass,69,35,1.97,33,2.09,8.2
AC007066.2,low_depth,1,1,1.0,1,1.0,0.0
AC007098.1,low_depth,5,5,1.0,5,1.0,0.0
AC007098.2,low_depth,10,9,1.11,9,1.11,2.0
AC007114.2,low_depth,20,18,1.11,18,1.11,2.0
AC007159.1,low_depth,4,3,1.33,3,1.33,2.0
AC007160.1,pass,136,18,7.56,16,8.5,21.0
AC007161.1,pass,437,87,5.02,74,5.91,9.85
AC007161.2,pass,39,2,19.5,2,19.5,38.0
AC007163.1,low_depth,1,1,1.0,1,1.0,0.0
AC007179.2,low_depth,1,1,1.0,1,1.0,0.0
AC007182.2,low_depth,95,65,1.46,65,1.46,2.76
AC007204.2,low_depth,1,1,1.0,1,1.0,0.0
AC007207.1,pass,46,5,9.2,5,9.2,14.67
AC007207.2,low_depth,2,2,1.0,2,1.0,0.0
AC007215.1,pass,144,54,2.67,53,2.72,5.79
AC007216.2,low_depth,1,1,1.0,1,1.0,0.0
AC007216.3,low_depth,1,1,1.0,1,1.0,0.0
AC007220.1,low_depth,1,1,1.0,1,1.0,0.0
AC007221.2,low_depth,1,1,1.0,1,1.0,0.0
AC007225.2,pass,90,6,15.0,4,22.5,29.67
AC007228.1,pass,16,4,4.0,4,4.0,7.0
AC007229.1,low_depth,19,9,2.11,9,2.11,3.5
AC007238.1,pass,156,17,9.18,15,10.4,16.67
AC007240.1,low_depth,1,1,1.0,1,1.0,0.0
AC007255.2,pass,8,3,2.67,2,4.0,7.0
AC007262.2,low_depth,1,1,1.0,1,1.0,0.0
AC007274.1,low_depth,1,1,1.0,1,1.0,0.0
AC007278.1,pass,4,1,4.0,1,4.0,4.0
AC007279.1,low_depth,1,1,1.0,1,1.0,0.0
AC007283.2,pass,167,16,10.44,16,10.44,22.57
AC007292.2,low_depth,1,1,1.0,1,1.0,0.0
AC007318.1,pass,165,23,7.17,23,7.17,8.47
AC007318.2,low_depth,2,2,1.0,2,1.0,0.0
