####################
## BD WTA Rhapsody Analysis Pipeline Version 1.9.1
## Analysis Date: 2022-01-20 21:58:40
## Sample: 7271
## Reference: index_star_CHR.tar
####################
Gene,Status,Raw_Reads,Raw_Molecules,Raw_Seq_Depth,RSEC_Adjusted_Molecules,RSEC_Adjusted_Seq_Depth,RSEC_Adjusted_Seq_Depth_without_Singletons
ABCD4,pass,185,26,7.12,23,8.04,9.53
ABCE1,pass,3278,744,4.41,681,4.81,6.15
ABCF1,pass,947,226,4.19,204,4.64,6.5
ABCF2,pass,657,148,4.44,134,4.9,6.81
ABCF2P1,low_depth,2,2,1.0,2,1.0,0.0
ABCF3,pass,78,21,3.71,19,4.11,5.54
ABCG1,pass,24,16,1.5,16,1.5,5.0
ABCG2,pass,607,142,4.27,132,4.6,7.51
ABCG4,pass,23,7,3.29,7,3.29,9.0
ABCG8,low_depth,11,9,1.22,9,1.22,3.0
ABHD1,low_depth,2,2,1.0,2,1.0,0.0
ABHD10,pass,310,80,3.88,72,4.31,6.06
ABHD11,pass,57,12,4.75,11,5.18,6.11
ABHD12,pass,625,155,4.03,144,4.34,6.87
ABHD12B,pass,26,9,2.89,8,3.25,10.0
ABHD13,pass,358,90,3.98,84,4.26,6.07
ABHD14A,pass,61,13,4.69,12,5.08,7.12
ABHD14B,pass,184,29,6.34,26,7.08,8.18
ABHD15,pass,125,25,5.0,24,5.21,6.61
ABHD16A,low_depth,1,1,1.0,1,1.0,0.0
ABHD17A,pass,157,27,5.81,23,6.83,9.93
ABHD17AP8,pass,17,2,8.5,2,8.5,8.5
ABHD17B,pass,779,195,3.99,187,4.17,5.97
ABHD17C,pass,2385,509,4.69,463,5.15,6.79
ABHD18,pass,1522,361,4.22,336,4.53,5.61
ABHD2,pass,8657,1392,6.22,1224,7.07,8.48
ABHD3,pass,714,115,6.21,102,7.0,9.74
ABHD4,pass,591,124,4.77,118,5.01,7.31
ABHD5,pass,587,130,4.52,116,5.06,6.18
ABHD6,pass,584,92,6.35,80,7.3,8.88
ABHD8,pass,28,12,2.33,10,2.8,5.5
ABI1,pass,4122,1068,3.86,987,4.18,5.76
ABI1P1,low_depth,2,2,1.0,2,1.0,0.0
ABI2,pass,420,127,3.31,116,3.62,5.98
ABI3,low_depth,8,5,1.6,5,1.6,2.5
ABI3BP,pass,11224,4097,2.74,3934,2.85,4.23
ABL1,pass,1311,326,4.02,295,4.44,6.52
ABL2,pass,1290,228,5.66,204,6.32,8.39
ABLIM1,pass,613,149,4.11,134,4.57,6.64
ABLIM2,low_depth,1,1,1.0,1,1.0,0.0
ABLIM3,pass,211,37,5.7,35,6.03,7.07
ABO,low_depth,7,6,1.17,6,1.17,2.0
ABR,pass,693,118,5.87,103,6.73,8.38
ABRACL,pass,3351,1171,2.86,1135,2.95,4.59
ABRAXAS1,pass,275,149,1.85,146,1.88,4.07
ABRAXAS2,pass,1384,323,4.28,299,4.63,6.14
ABT1,pass,442,92,4.8,81,5.46,7.02
ABTB1,pass,57,15,3.8,13,4.38,7.29
ABTB2,pass,167,30,5.57,27,6.19,7.36
AC000036.1,low_depth,5,5,1.0,5,1.0,0.0
AC000077.1,low_depth,55,35,1.57,35,1.57,2.43
AC000081.1,pass,46,26,1.77,26,1.77,6.0
AC000089.1,low_depth,4,4,1.0,4,1.0,0.0
AC000095.1,low_depth,3,1,3.0,1,3.0,3.0
AC000099.1,low_depth,4,4,1.0,4,1.0,0.0
AC000111.1,low_depth,1,1,1.0,1,1.0,0.0
AC000120.1,low_depth,3,1,3.0,1,3.0,3.0
AC000123.2,pass,42,7,6.0,6,7.0,10.0
AC000123.3,low_depth,14,14,1.0,14,1.0,0.0
AC000362.1,low_depth,1,1,1.0,1,1.0,0.0
AC000403.1,low_depth,2,1,2.0,1,2.0,2.0
AC001226.1,pass,13,2,6.5,2,6.5,12.0
AC001226.2,low_depth,1,1,1.0,1,1.0,0.0
AC002044.1,low_depth,98,59,1.66,58,1.69,3.86
AC002056.1,pass,8,3,2.67,3,2.67,6.0
AC002059.1,pass,18,2,9.0,2,9.0,9.0
AC002069.1,pass,17,7,2.43,7,2.43,6.0
AC002075.1,low_depth,1,1,1.0,1,1.0,0.0
AC002075.2,pass,111,41,2.71,37,3.0,6.69
AC002076.1,pass,26,7,3.71,7,3.71,5.75
AC002090.1,low_depth,2,2,1.0,2,1.0,0.0
AC002101.1,low_depth,1,1,1.0,1,1.0,0.0
AC002116.2,low_depth,3,2,1.5,2,1.5,2.0
AC002310.1,pass,53,8,6.62,8,6.62,7.43
AC002310.2,low_depth,1,1,1.0,1,1.0,0.0
AC002310.3,low_depth,1,1,1.0,1,1.0,0.0
AC002350.1,pass,11,4,2.75,4,2.75,4.5
AC002367.1,pass,134,55,2.44,54,2.48,6.0
AC002381.1,low_depth,305,216,1.41,211,1.45,3.54
AC002386.1,low_depth,1,1,1.0,1,1.0,0.0
AC002401.4,low_depth,9,4,2.25,4,2.25,3.5
AC002407.1,low_depth,4,4,1.0,4,1.0,0.0
AC002428.1,low_depth,1,1,1.0,1,1.0,0.0
AC002428.2,low_depth,1,1,1.0,1,1.0,0.0
AC002429.2,low_depth,1,1,1.0,1,1.0,0.0
AC002451.2,low_depth,1,1,1.0,1,1.0,0.0
AC002460.1,low_depth,1,1,1.0,1,1.0,0.0
AC002464.1,low_depth,1,1,1.0,1,1.0,0.0
AC002467.1,pass,8,3,2.67,2,4.0,4.0
AC002486.2,pass,71,28,2.54,25,2.84,5.6
AC002519.1,low_depth,5,5,1.0,5,1.0,0.0
AC002519.2,pass,8,2,4.0,2,4.0,4.0
AC002524.1,pass,14,5,2.8,5,2.8,4.0
AC002525.1,low_depth,2,2,1.0,2,1.0,0.0
AC002540.1,low_depth,6,5,1.2,5,1.2,2.0
AC002543.1,low_depth,4,4,1.0,4,1.0,0.0
AC002545.1,pass,123,37,3.32,35,3.51,5.63
AC002550.2,low_depth,2,1,2.0,1,2.0,2.0
AC002553.1,pass,50,13,3.85,10,5.0,6.71
AC002553.2,pass,5,2,2.5,2,2.5,4.0
AC002558.1,pass,65,23,2.83,22,2.95,7.14
AC002558.3,pass,16,7,2.29,5,3.2,4.67
AC003001.1,low_depth,1,1,1.0,1,1.0,0.0
AC003001.2,low_depth,8,8,1.0,8,1.0,0.0
AC003035.2,low_depth,1,1,1.0,1,1.0,0.0
AC003043.2,low_depth,2,2,1.0,2,1.0,0.0
AC003045.1,pass,6,3,2.0,3,2.0,4.0
AC003071.1,low_depth,20,20,1.0,20,1.0,0.0
AC003071.2,low_depth,4,3,1.33,3,1.33,2.0
AC003072.1,pass,428,110,3.89,101,4.24,6.11
AC003080.1,low_depth,1,1,1.0,1,1.0,0.0
AC003092.1,low_depth,14,13,1.08,13,1.08,2.0
AC003098.1,low_depth,1,1,1.0,1,1.0,0.0
AC003102.1,pass,17,5,3.4,2,8.5,8.5
AC003659.1,pass,12,3,4.0,3,4.0,10.0
AC003666.1,low_depth,1,1,1.0,1,1.0,0.0
AC003681.1,low_depth,20,18,1.11,18,1.11,2.0
AC003684.1,low_depth,39,24,1.62,24,1.62,2.67
AC003685.1,pass,9,6,1.5,6,1.5,4.0
AC003685.2,pass,16,3,5.33,3,5.33,14.0
AC003686.1,low_depth,1,1,1.0,1,1.0,0.0
AC003688.2,low_depth,5,4,1.25,4,1.25,2.0
AC003950.1,low_depth,7,6,1.17,6,1.17,2.0
AC003958.1,low_depth,1,1,1.0,1,1.0,0.0
AC003958.2,pass,7,4,1.75,4,1.75,4.0
AC003984.1,pass,17,5,3.4,4,4.25,14.0
AC003986.2,low_depth,2,2,1.0,2,1.0,0.0
AC003988.1,low_depth,1,1,1.0,1,1.0,0.0
AC003991.1,low_depth,3,3,1.0,3,1.0,0.0
AC003991.2,low_depth,1,1,1.0,1,1.0,0.0
AC004000.1,low_depth,2,2,1.0,2,1.0,0.0
AC004006.1,low_depth,1,1,1.0,1,1.0,0.0
AC004009.1,low_depth,1,1,1.0,1,1.0,0.0
AC004009.2,low_depth,1,1,1.0,1,1.0,0.0
AC004009.3,low_depth,4,4,1.0,4,1.0,0.0
AC004014.2,low_depth,33,33,1.0,33,1.0,0.0
AC004022.1,pass,32,6,5.33,5,6.4,6.4
AC004024.1,pass,156,50,3.12,44,3.55,7.22
AC004039.1,low_depth,1,1,1.0,1,1.0,0.0
AC004052.1,pass,8,2,4.0,2,4.0,7.0
AC004057.1,pass,6,3,2.0,3,2.0,4.0
AC004067.1,pass,22,4,5.5,3,7.33,10.5
AC004069.1,low_depth,11,8,1.38,8,1.38,2.5
AC004069.2,pass,77,13,5.92,11,7.0,9.25
AC004076.2,pass,17,10,1.7,10,1.7,8.0
AC004080.2,low_depth,1,1,1.0,1,1.0,0.0
AC004080.4,pass,7,1,7.0,1,7.0,7.0
AC004129.1,low_depth,4,4,1.0,4,1.0,0.0
AC004129.3,low_depth,3,3,1.0,3,1.0,0.0
AC004130.1,pass,54,14,3.86,13,4.15,5.56
AC004147.2,low_depth,11,7,1.57,7,1.57,2.33
AC004148.2,pass,57,10,5.7,9,6.33,7.86
AC004156.1,low_depth,20,18,1.11,18,1.11,2.0
AC004217.2,low_depth,5,4,1.25,4,1.25,2.0
AC004223.1,pass,1227,491,2.5,474,2.59,4.45
AC004224.1,pass,305,90,3.39,82,3.72,6.58
AC004232.2,low_depth,1,1,1.0,1,1.0,0.0
AC004232.3,low_depth,1,1,1.0,1,1.0,0.0
AC004233.2,pass,13,1,13.0,1,13.0,13.0
AC004233.3,low_depth,1,1,1.0,1,1.0,0.0
AC004241.1,pass,16,3,5.33,3,5.33,7.5
AC004241.3,pass,17,4,4.25,3,5.67,8.0
AC004241.5,low_depth,3,3,1.0,3,1.0,0.0
AC004381.2,low_depth,1,1,1.0,1,1.0,0.0
AC004381.3,pass,276,92,3.0,86,3.21,5.75
AC004383.1,pass,19,13,1.46,12,1.58,4.5
AC004386.1,low_depth,1181,634,1.86,627,1.88,3.83
AC004386.2,low_depth,9,9,1.0,9,1.0,0.0
AC004448.2,low_depth,13,11,1.18,11,1.18,2.0
AC004453.1,pass,22161,4160,5.33,3686,6.01,7.73
AC004453.2,low_depth,2,2,1.0,2,1.0,0.0
AC004461.1,pass,335,160,2.09,153,2.19,4.31
AC004461.2,low_depth,1,1,1.0,1,1.0,0.0
AC004466.1,pass,5,2,2.5,2,2.5,4.0
AC004477.1,pass,4,1,4.0,1,4.0,4.0
AC004477.2,low_depth,1,1,1.0,1,1.0,0.0
AC004477.3,low_depth,1,1,1.0,1,1.0,0.0
AC004486.1,low_depth,65,63,1.03,63,1.03,2.0
AC004494.1,low_depth,1,1,1.0,1,1.0,0.0
AC004494.2,low_depth,1,1,1.0,1,1.0,0.0
AC004540.1,low_depth,3,1,3.0,1,3.0,3.0
AC004540.2,low_depth,1,1,1.0,1,1.0,0.0
AC004542.1,low_depth,1,1,1.0,1,1.0,0.0
AC004543.1,pass,24,6,4.0,5,4.8,5.75
AC004552.1,low_depth,6,5,1.2,5,1.2,2.0
AC004554.2,pass,4,2,2.0,1,4.0,4.0
AC004584.2,pass,6138,1662,3.69,1545,3.97,6.26
AC004585.2,low_depth,1,1,1.0,1,1.0,0.0
AC004593.2,low_depth,1,1,1.0,1,1.0,0.0
AC004594.1,low_depth,4,4,1.0,4,1.0,0.0
AC004596.1,pass,9,2,4.5,1,9.0,9.0
AC004656.1,pass,120,31,3.87,28,4.29,5.84
AC004672.1,low_depth,1,1,1.0,1,1.0,0.0
AC004674.1,low_depth,1,1,1.0,1,1.0,0.0
AC004678.2,pass,7,1,7.0,1,7.0,7.0
AC004687.1,low_depth,7,5,1.4,5,1.4,3.0
AC004690.1,low_depth,2,1,2.0,1,2.0,2.0
AC004690.2,low_depth,1,1,1.0,1,1.0,0.0
AC004692.1,pass,34,18,1.89,16,2.12,5.5
AC004704.1,pass,9,2,4.5,2,4.5,8.0
AC004777.1,pass,9,1,9.0,1,9.0,9.0
AC004784.1,low_depth,1,1,1.0,1,1.0,0.0
AC004801.2,low_depth,41,38,1.08,38,1.08,2.0
AC004801.4,pass,476,95,5.01,88,5.41,7.16
AC004801.5,low_depth,3,1,3.0,1,3.0,3.0
AC004801.6,pass,28,5,5.6,5,5.6,6.75
AC004801.7,low_depth,4,4,1.0,4,1.0,0.0
AC004803.1,low_depth,7,5,1.4,5,1.4,2.0
AC004805.3,low_depth,5,5,1.0,5,1.0,0.0
AC004808.2,low_depth,3,2,1.5,1,3.0,3.0
AC004812.1,low_depth,1,1,1.0,1,1.0,0.0
AC004812.2,pass,48,9,5.33,8,6.0,6.71
AC004816.1,pass,80,17,4.71,14,5.71,7.6
AC004817.1,low_depth,3,1,3.0,1,3.0,3.0
AC004817.4,pass,9,3,3.0,2,4.5,8.0
AC004824.1,low_depth,7,7,1.0,7,1.0,0.0
AC004825.2,pass,51,4,12.75,3,17.0,17.0
AC004834.1,low_depth,5,5,1.0,5,1.0,0.0
AC004835.1,pass,22,6,3.67,6,3.67,9.0
AC004835.2,low_depth,4,2,2.0,2,2.0,3.0
AC004836.1,low_depth,2,2,1.0,2,1.0,0.0
AC004837.3,low_depth,1,1,1.0,1,1.0,0.0
AC004839.1,pass,11,2,5.5,1,11.0,11.0
AC004846.1,low_depth,8,7,1.14,7,1.14,2.0
AC004846.2,pass,8,3,2.67,2,4.0,7.0
AC004852.2,low_depth,3,3,1.0,3,1.0,0.0
AC004862.1,low_depth,4,4,1.0,4,1.0,0.0
AC004865.1,pass,9,2,4.5,2,4.5,8.0
AC004870.2,low_depth,1,1,1.0,1,1.0,0.0
AC004872.1,low_depth,1,1,1.0,1,1.0,0.0
AC004875.1,low_depth,5,3,1.67,3,1.67,3.0
AC004877.1,low_depth,1,1,1.0,1,1.0,0.0
AC004884.1,low_depth,78,36,2.17,35,2.23,3.53
AC004888.1,low_depth,2,2,1.0,2,1.0,0.0
AC004889.1,pass,94,24,3.92,21,4.48,7.64
AC004890.1,low_depth,16,16,1.0,16,1.0,0.0
AC004890.2,low_depth,1,1,1.0,1,1.0,0.0
AC004890.3,low_depth,1,1,1.0,1,1.0,0.0
AC004893.1,low_depth,1,1,1.0,1,1.0,0.0
AC004895.1,low_depth,1,1,1.0,1,1.0,0.0
AC004899.1,low_depth,5,5,1.0,5,1.0,0.0
AC004899.2,pass,8,3,2.67,2,4.0,7.0
AC004908.2,pass,23,3,7.67,3,7.67,7.67
AC004908.3,low_depth,1,1,1.0,1,1.0,0.0
AC004910.1,low_depth,9,9,1.0,9,1.0,0.0
AC004911.1,low_depth,10,9,1.11,9,1.11,2.0
AC004917.1,pass,9,1,9.0,1,9.0,9.0
AC004918.1,pass,89,17,5.24,15,5.93,10.25
AC004918.3,pass,10,2,5.0,2,5.0,9.0
AC004921.1,low_depth,4,4,1.0,4,1.0,0.0
AC004923.2,low_depth,3,3,1.0,3,1.0,0.0
AC004925.1,pass,8,3,2.67,3,2.67,6.0
AC004938.1,low_depth,102,77,1.32,77,1.32,3.5
AC004941.1,low_depth,9,8,1.12,8,1.12,2.0
AC004943.1,pass,7,4,1.75,4,1.75,4.0
AC004943.2,pass,89,15,5.93,12,7.42,9.56
AC004944.1,low_depth,2,2,1.0,2,1.0,0.0
AC004947.2,low_depth,1,1,1.0,1,1.0,0.0
AC004949.1,pass,12,5,2.4,5,2.4,8.0
AC004965.1,low_depth,2,2,1.0,2,1.0,0.0
AC004967.2,low_depth,2,2,1.0,2,1.0,0.0
AC004972.1,low_depth,2,2,1.0,2,1.0,0.0
AC004974.1,low_depth,1,1,1.0,1,1.0,0.0
AC004975.1,low_depth,11,8,1.38,8,1.38,2.0
AC004975.2,low_depth,1,1,1.0,1,1.0,0.0
AC004980.1,pass,27,6,4.5,6,4.5,8.0
AC004980.3,pass,12,2,6.0,2,6.0,11.0
AC004982.1,pass,15,4,3.75,3,5.0,7.0
AC004982.2,pass,13,2,6.5,2,6.5,6.5
AC004986.1,low_depth,3,1,3.0,1,3.0,3.0
AC004988.1,pass,8,3,2.67,3,2.67,6.0
AC004990.1,pass,8,5,1.6,5,1.6,4.0
AC005000.1,low_depth,11,9,1.22,9,1.22,2.0
AC005002.1,pass,12,5,2.4,5,2.4,4.5
AC005002.2,low_depth,1,1,1.0,1,1.0,0.0
AC005005.2,low_depth,6,5,1.2,5,1.2,2.0
AC005005.4,pass,14,9,1.56,9,1.56,6.0
AC005008.1,low_depth,3,3,1.0,3,1.0,0.0
AC005008.2,pass,17,4,4.25,3,5.67,8.0
AC005009.2,low_depth,1,1,1.0,1,1.0,0.0
AC005011.1,low_depth,66,52,1.27,52,1.27,3.33
AC005013.1,low_depth,1,1,1.0,1,1.0,0.0
AC005014.1,low_depth,1,1,1.0,1,1.0,0.0
AC005014.2,low_depth,9,4,2.25,4,2.25,3.5
AC005019.1,pass,230,86,2.67,83,2.77,6.88
AC005034.3,low_depth,29,11,2.64,11,2.64,3.57
AC005034.4,pass,15,3,5.0,3,5.0,7.0
AC005034.5,pass,31,6,5.17,6,5.17,7.25
AC005041.1,pass,10,1,10.0,1,10.0,10.0
AC005046.1,pass,23,5,4.6,5,4.6,5.5
AC005050.1,pass,15,5,3.0,5,3.0,11.0
AC005062.1,pass,129,32,4.03,28,4.61,5.59
AC005070.1,pass,90,46,1.96,45,2.0,6.0
AC005070.3,pass,5,1,5.0,1,5.0,5.0
AC005072.1,low_depth,3,3,1.0,3,1.0,0.0
AC005076.1,pass,5,2,2.5,2,2.5,4.0
AC005077.4,low_depth,1,1,1.0,1,1.0,0.0
AC005082.1,low_depth,3,3,1.0,3,1.0,0.0
AC005082.2,low_depth,2,2,1.0,2,1.0,0.0
AC005083.1,pass,66,9,7.33,9,7.33,9.14
AC005089.1,low_depth,2,2,1.0,2,1.0,0.0
AC005091.1,low_depth,3,1,3.0,1,3.0,3.0
AC005094.1,pass,142,94,1.51,94,1.51,5.36
AC005099.1,pass,2624,595,4.41,546,4.81,7.06
AC005104.1,low_depth,1,1,1.0,1,1.0,0.0
AC005105.1,pass,274,84,3.26,78,3.51,6.03
AC005154.3,pass,12,2,6.0,2,6.0,6.0
AC005162.3,low_depth,3,3,1.0,3,1.0,0.0
AC005165.2,pass,633,219,2.89,207,3.06,5.02
AC005176.2,low_depth,1,1,1.0,1,1.0,0.0
AC005178.1,pass,11,3,3.67,3,3.67,9.0
AC005181.1,pass,18,7,2.57,7,2.57,4.67
AC005183.1,pass,9,2,4.5,1,9.0,9.0
AC005185.1,low_depth,1,1,1.0,1,1.0,0.0
AC005186.1,low_depth,2,1,2.0,1,2.0,2.0
AC005189.1,low_depth,16,8,2.0,7,2.29,3.25
AC005197.1,low_depth,4,2,2.0,2,2.0,3.0
AC005208.1,low_depth,2,2,1.0,2,1.0,0.0
AC005220.1,low_depth,5,5,1.0,5,1.0,0.0
AC005224.1,low_depth,16,6,2.67,6,2.67,3.5
AC005224.3,low_depth,5,4,1.25,4,1.25,2.0
AC005225.1,low_depth,1,1,1.0,1,1.0,0.0
AC005225.2,low_depth,1,1,1.0,1,1.0,0.0
AC005225.3,low_depth,1,1,1.0,1,1.0,0.0
AC005225.4,low_depth,3,3,1.0,3,1.0,0.0
AC005229.1,pass,67,21,3.19,21,3.19,4.83
AC005229.2,low_depth,35,21,1.67,21,1.67,2.75
AC005229.3,low_depth,9,9,1.0,9,1.0,0.0
AC005229.4,pass,56,14,4.0,11,5.09,7.43
AC005232.1,low_depth,1,1,1.0,1,1.0,0.0
AC005244.1,pass,12,6,2.0,5,2.4,4.5
AC005253.1,low_depth,5,5,1.0,5,1.0,0.0
AC005255.1,low_depth,1782,827,2.15,815,2.19,3.53
AC005256.1,pass,13,2,6.5,1,13.0,13.0
AC005261.1,pass,314,85,3.69,83,3.78,5.44
AC005261.3,pass,45,6,7.5,6,7.5,8.8
AC005261.4,low_depth,12,6,2.0,6,2.0,3.0
AC005262.1,pass,429,164,2.62,159,2.7,4.7
AC005264.1,pass,7,3,2.33,3,2.33,5.0
AC005277.2,low_depth,1,1,1.0,1,1.0,0.0
AC005281.1,low_depth,1,1,1.0,1,1.0,0.0
AC005288.1,pass,4,1,4.0,1,4.0,4.0
AC005291.1,low_depth,1,1,1.0,1,1.0,0.0
AC005300.1,pass,31,28,1.11,28,1.11,4.0
AC005306.1,pass,9,2,4.5,2,4.5,8.0
AC005323.1,low_depth,1,1,1.0,1,1.0,0.0
AC005323.2,low_depth,2,1,2.0,1,2.0,2.0
AC005324.3,low_depth,9,6,1.5,6,1.5,2.5
AC005329.1,low_depth,4,4,1.0,4,1.0,0.0
AC005329.2,low_depth,1,1,1.0,1,1.0,0.0
AC005329.3,pass,11,5,2.2,5,2.2,7.0
AC005330.1,pass,20,10,2.0,10,2.0,4.33
AC005332.2,low_depth,1,1,1.0,1,1.0,0.0
AC005332.3,pass,25,6,4.17,6,4.17,4.8
AC005332.4,pass,11,4,2.75,4,2.75,4.5
AC005332.5,pass,40,10,4.0,9,4.44,8.75
AC005332.6,pass,108,23,4.7,23,4.7,6.31
AC005336.2,low_depth,1,1,1.0,1,1.0,0.0
AC005342.1,low_depth,1,1,1.0,1,1.0,0.0
AC005343.1,pass,16,8,2.0,7,2.29,4.0
AC005351.1,pass,49,23,2.13,22,2.23,4.38
AC005358.2,pass,21,1,21.0,1,21.0,21.0
AC005393.1,pass,39,10,3.9,10,3.9,5.83
AC005394.2,low_depth,1,1,1.0,1,1.0,0.0
AC005410.1,low_depth,4,4,1.0,4,1.0,0.0
AC005410.2,pass,20,1,20.0,1,20.0,20.0
AC005412.1,low_depth,4,4,1.0,4,1.0,0.0
AC005414.1,low_depth,3,3,1.0,3,1.0,0.0
AC005476.1,low_depth,21,7,3.0,6,3.5,3.5
AC005480.1,pass,11,4,2.75,4,2.75,4.5
AC005480.2,pass,7,2,3.5,2,3.5,6.0
AC005486.1,low_depth,2,2,1.0,2,1.0,0.0
AC005498.2,low_depth,1,1,1.0,1,1.0,0.0
AC005518.1,low_depth,4,4,1.0,4,1.0,0.0
AC005519.1,low_depth,1,1,1.0,1,1.0,0.0
AC005520.4,low_depth,5,2,2.5,2,2.5,2.5
AC005520.5,pass,77,9,8.56,8,9.62,9.62
AC005521.1,pass,72,33,2.18,33,2.18,6.57
AC005523.2,pass,7,4,1.75,4,1.75,4.0
AC005524.1,low_depth,1,1,1.0,1,1.0,0.0
AC005531.1,low_depth,3,3,1.0,3,1.0,0.0
AC005534.1,low_depth,1,1,1.0,1,1.0,0.0
AC005534.2,pass,111,57,1.95,57,1.95,4.0
AC005537.1,pass,64,17,3.76,14,4.57,6.0
AC005539.1,pass,10,1,10.0,1,10.0,10.0
AC005546.1,low_depth,1,1,1.0,1,1.0,0.0
AC005550.2,low_depth,8,8,1.0,8,1.0,0.0
AC005578.1,low_depth,1,1,1.0,1,1.0,0.0
AC005587.1,pass,14,12,1.17,11,1.27,4.0
AC005592.1,low_depth,15,15,1.0,15,1.0,0.0
AC005609.2,low_depth,4,4,1.0,4,1.0,0.0
AC005614.1,pass,5,1,5.0,1,5.0,5.0
AC005616.1,low_depth,1,1,1.0,1,1.0,0.0
AC005618.1,low_depth,1,1,1.0,1,1.0,0.0
AC005632.2,low_depth,1,1,1.0,1,1.0,0.0
AC005632.3,low_depth,1,1,1.0,1,1.0,0.0
AC005670.1,pass,21,3,7.0,2,10.5,10.5
AC005674.2,pass,50,12,4.17,11,4.55,6.57
AC005692.3,low_depth,2,2,1.0,2,1.0,0.0
