####################
## BD WTA Rhapsody Analysis Pipeline Version 1.9.1
## Analysis Date: 2022-02-01 07:02:40
## Sample: 7273
## Reference: index_star_CHR.tar
####################
Gene,Status,Raw_Reads,Raw_Molecules,Raw_Seq_Depth,RSEC_Adjusted_Molecules,RSEC_Adjusted_Seq_Depth,RSEC_Adjusted_Seq_Depth_without_Singletons
AARS2,pass,723,191,3.79,183,3.95,5.32
AARSD1,pass,380,135,2.81,130,2.92,4.25
AASDH,pass,2587,613,4.22,576,4.49,5.62
AASDHPPT,pass,4929,1429,3.45,1376,3.58,4.91
AASS,pass,379,127,2.98,122,3.11,4.57
AATBC,pass,1347,336,4.01,323,4.17,5.41
AATF,pass,4602,1274,3.61,1218,3.78,5.0
AATK,pass,329,86,3.83,82,4.01,5.41
AB015752.1,pass,13,3,4.33,2,6.5,6.5
ABALON,low_depth,90,35,2.57,34,2.65,3.67
ABAT,pass,168,63,2.67,61,2.75,4.57
ABCA1,pass,20260,4668,4.34,4403,4.6,5.63
ABCA10,pass,148,53,2.79,52,2.85,4.56
ABCA11P,pass,316,89,3.55,86,3.67,4.77
ABCA12,pass,1215,282,4.31,262,4.64,5.96
ABCA13,pass,438,130,3.37,127,3.45,5.44
ABCA17P,pass,500,121,4.13,114,4.39,5.65
ABCA2,pass,227,117,1.94,113,2.01,5.07
ABCA3,pass,1073,315,3.41,300,3.58,5.05
ABCA4,pass,95,27,3.52,27,3.52,5.86
ABCA5,pass,2107,586,3.6,553,3.81,5.48
ABCA6,pass,295,81,3.64,76,3.88,5.98
ABCA7,pass,2690,642,4.19,608,4.42,5.67
ABCA8,pass,136,57,2.39,57,2.39,4.04
ABCA9,low_depth,160,94,1.7,93,1.72,2.97
ABCA9-AS1,pass,226,61,3.7,60,3.77,4.86
ABCB1,low_depth,1024,435,2.35,424,2.42,3.61
ABCB10,pass,834,207,4.03,197,4.23,5.52
ABCB10P1,pass,6,1,6.0,1,6.0,6.0
ABCB11,low_depth,9,7,1.29,7,1.29,3.0
ABCB4,pass,82,38,2.16,36,2.28,4.07
ABCB5,low_depth,4,4,1.0,4,1.0,0.0
ABCB6,pass,8,3,2.67,3,2.67,6.0
ABCB7,pass,3388,798,4.25,752,4.51,5.71
ABCB8,pass,2262,627,3.61,598,3.78,4.95
ABCB9,pass,626,192,3.26,186,3.37,5.07
ABCC1,pass,13048,2676,4.88,2511,5.2,6.28
ABCC10,pass,1927,489,3.94,457,4.22,5.21
ABCC11,pass,142,36,3.94,36,3.94,5.24
ABCC12,pass,232,87,2.67,82,2.83,4.41
ABCC13,pass,49,26,1.88,26,1.88,5.6
ABCC2,pass,94,39,2.41,39,2.41,4.93
ABCC3,pass,748,193,3.88,181,4.13,5.26
ABCC4,pass,1890,474,3.99,459,4.12,5.49
ABCC5,pass,5447,1495,3.64,1436,3.79,4.87
ABCC6,pass,237,74,3.2,71,3.34,4.95
ABCC6P1,pass,12,4,3.0,4,3.0,5.0
ABCC8,pass,61,29,2.1,29,2.1,5.57
ABCC9,low_depth,87,39,2.23,39,2.23,3.67
ABCD1,pass,578,164,3.52,157,3.68,5.58
ABCD1P2,low_depth,11,11,1.0,11,1.0,0.0
ABCD1P3,low_depth,1,1,1.0,1,1.0,0.0
ABCD2,low_depth,59,27,2.19,27,2.19,3.91
ABCD3,pass,2364,739,3.2,710,3.33,4.72
ABCD4,pass,2520,497,5.07,460,5.48,6.58
ABCE1,pass,20037,5137,3.9,4885,4.1,5.34
ABCF1,pass,20378,5597,3.64,5301,3.84,5.05
ABCF2,pass,5752,1645,3.5,1583,3.63,4.8
ABCF2P1,low_depth,59,23,2.57,23,2.57,3.57
ABCF3,pass,3059,785,3.9,744,4.11,5.22
ABCG1,pass,1592,472,3.37,456,3.49,4.7
ABCG2,pass,465,131,3.55,126,3.69,5.13
ABCG4,pass,68,34,2.0,32,2.12,4.6
ABCG5,low_depth,1,1,1.0,1,1.0,0.0
ABCG8,low_depth,34,27,1.26,27,1.26,2.75
ABHD1,low_depth,183,81,2.26,79,2.32,3.31
ABHD10,pass,2795,771,3.63,736,3.8,5.35
ABHD11,pass,2700,750,3.6,711,3.8,4.93
ABHD11-AS1,low_depth,16,10,1.6,10,1.6,2.5
ABHD12,pass,2948,826,3.57,783,3.77,5.14
ABHD12B,low_depth,235,111,2.12,106,2.22,3.69
ABHD13,pass,1596,484,3.3,466,3.42,4.75
ABHD14A,pass,636,171,3.72,160,3.98,4.93
ABHD14A-ACY1,pass,8,1,8.0,1,8.0,8.0
ABHD14B,pass,1817,461,3.94,439,4.14,5.29
ABHD15,pass,256,64,4.0,62,4.13,6.11
ABHD15-AS1,low_depth,33,15,2.2,15,2.2,3.25
ABHD16A,low_depth,7,5,1.4,5,1.4,3.0
ABHD17A,pass,1182,318,3.72,301,3.93,5.22
ABHD17AP1,low_depth,1,1,1.0,1,1.0,0.0
ABHD17AP3,low_depth,29,27,1.07,26,1.12,2.5
ABHD17AP4,low_depth,4,3,1.33,3,1.33,2.0
ABHD17AP6,low_depth,4,3,1.33,3,1.33,2.0
ABHD17AP7,low_depth,1,1,1.0,1,1.0,0.0
ABHD17B,pass,2455,646,3.8,620,3.96,5.27
ABHD17C,pass,2756,803,3.43,772,3.57,4.94
ABHD18,pass,3752,1000,3.75,958,3.92,5.08
ABHD2,pass,5966,1409,4.23,1334,4.47,5.77
ABHD3,pass,6358,1305,4.87,1209,5.26,6.38
ABHD4,pass,2145,565,3.8,543,3.95,5.04
ABHD5,pass,1611,444,3.63,426,3.78,5.41
ABHD6,pass,333,98,3.4,94,3.54,4.92
ABHD8,pass,2049,572,3.58,550,3.73,4.86
ABI1,pass,12480,3731,3.34,3578,3.49,4.77
ABI1P1,pass,30,11,2.73,11,2.73,4.17
ABI2,pass,6953,2063,3.37,1970,3.53,4.86
ABI3,pass,407,161,2.53,161,2.53,4.19
ABI3BP,low_depth,5546,2193,2.53,2135,2.6,3.98
ABL1,pass,2080,672,3.1,647,3.21,4.54
ABL2,pass,6488,1782,3.64,1714,3.79,5.08
ABLIM1,pass,1062,357,2.97,333,3.19,4.8
ABLIM2,pass,2117,540,3.92,513,4.13,5.14
ABLIM3,pass,165,64,2.58,61,2.7,5.0
ABO,low_depth,93,39,2.38,36,2.58,3.85
ABR,pass,2878,683,4.21,643,4.48,5.84
ABRA,low_depth,2,2,1.0,2,1.0,0.0
ABRACL,pass,38138,11247,3.39,10771,3.54,5.05
ABRAXAS1,pass,1433,569,2.52,550,2.61,4.69
ABRAXAS2,pass,3409,1024,3.33,984,3.46,4.87
ABT1,pass,3546,890,3.98,848,4.18,5.58
ABT1P1,low_depth,3,2,1.5,2,1.5,2.0
ABTB1,pass,595,169,3.52,165,3.61,4.91
ABTB2,pass,2382,643,3.7,606,3.93,4.94
AC000032.1,pass,18,2,9.0,2,9.0,9.0
AC000036.1,low_depth,9,9,1.0,9,1.0,0.0
AC000058.1,pass,15,4,3.75,3,5.0,5.0
AC000061.1,pass,4,1,4.0,1,4.0,4.0
AC000068.1,pass,85,20,4.25,19,4.47,5.4
AC000068.2,pass,25,7,3.57,7,3.57,5.5
AC000068.3,pass,64,20,3.2,18,3.56,4.54
AC000077.1,low_depth,185,95,1.95,94,1.97,3.28
AC000078.1,low_depth,3,3,1.0,3,1.0,0.0
AC000081.1,low_depth,164,142,1.15,141,1.16,3.3
AC000089.1,pass,237,126,1.88,123,1.93,4.56
AC000099.1,low_depth,3,3,1.0,3,1.0,0.0
AC000111.1,low_depth,1,1,1.0,1,1.0,0.0
AC000111.2,low_depth,4,4,1.0,4,1.0,0.0
AC000123.2,pass,158,42,3.76,39,4.05,4.61
AC000123.3,pass,116,48,2.42,47,2.47,4.45
AC000362.1,low_depth,27,15,1.8,15,1.8,3.0
AC000367.1,low_depth,1,1,1.0,1,1.0,0.0
AC000403.1,pass,49,12,4.08,12,4.08,5.62
AC001226.1,pass,56,12,4.67,11,5.09,6.62
AC001226.2,low_depth,6,6,1.0,6,1.0,0.0
AC002044.1,low_depth,153,73,2.1,72,2.12,3.89
AC002044.2,pass,32,13,2.46,13,2.46,4.8
AC002044.3,low_depth,1,1,1.0,1,1.0,0.0
AC002056.1,low_depth,146,70,2.09,69,2.12,3.75
AC002056.2,low_depth,1,1,1.0,1,1.0,0.0
AC002059.1,pass,99,32,3.09,31,3.19,4.4
AC002059.2,low_depth,1,1,1.0,1,1.0,0.0
AC002064.1,low_depth,3,2,1.5,2,1.5,2.0
AC002064.3,low_depth,4,2,2.0,2,2.0,3.0
AC002066.1,pass,12,3,4.0,3,4.0,5.5
AC002069.1,pass,19,7,2.71,7,2.71,7.0
AC002070.1,pass,9,4,2.25,4,2.25,6.0
AC002074.1,pass,20,8,2.5,8,2.5,4.0
AC002074.2,low_depth,3,3,1.0,3,1.0,0.0
AC002075.1,low_depth,12,6,2.0,6,2.0,3.0
AC002075.2,pass,1951,670,2.91,649,3.01,5.47
AC002076.1,pass,130,29,4.48,28,4.64,5.86
AC002076.2,low_depth,1,1,1.0,1,1.0,0.0
AC002090.1,low_depth,1,1,1.0,1,1.0,0.0
AC002094.2,low_depth,8,4,2.0,4,2.0,3.0
AC002094.4,low_depth,2,1,2.0,1,2.0,2.0
AC002101.1,low_depth,1,1,1.0,1,1.0,0.0
AC002116.2,pass,78,20,3.9,19,4.11,5.54
AC002127.1,low_depth,2,2,1.0,2,1.0,0.0
AC002127.2,low_depth,1,1,1.0,1,1.0,0.0
AC002128.1,pass,23,7,3.29,7,3.29,4.2
AC002128.2,low_depth,2,2,1.0,2,1.0,0.0
AC002306.1,pass,21,6,3.5,6,3.5,4.75
AC002310.1,pass,545,152,3.59,147,3.71,4.75
AC002310.2,low_depth,6,5,1.2,5,1.2,2.0
AC002310.3,low_depth,5,3,1.67,3,1.67,3.0
AC002310.6,pass,5,2,2.5,2,2.5,4.0
AC002347.1,pass,16,6,2.67,4,4.0,5.0
AC002350.1,pass,24,10,2.4,10,2.4,4.5
AC002367.1,pass,1643,627,2.62,614,2.68,4.85
AC002375.1,low_depth,2,1,2.0,1,2.0,2.0
AC002381.1,low_depth,3784,2617,1.45,2597,1.46,3.35
AC002383.1,low_depth,5,5,1.0,5,1.0,0.0
AC002386.1,low_depth,2,2,1.0,2,1.0,0.0
AC002398.2,low_depth,7,2,3.5,2,3.5,3.5
AC002401.1,pass,14,1,14.0,1,14.0,14.0
AC002401.2,low_depth,3,3,1.0,3,1.0,0.0
AC002401.4,low_depth,7,3,2.33,3,2.33,3.0
AC002407.1,low_depth,5,5,1.0,5,1.0,0.0
AC002428.2,pass,514,111,4.63,104,4.94,6.32
AC002429.1,low_depth,8,4,2.0,4,2.0,3.0
AC002451.2,low_depth,2,2,1.0,2,1.0,0.0
AC002454.1,low_depth,32,11,2.91,11,2.91,3.33
AC002456.1,pass,49,11,4.45,10,4.9,5.33
AC002463.1,low_depth,6,4,1.5,4,1.5,3.0
AC002464.1,pass,10,2,5.0,2,5.0,9.0
AC002467.1,pass,305,80,3.81,76,4.01,4.95
AC002470.1,pass,80,16,5.0,16,5.0,5.92
AC002472.2,pass,84,29,2.9,29,2.9,4.06
AC002472.4,low_depth,2,2,1.0,2,1.0,0.0
AC002480.1,low_depth,3,3,1.0,3,1.0,0.0
AC002480.2,low_depth,1,1,1.0,1,1.0,0.0
AC002486.1,low_depth,2,2,1.0,2,1.0,0.0
AC002486.2,pass,242,87,2.78,85,2.85,5.24
AC002519.1,pass,20,10,2.0,10,2.0,6.0
AC002519.2,pass,31,13,2.38,13,2.38,4.6
AC002524.1,low_depth,8,7,1.14,7,1.14,2.0
AC002525.1,low_depth,3,3,1.0,3,1.0,0.0
AC002540.1,pass,94,21,4.48,21,4.48,5.06
AC002543.1,low_depth,2,2,1.0,2,1.0,0.0
AC002545.1,pass,222,73,3.04,70,3.17,4.8
AC002550.2,pass,90,25,3.6,23,3.91,5.19
AC002553.1,pass,59,16,3.69,16,3.69,4.91
AC002553.2,pass,125,29,4.31,27,4.63,5.9
AC002558.1,pass,175,107,1.64,106,1.65,4.14
AC002558.3,low_depth,168,56,3.0,53,3.17,3.95
AC003001.2,low_depth,7,7,1.0,7,1.0,0.0
AC003005.2,pass,5,2,2.5,2,2.5,4.0
AC003009.1,low_depth,1,1,1.0,1,1.0,0.0
AC003035.1,pass,6,1,6.0,1,6.0,6.0
AC003035.2,low_depth,1,1,1.0,1,1.0,0.0
AC003043.2,low_depth,7,6,1.17,5,1.4,3.0
AC003045.1,low_depth,25,10,2.5,9,2.78,3.67
AC003070.2,low_depth,26,14,1.86,14,1.86,2.71
AC003071.1,low_depth,438,328,1.34,326,1.34,3.49
AC003071.2,low_depth,17,16,1.06,15,1.13,3.0
AC003072.1,pass,631,168,3.76,159,3.97,5.29
AC003080.1,low_depth,31,22,1.41,22,1.41,3.25
AC003084.1,low_depth,9,4,2.25,4,2.25,3.5
AC003092.1,low_depth,13,11,1.18,11,1.18,2.0
AC003101.1,pass,5,2,2.5,1,5.0,5.0
AC003101.2,pass,71,25,2.84,25,2.84,4.07
AC003102.1,pass,343,94,3.65,92,3.73,4.64
AC003666.1,low_depth,1,1,1.0,1,1.0,0.0
AC003669.1,low_depth,1,1,1.0,1,1.0,0.0
AC003681.1,pass,139,64,2.17,64,2.17,6.0
AC003682.1,pass,8,4,2.0,4,2.0,5.0
AC003684.1,low_depth,60,27,2.22,27,2.22,3.36
AC003685.2,low_depth,23,19,1.21,19,1.21,2.0
AC003686.1,low_depth,2,1,2.0,1,2.0,2.0
AC003688.2,low_depth,4,2,2.0,2,2.0,3.0
AC003950.1,low_depth,317,123,2.58,121,2.62,3.88
AC003956.1,low_depth,2,1,2.0,1,2.0,2.0
AC003958.2,low_depth,1,1,1.0,1,1.0,0.0
AC003965.1,pass,24,5,4.8,5,4.8,7.33
AC003973.1,low_depth,2,2,1.0,2,1.0,0.0
AC003973.3,low_depth,3,3,1.0,3,1.0,0.0
AC003975.1,pass,30,12,2.5,12,2.5,5.5
AC003984.1,low_depth,1,1,1.0,1,1.0,0.0
AC003985.2,low_depth,1,1,1.0,1,1.0,0.0
AC003986.1,low_depth,2,2,1.0,2,1.0,0.0
AC003988.1,low_depth,5,4,1.25,4,1.25,2.0
AC003989.1,low_depth,5,5,1.0,5,1.0,0.0
AC003989.2,low_depth,2,2,1.0,2,1.0,0.0
AC003991.1,pass,20,9,2.22,9,2.22,4.67
AC003991.2,low_depth,4,2,2.0,2,2.0,3.0
AC003992.1,low_depth,1,1,1.0,1,1.0,0.0
AC004000.1,pass,27,8,3.38,8,3.38,5.75
AC004004.1,low_depth,1,1,1.0,1,1.0,0.0
AC004006.1,low_depth,26,14,1.86,14,1.86,2.5
AC004009.1,low_depth,6,3,2.0,3,2.0,2.5
AC004009.2,low_depth,2,2,1.0,2,1.0,0.0
AC004009.3,low_depth,2,2,1.0,2,1.0,0.0
AC004014.2,pass,21,13,1.62,13,1.62,5.0
AC004022.1,low_depth,2,2,1.0,2,1.0,0.0
AC004023.1,low_depth,3,3,1.0,3,1.0,0.0
AC004024.1,low_depth,591,339,1.74,330,1.79,3.75
AC004034.1,low_depth,1,1,1.0,1,1.0,0.0
AC004039.1,pass,12,5,2.4,5,2.4,8.0
AC004052.1,low_depth,1,1,1.0,1,1.0,0.0
AC004057.1,low_depth,50,24,2.08,24,2.08,3.89
AC004062.1,low_depth,6,6,1.0,6,1.0,0.0
AC004063.1,low_depth,1,1,1.0,1,1.0,0.0
AC004066.1,low_depth,1,1,1.0,1,1.0,0.0
AC004066.2,low_depth,1,1,1.0,1,1.0,0.0
AC004067.1,pass,11,2,5.5,2,5.5,5.5
AC004069.1,pass,124,71,1.75,70,1.77,4.38
AC004069.2,pass,30,10,3.0,9,3.33,4.0
AC004074.1,low_depth,4,4,1.0,4,1.0,0.0
AC004076.1,low_depth,1,1,1.0,1,1.0,0.0
AC004076.2,pass,79,30,2.63,29,2.72,4.57
AC004112.1,low_depth,8,3,2.67,3,2.67,3.5
AC004129.1,low_depth,177,149,1.19,148,1.2,2.61
AC004129.3,pass,34,12,2.83,11,3.09,5.6
AC004130.1,pass,768,197,3.9,188,4.09,5.23
AC004134.1,low_depth,3,3,1.0,3,1.0,0.0
AC004147.1,low_depth,2,2,1.0,2,1.0,0.0
AC004147.2,low_depth,13,8,1.62,8,1.62,3.5
AC004147.3,low_depth,2,2,1.0,2,1.0,0.0
AC004147.4,low_depth,2,1,2.0,1,2.0,2.0
AC004147.5,pass,129,25,5.16,23,5.61,6.58
AC004148.2,pass,182,63,2.89,62,2.94,4.24
AC004156.1,pass,83,44,1.89,44,1.89,4.9
AC004158.1,low_depth,12,7,1.71,7,1.71,2.67
AC004160.1,pass,24,8,3.0,8,3.0,4.2
AC004160.2,low_depth,1,1,1.0,1,1.0,0.0
AC004217.2,pass,15,12,1.25,12,1.25,4.0
AC004221.1,low_depth,19,9,2.11,8,2.38,3.75
AC004223.1,low_depth,11145,5348,2.08,5246,2.12,3.99
AC004223.2,pass,92,25,3.68,23,4.0,4.83
AC004223.3,pass,128,32,4.0,31,4.13,5.41
AC004224.1,pass,2110,796,2.65,782,2.7,4.94
AC004231.1,pass,9,4,2.25,4,2.25,6.0
AC004232.3,pass,53,9,5.89,8,6.62,7.43
AC004233.1,pass,14,3,4.67,2,7.0,7.0
AC004233.2,pass,124,33,3.76,31,4.0,5.43
AC004233.3,pass,238,59,4.03,56,4.25,4.79
AC004233.4,pass,18,8,2.25,8,2.25,6.0
AC004241.1,pass,178,44,4.05,42,4.24,5.39
AC004241.2,pass,17,4,4.25,4,4.25,5.33
AC004241.3,pass,166,39,4.26,34,4.88,6.74
AC004241.4,pass,7,3,2.33,3,2.33,5.0
AC004241.5,pass,29,16,1.81,16,1.81,7.5
AC004253.1,low_depth,3,3,1.0,3,1.0,0.0
AC004253.2,low_depth,1,1,1.0,1,1.0,0.0
AC004257.1,low_depth,7,5,1.4,5,1.4,3.0
AC004263.1,pass,47,14,3.36,12,3.92,4.5
AC004264.1,low_depth,6,5,1.2,5,1.2,2.0
AC004264.2,low_depth,1,1,1.0,1,1.0,0.0
AC004381.1,low_depth,1,1,1.0,1,1.0,0.0
AC004381.2,low_depth,310,107,2.9,102,3.04,3.77
AC004381.3,pass,432,192,2.25,188,2.3,4.25
AC004383.1,low_depth,36,27,1.33,27,1.33,3.25
AC004386.1,low_depth,6969,3631,1.92,3565,1.95,3.82
AC004386.2,low_depth,8,8,1.0,8,1.0,0.0
AC004408.2,pass,14,8,1.75,8,1.75,4.0
AC004448.2,pass,29,14,2.07,14,2.07,6.0
AC004448.3,low_depth,1,1,1.0,1,1.0,0.0
AC004453.1,pass,39180,13866,2.83,13452,2.91,4.63
AC004453.2,low_depth,4,3,1.33,3,1.33,2.0
AC004461.1,low_depth,1078,650,1.66,647,1.67,3.28
AC004461.2,low_depth,2,2,1.0,2,1.0,0.0
AC004466.1,pass,46,18,2.56,18,2.56,4.5
AC004466.2,low_depth,7,5,1.4,5,1.4,3.0
AC004466.3,low_depth,3,2,1.5,1,3.0,3.0
AC004471.2,pass,21,5,4.2,5,4.2,6.33
AC004477.1,pass,193,56,3.45,51,3.78,4.64
AC004477.2,low_depth,1,1,1.0,1,1.0,0.0
AC004477.3,pass,109,22,4.95,22,4.95,6.44
AC004486.1,pass,148,111,1.33,111,1.33,4.36
AC004490.1,pass,29,11,2.64,10,2.9,4.17
AC004491.1,pass,24,7,3.43,7,3.43,6.67
AC004492.1,pass,19,6,3.17,5,3.8,5.67
AC004494.1,low_depth,73,32,2.28,32,2.28,3.56
AC004494.2,low_depth,8,8,1.0,8,1.0,0.0
AC004522.1,low_depth,1,1,1.0,1,1.0,0.0
AC004522.2,pass,26,7,3.71,7,3.71,4.17
AC004528.1,low_depth,4,2,2.0,2,2.0,3.0
AC004540.1,low_depth,1,1,1.0,1,1.0,0.0
AC004542.1,low_depth,5,3,1.67,3,1.67,3.0
AC004543.1,pass,45,13,3.46,12,3.75,4.3
AC004552.1,low_depth,150,97,1.55,96,1.56,3.08
AC004554.1,pass,13,3,4.33,3,4.33,6.0
AC004554.2,low_depth,7,5,1.4,4,1.75,2.5
AC004584.1,low_depth,1,1,1.0,1,1.0,0.0
AC004584.2,pass,5153,1739,2.96,1686,3.06,4.99
AC004584.3,low_depth,24,7,3.43,7,3.43,3.43
AC004585.1,pass,207,60,3.45,58,3.57,4.63
AC004593.1,low_depth,1,1,1.0,1,1.0,0.0
AC004593.2,pass,7,3,2.33,3,2.33,5.0
AC004594.1,pass,5,1,5.0,1,5.0,5.0
AC004596.1,pass,13,4,3.25,4,3.25,5.5
AC004597.1,low_depth,2,2,1.0,2,1.0,0.0
AC004656.1,pass,1079,322,3.35,311,3.47,4.8
AC004672.2,low_depth,4,2,2.0,2,2.0,3.0
AC004678.1,low_depth,15,6,2.5,6,2.5,2.8
AC004678.2,low_depth,24,17,1.41,17,1.41,2.4
AC004687.1,pass,2387,662,3.61,618,3.86,4.91
AC004690.1,low_depth,12,10,1.2,10,1.2,3.0
AC004690.2,pass,29,8,3.62,7,4.14,8.33
AC004692.1,low_depth,367,226,1.62,222,1.65,3.59
AC004702.1,low_depth,1,1,1.0,1,1.0,0.0
AC004704.1,pass,16,2,8.0,2,8.0,8.0
AC004706.3,pass,24,5,4.8,5,4.8,5.75
AC004754.1,low_depth,6,3,2.0,3,2.0,2.5
AC004771.1,low_depth,2,2,1.0,2,1.0,0.0
AC004771.2,pass,11,1,11.0,1,11.0,11.0
AC004771.3,low_depth,32,11,2.91,10,3.2,3.75
AC004771.4,pass,60,11,5.45,9,6.67,6.67
AC004771.5,low_depth,1,1,1.0,1,1.0,0.0
AC004775.1,low_depth,18,5,3.6,5,3.6,3.6
AC004777.1,pass,5,1,5.0,1,5.0,5.0
AC004784.1,low_depth,1,1,1.0,1,1.0,0.0
AC004790.1,pass,6,3,2.0,3,2.0,4.0
AC004801.1,low_depth,47,40,1.18,40,1.18,2.4
AC004801.2,low_depth,1502,1369,1.1,1367,1.1,3.55
AC004801.3,low_depth,1,1,1.0,1,1.0,0.0
AC004801.4,pass,1806,501,3.6,483,3.74,5.21
AC004801.5,low_depth,2,1,2.0,1,2.0,2.0
AC004801.6,pass,73,25,2.92,23,3.17,4.85
AC004801.7,low_depth,8,6,1.33,6,1.33,2.0
AC004803.1,pass,213,55,3.87,54,3.94,5.42
AC004805.2,low_depth,2,2,1.0,2,1.0,0.0
AC004805.3,low_depth,85,80,1.06,80,1.06,2.0
AC004812.1,pass,26,6,4.33,6,4.33,6.0
AC004812.2,pass,358,85,4.21,79,4.53,5.89
AC004816.1,pass,256,74,3.46,71,3.61,4.63
AC004816.2,pass,24,6,4.0,6,4.0,5.5
AC004817.3,low_depth,2,2,1.0,2,1.0,0.0
AC004817.4,low_depth,1,1,1.0,1,1.0,0.0
AC004824.1,low_depth,39,19,2.05,18,2.17,3.33
AC004825.1,low_depth,2,2,1.0,2,1.0,0.0
AC004825.2,pass,50,8,6.25,8,6.25,7.0
AC004828.1,low_depth,1,1,1.0,1,1.0,0.0
AC004832.1,low_depth,3,3,1.0,3,1.0,0.0
AC004832.2,low_depth,2,2,1.0,2,1.0,0.0
AC004832.5,pass,13,2,6.5,2,6.5,6.5
AC004832.6,pass,81,15,5.4,15,5.4,6.5
AC004834.1,low_depth,30,12,2.5,12,2.5,3.57
AC004835.1,low_depth,4,4,1.0,4,1.0,0.0
AC004835.2,pass,45,11,4.09,10,4.5,6.0
AC004836.1,pass,26,8,3.25,8,3.25,5.5
AC004837.2,pass,5,1,5.0,1,5.0,5.0
AC004839.1,pass,22,4,5.5,4,5.5,5.5
AC004846.1,pass,39,14,2.79,14,2.79,5.17
AC004846.2,pass,300,68,4.41,65,4.62,5.52
AC004847.1,pass,935,230,4.07,218,4.29,5.35
AC004852.1,pass,6,3,2.0,3,2.0,4.0
AC004852.2,low_depth,7,7,1.0,7,1.0,0.0
AC004854.1,low_depth,7,5,1.4,5,1.4,2.0
AC004854.2,pass,75,18,4.17,17,4.41,5.46
AC004858.1,low_depth,11,7,1.57,7,1.57,3.0
AC004862.1,low_depth,8,6,1.33,6,1.33,3.0
AC004865.1,low_depth,3,3,1.0,3,1.0,0.0
AC004870.2,low_depth,11,3,3.67,3,3.67,3.67
AC004872.1,low_depth,1,1,1.0,1,1.0,0.0
AC004875.1,low_depth,12,6,2.0,6,2.0,3.0
AC004877.1,pass,28,7,4.0,7,4.0,4.5
AC004877.2,pass,88,18,4.89,18,4.89,6.0
AC004884.1,low_depth,1544,940,1.64,930,1.66,3.75
AC004889.1,pass,194,54,3.59,51,3.8,5.21
AC004890.1,pass,943,529,1.78,518,1.82,4.79
AC004890.2,pass,61,19,3.21,18,3.39,7.14
AC004890.3,low_depth,2,2,1.0,2,1.0,0.0
AC004893.1,pass,21,4,5.25,4,5.25,9.5
AC004895.1,low_depth,11,4,2.75,4,2.75,3.33
AC004898.1,low_depth,3,2,1.5,2,1.5,2.0
AC004908.1,low_depth,5,2,2.5,2,2.5,2.5
AC004908.2,pass,146,34,4.29,31,4.71,6.23
AC004908.3,pass,89,20,4.45,18,4.94,6.92
AC004910.1,pass,97,85,1.14,85,1.14,4.0
AC004911.1,low_depth,64,41,1.56,41,1.56,3.3
AC004917.1,pass,19,7,2.71,7,2.71,4.0
AC004918.1,pass,2685,584,4.6,556,4.83,6.07
AC004918.3,pass,74,24,3.08,23,3.22,4.92
AC004920.1,low_depth,1,1,1.0,1,1.0,0.0
AC004921.1,low_depth,6,6,1.0,6,1.0,0.0
AC004922.1,pass,50,13,3.85,12,4.17,5.75
AC004923.1,pass,19,5,3.8,5,3.8,5.67
AC004923.2,low_depth,53,38,1.39,36,1.47,3.43
AC004923.4,pass,33,9,3.67,8,4.12,5.17
AC004925.1,pass,67,16,4.19,15,4.47,6.2
